gvkey,fdate,total_inst_shares,n_managers,hhi_managers,top5_concentration,shrout_thousands,inst_pct,inst_pct_capped
011304,2009-12-31,39036373.0,149,0.03285965849412042,0.30755885030609786,54779.0,712.6156556344584,1.0
011304,2010-03-31,39652982.0,158,0.033547011385407034,0.3120841706179878,54853.0,722.8954113722131,1.0
011304,2010-06-30,41854301.0,147,0.03591860084184328,0.3344670599086101,54894.0,762.4567530149014,1.0
011304,2010-09-30,38695709.0,148,0.03493956889655958,0.32381282896250846,55358.0,699.0084359984104,1.0
011304,2010-12-31,39183629.0,154,0.036465928831094195,0.3338427382517326,56584.0,692.4860207832603,1.0
011304,2011-03-31,38900903.0,165,0.037710308572236124,0.34751319268861186,57483.0,676.7375223979263,1.0
011304,2011-06-30,39656908.0,184,0.038895148544488195,0.3616375991794418,57629.0,688.1415259678287,1.0
011304,2011-09-30,39526353.0,180,0.038011817388292804,0.35851840416443176,57984.0,681.6768936258278,1.0
011304,2011-12-31,40257793.0,173,0.055263435096133934,0.41572273969415063,58423.0,689.074388511374,1.0
011304,2012-03-31,40054573.0,174,0.058001737988108634,0.43311144522749,58628.0,683.1986934570513,1.0
011304,2012-06-30,40446004.0,178,0.05752880500917263,0.431227915618067,58675.0,689.32260758415,1.0
011304,2012-09-30,40079593.0,185,0.062040072152239244,0.43919173530529615,59755.0,670.7320391599029,1.0
011304,2012-12-31,39864308.0,179,0.06469420202676053,0.45149455497885477,59764.0,667.0287798674788,1.0
011304,2013-03-31,38466412.0,176,0.07016051403237039,0.4573367019518223,59876.0,642.4345647671855,1.0
011304,2013-06-30,38800869.0,181,0.07867597215122724,0.4804166628329896,59920.0,647.5445427236315,1.0
011304,2013-09-30,39374602.0,183,0.08019350996116413,0.4779464437507203,59985.0,656.4074685338002,1.0
011304,2013-12-31,40600269.0,192,0.07792856445471398,0.4725017216018938,60036.0,676.2653907655407,1.0
011304,2014-03-31,40470718.0,220,0.07441927113796536,0.4507488105350639,60129.0,673.0648771807281,1.0
011304,2014-06-30,40076168.0,223,0.07310747411828271,0.4481142508435437,60220.0,665.4959814015277,1.0
011304,2014-09-30,40458261.0,227,0.07022554733395427,0.44452068762915936,64433.0,627.9121102540623,1.0
011304,2014-12-31,40429590.0,234,0.07331938652682451,0.44940094618817555,62239.0,649.5861116020502,1.0
011304,2015-03-31,39603012.0,223,0.07293764349567407,0.4488988362804324,62358.0,635.091119022419,1.0
011304,2015-06-30,39967943.0,222,0.07337108752626226,0.45134014027191743,62274.0,641.8078652407104,1.0
011304,2015-09-30,39238870.0,218,0.07549894569143413,0.460266337945002,62297.0,629.8677303883012,1.0
011304,2015-12-31,41311883.0,227,0.07274494152493934,0.4438657274469915,62307.0,663.0375880719662,1.0
011304,2016-03-31,41580612.0,257,0.07213774939131733,0.45132308297915386,62727.0,662.8822038356689,1.0
011304,2016-06-30,42653660.0,256,0.07743727650143527,0.4676679562785468,63210.0,674.7929125138428,1.0
011304,2016-09-30,42830356.0,251,0.08566920923239407,0.4863123248380191,63706.0,672.3127491915989,1.0
011304,2016-12-31,43641710.0,273,0.09133843261777536,0.4986044314028942,64184.0,679.9468714944535,1.0
011304,2017-03-31,44756456.0,264,0.09371251741388562,0.5047045056471853,64384.0,695.1487326043738,1.0
011304,2017-06-30,44481430.0,252,0.09608262439188194,0.5152585921810517,64388.0,690.834161645027,1.0
011304,2017-09-30,47465472.0,230,0.08859236108562835,0.5093389990939098,64411.0,736.9156200027945,1.0
011304,2017-12-31,53553550.0,260,0.07661902469322972,0.4834569510331248,67291.0,795.8501136853369,1.0
011304,2018-03-31,51558052.0,255,0.06870425254158641,0.47327530916024524,65667.0,785.1440144973883,1.0
011304,2018-06-30,50964571.0,251,0.07564875389076037,0.49154182029708443,65687.0,775.8699742719259,1.0
011304,2018-09-30,53473450.0,248,0.07470782082063435,0.4866927793138464,65688.0,814.0520338570211,1.0
011304,2018-12-31,50393243.0,261,0.08669955426231134,0.5260011148716902,65688.0,767.1605620509073,1.0
011304,2019-03-31,52206756.0,276,0.08560905805792651,0.47456689321972045,65745.0,794.0794889345198,1.0
011304,2019-06-30,53236352.0,261,0.0831907104496945,0.47116855414886427,65750.0,809.6783574144487,1.0
011304,2019-09-30,54082205.0,272,0.0830185575092874,0.4792398164978665,66111.0,818.0515345403942,1.0
011304,2019-12-31,54838607.0,278,0.08290580961377197,0.48818462875980784,66710.0,822.0447758956678,1.0
011304,2020-03-31,54093171.0,276,0.08315625182202012,0.5058109275937992,67291.0,803.8693287363837,1.0
011304,2020-06-30,54812142.0,272,0.08010817855860777,0.4952669246168121,67293.0,814.5296241808212,1.0
011304,2020-09-30,58209190.0,263,0.07562210554309727,0.5022486655457669,67915.0,857.0888610763454,1.0
011304,2020-12-31,58353245.0,245,0.07913003485533089,0.5116745092753625,68736.0,848.9473492783985,1.0
011304,2021-03-31,58136101.0,258,0.08390582788280175,0.5164799407514447,69313.0,838.7474355460015,1.0
011304,2021-06-30,57356426.0,264,0.09048609418611103,0.5226140485113211,69314.0,827.4868857662233,1.0
011304,2021-09-30,57237488.0,266,0.09084099713117931,0.5250844691157656,69668.0,821.575012918413,1.0
011304,2021-12-31,59588459.0,276,0.08351653507388694,0.5127791104649979,70768.0,842.025477617002,1.0
011304,2022-03-31,60217861.0,283,0.08345958158831283,0.5276378880345817,72192.0,834.1348210328014,1.0
011304,2022-06-30,60366064.0,285,0.08358800475496699,0.5097247851044255,72440.0,833.3250138045279,1.0
011304,2022-09-30,60973952.0,294,0.08398349288458984,0.5118910284837696,72977.0,835.5228633679104,1.0
011304,2022-12-31,65908334.0,303,0.07558325061161612,0.49884717158834574,73776.0,893.3573790934721,1.0
011304,2023-03-31,67421917.0,282,0.09976775532740949,0.5983658103343458,75285.0,895.5557813641495,1.0
011304,2023-06-30,67319596.0,266,0.10258506429936436,0.6060946800690842,75764.0,888.543318726572,1.0
011304,2023-09-30,65881509.0,278,0.08408391231842478,0.5197638080815665,76525.0,860.9148513557661,1.0
011304,2023-12-31,66349425.0,302,0.08671316525705727,0.5236340932871687,77368.0,857.5822691552063,1.0
011304,2024-03-31,65879943.0,307,0.086911610645752,0.5384573268376993,78186.0,842.605364131686,1.0
011304,2024-06-30,67578376.0,330,0.08241464585290471,0.5251332023723092,78189.0,864.2951821867526,1.0
011304,2024-09-30,67144325.0,341,0.08451165784543184,0.5336539461823467,78704.0,853.124682354137,1.0
011304,2024-12-31,68934566.0,342,0.08628094693111833,0.538936765047596,79183.0,870.572799717111,1.0
011304,2025-03-31,67349097.0,393,0.07493439491074193,0.49543993143664566,80289.0,838.8334267458805,1.0
011304,2025-06-30,69404577.0,394,0.07794519474600672,0.49374327286801273,80564.0,861.4837520480612,1.0
011304,2025-09-30,68423431.0,395,0.07950602720270204,0.5097995158997508,81111.0,843.5777021612358,1.0
011550,2015-09-30,218295077.0,629,0.0407259444360497,0.3687387874532782,315684.0,691.4987044006032,1.0
011550,2015-12-31,222399030.0,640,0.04075933419961166,0.368919805990161,315683.0,704.5011292974281,1.0
011550,2016-03-31,223072737.0,675,0.042046109140476906,0.3737376566998414,315683.0,706.6352543532595,1.0
011550,2016-06-30,221038001.0,718,0.041712974364147476,0.3756634950747677,315620.0,700.3295133388252,1.0
011550,2016-09-30,218281549.0,715,0.0440554225774683,0.3840808230658103,315617.0,691.6026354727406,1.0
011550,2016-12-31,222389271.0,733,0.04471068999690313,0.38459724075447865,315617.0,704.6175301076938,1.0
011550,2017-03-31,222698940.0,739,0.046597448193188264,0.39138817634246487,315579.0,705.683648151493,1.0
011550,2017-06-30,220755299.0,738,0.04901924941888226,0.4075236490699143,315577.0,699.5291133384245,1.0
011550,2017-09-30,224714986.0,742,0.0495794705871269,0.40846078240638567,315576.0,712.0788209496286,1.0
011550,2017-12-31,228666437.0,820,0.04833005311877821,0.4052722525256297,315435.0,724.924111148097,1.0
011550,2018-03-31,228717469.0,811,0.04891027682792089,0.40321068785524206,315539.0,724.8469095737769,1.0
011550,2018-06-30,230745998.0,834,0.04861376976277772,0.40596006349804603,315533.0,731.2895893614931,1.0
011550,2018-09-30,229274802.0,827,0.05000763099910362,0.41413762075781885,315526.0,726.6431355894601,1.0
011550,2018-12-31,235776872.0,872,0.05008724972482017,0.4044527955227093,315523.0,747.2573219701892,1.0
011550,2019-03-31,235793475.0,886,0.052649189531503125,0.4105380609026607,315438.0,747.5113175964849,1.0
011550,2019-06-30,242316900.0,881,0.05199909590180746,0.4072768180840874,315436.0,768.1967181932309,1.0
011550,2019-09-30,242746260.0,917,0.05568148683311387,0.44178676532441735,315436.0,769.5578817890158,1.0
011550,2019-12-31,241906709.0,948,0.05743905100283184,0.4526480660774067,315435.0,766.8987556865916,1.0
