tau,diff_high_low
-6,0.0061356013895130625
-5,0.011156416805334565
-4,0.005814720384788233
-3,0.003018357495961424
-2,0.00012740659856757056
-1,0.017053405651172297
0,-0.0001419344110966704
1,0.01707028830894309
2,0.0036359247234306023
3,-0.002626543151609341
4,-0.010366498502116708
5,-0.009899307450661542
6,0.00853114296449602
7,0.024872149185699854
8,0.007458154223563562
9,0.03512808577165094
10,-0.013204095297199812
11,0.02738188655525444
12,-0.012320251259826647
