gvkey,month_end,log_size,log_bm,mom12_2,size_t,bm_t,mom_t
004029,2020-11-30,17.974919023755174,-0.6479525832087254,0.0007222360972338748,3,1,3
004029,2020-12-31,17.932099026572246,-0.6051325860257976,0.01173528256166434,3,1,2
004029,2021-01-31,17.90089925101057,-0.5739328104641249,-0.01918677960012838,3,1,2
004029,2021-02-28,17.823604751011374,-0.49663831046492757,-0.08511605351352736,3,2,2
004029,2021-03-31,17.970172871393427,-0.6432064308469806,-0.03847454215448931,3,1,2
004029,2021-04-30,18.02074183822157,-0.6937753976751245,-0.023978009720506455,3,1,1
004029,2021-05-31,17.93306268527349,-0.6060962447270444,0.02507691384394173,3,2,1
004029,2021-06-30,17.898726268263314,-0.7764755389897711,-0.02169851102639686,3,1,1
004029,2021-07-31,17.916242210561734,-0.7939914812881921,-0.0344406322890467,3,1,1
004029,2021-08-31,17.95514437219689,-0.8328936429233479,-0.05762641713002692,3,1,1
004029,2021-09-30,17.89122231054663,-0.768971581273089,-0.009310487159185254,3,1,1
004029,2021-10-31,17.930300797544284,-0.8080500682707406,0.011559842489720307,3,1,1
004029,2021-11-30,17.870168758368912,-0.7479180290953706,-0.06028568120756139,3,1,1
004029,2021-12-31,17.968652190694833,-0.8464014614212892,0.0001972420042015699,3,1,1
004029,2022-01-31,17.995032316093845,-0.8727815868203009,-0.028876837373648767,3,1,1
004029,2022-02-28,17.981495277252062,-0.8592445479785188,0.11516224912119766,3,1,1
004029,2022-03-31,18.04791953242725,-0.9256688031537086,0.22155826586863236,3,1,2
004029,2022-04-30,18.007940617353444,-0.8856898880799027,0.07335521046297222,3,1,2
004029,2022-05-31,18.03945575583133,-0.9172050265577889,0.09923956179163573,3,1,2
004029,2022-06-30,18.009612615702544,-0.8340739531141838,0.10831872635968853,3,1,2
004029,2022-07-31,18.036439120890815,-0.8609004583024576,0.1736436334736562,3,1,2
004029,2022-08-31,18.034241049423326,-0.8587023868349676,0.10161722361188574,3,1,2
004029,2022-09-30,17.86566324391793,-0.6901245813295691,0.08839462754603744,3,1,2
004029,2022-10-31,17.87803038457243,-0.7024917219840716,0.148519539091291,3,1,2
004029,2022-11-30,17.74579451762703,-0.5702558550386707,-0.05928313187851386,3,1,2
004029,2022-12-31,17.74922505272382,-0.5736863901354599,0.015695860513152526,3,1,2
004029,2023-01-31,17.78636120218979,-0.6108225396014326,-0.20301716331099717,3,1,1
004029,2023-02-28,17.65372985263881,-0.47819119005045263,-0.2124866402040706,3,2,1
004029,2023-03-31,17.659162567215215,-0.4836239046268562,-0.17107825588674286,3,2,1
004029,2023-04-30,17.68092370897929,-0.5053850463909294,-0.32748441853237664,3,1,1
004029,2023-05-31,17.553920699135734,-0.37838203654737407,-0.287863665867212,3,2,1
004029,2023-06-30,17.583510395849487,-0.33359336646602167,-0.2944917788117374,3,2,1
004029,2023-07-31,17.616929112307442,-0.3670120829239793,-0.3500850479664255,3,2,1
004029,2023-08-31,17.51969630629632,-0.26977927691285675,-0.3394131719390988,3,2,1
004029,2023-09-30,17.436610241361894,-0.18669321197842878,-0.31545978722030543,3,2,1
004029,2023-10-31,17.33415572976098,-0.0842387003775145,-0.2614513727751532,3,2,1
004029,2023-11-30,17.45152643227971,-0.20160940289624574,-0.32869115110642033,3,2,1
004029,2023-12-31,17.487484388910385,-0.23756735952692135,-0.3062107211411442,3,2,1
004029,2024-01-31,17.459872626126938,-0.2099555967434725,-0.21968568032208902,3,2,1
004029,2024-02-29,17.505761538355905,-0.25584450897244054,-0.22060138116868522,3,2,1
004029,2024-03-31,17.533798831470946,-0.2838818020874836,-0.13250125717357308,3,2,1
004029,2024-04-30,17.56954187961167,-0.3196248502282046,-0.09554929519706401,3,2,2
004029,2024-05-31,17.62652660435063,-0.37660957496716513,-0.08985727952189526,3,2,2
004029,2024-06-30,17.530845435857206,-0.25990186808910076,0.0719603966210216,3,2,3
004029,2024-07-31,17.617958848457352,-0.34701528068924714,0.09938076347945546,3,2,3
004029,2024-08-31,17.663456465382822,-0.39251289761471814,-0.03377125943613868,3,2,2
004029,2024-09-30,17.696707835551454,-0.42576426778335125,0.1472039676685437,3,2,2
004029,2024-10-31,17.726372472387066,-0.45542890461896357,0.31905867507366104,3,2,2
004029,2024-11-30,17.714460228534808,-0.44351666076670476,0.5107796356715169,3,2,3
004029,2024-12-31,17.627557162893993,-0.3566135951258893,0.363881003646074,3,2,3
004093,2008-01-31,16.97327762133934,,,3,,
