gem_parent,gem_norm,gvkey,conm,fic,isin,match_type,coal_mw,gas_mw,solar_mw,wind_mw,fossil_mw,total_mw,alpha
Aboitiz Power Corp,aboitiz power,285367,ABOITIZ POWER CORP,PHL,PHY0005M1090,exact_norm,3664.0,555.2,217.0,0.0,4219.2,4436.2,0.9511
Hokkaido Electric Power Co Inc,hokkaido electric power,100365,HOKKAIDO ELECTRIC POWER CO,JPN,JP3850200001,exact_norm,1900.0,2367.4,0.0,0.0,4267.4,4267.4,1.0000
Pampa Energia SA,pampa energia,212950,PAMPA ENERGIA SA,ARG,ARP432631215,exact_norm,0.0,3696.7,0.0,526.8,3696.7,4223.5,0.8753
Power Generation 3 JSC,power generation 3,326582,POWER GENERATION,VNM,VN000000PGV5,exact_norm,1244.0,2930.0,43.0,0.0,4174.0,4217.0,0.9898
Neoen SA,neoen,328809,NEOEN SA,FRA,FR0011675362,exact_norm,0.0,0.0,2734.1,1326.1,0.0,4060.2,0.0000
Shikoku Electric Power Co Inc,shikoku electric power,101769,SHIKOKU ELECTRIC POWER CO,JPN,JP3350800003,exact_norm,1450.0,2544.4,0.0,8.0,3994.4,4002.4,0.9980
Southern Power Co,southern power,156820,SOUTHERN POWER CO,USA,,exact_norm,0.0,0.0,1624.5,2335.9,0.0,3960.3,0.0000
RusHydro PJSC,rushydro,287673,RUSHYDRO PJSC,RUS,RU000A0JPKH7,exact_norm,2404.6,1505.6,0.0,0.0,3910.2,3910.2,1.0000
Territorial Generating Company No 1 PJSC,territorial generating no 1,282813,TERRITORIAL GENERATING COMPA,RUS,RU000A0JNUD0,gem_subset,153.0,3646.0,0.0,0.0,3799.0,3799.0,1.0000
Capital Power Generation Services Inc,capital power generation services,183187,CAPITAL POWER CORP,CAN,,comp_subset,0.0,3778.0,0.0,0.0,3778.0,3778.0,1.0000
Water and Electricity Holding CO (Badeel),water and electricity badeel,298150,DUBAI ELECTRICITY AND WATER,ARE,AED001801011,jaccard_0.50,0.0,0.0,3776.4,0.0,0.0,3776.4,0.0000
General Electric Co,general electric,012428,PORTLAND GENERAL ELECTRIC CO,USA,,gem_subset,0.0,3272.9,36.9,423.0,3272.9,3732.9,0.8768
Huaneng New Energy Co Ltd,huaneng new energy,217202,CONCORD NEW ENERGY GROUP,BMU,BMG2345T1099,jaccard_0.50,0.0,0.0,410.0,3298.2,0.0,3708.2,0.0000
Huaneng New Energy Co Ltd,huaneng new energy,317221,TONKING NEW ENERGY GROUP,CYM,KYG8918S1057,jaccard_0.50,0.0,0.0,410.0,3298.2,0.0,3708.2,0.0000
Huaneng New Energy Co Ltd,huaneng new energy,351744,SP NEW ENERGY CORPORATION,PHL,PHY8080C1028,jaccard_0.50,0.0,0.0,410.0,3298.2,0.0,3708.2,0.0000
Huaneng New Energy Co Ltd,huaneng new energy,200478,NEW SOURCES ENERGY NV,NLD,NL0009822014,jaccard_0.50,0.0,0.0,410.0,3298.2,0.0,3708.2,0.0000
Huaneng New Energy Co Ltd,huaneng new energy,207224,GCL NEW ENERGY HOLDINGS LTD,BMU,BMG3775G1539,jaccard_0.50,0.0,0.0,410.0,3298.2,0.0,3708.2,0.0000
Huaneng New Energy Co Ltd,huaneng new energy,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,jaccard_0.50,0.0,0.0,410.0,3298.2,0.0,3708.2,0.0000
Huaneng New Energy Co Ltd,huaneng new energy,326109,NEW ENERGY SOLAR,AUS,AU000000NEW2,jaccard_0.50,0.0,0.0,410.0,3298.2,0.0,3708.2,0.0000
East Kentucky Power Cooperative Inc,east kentucky power cooperative,006397,KENTUCKY POWER,USA,,comp_subset,1952.5,1679.0,0.0,0.0,3631.5,3631.5,1.0000
Portland General Electric Co,portland general electric,012428,PORTLAND GENERAL ELECTRIC CO,USA,,exact_norm,311.2,2090.6,0.0,1204.8,2401.8,3606.6,0.6659
CECEP Solar Energy Technology Co Ltd,cecep solar energy technology,272146,CECEP SOLAR ENERGY CO LTD,CHN,CNE0000000K1,comp_subset,0.0,0.0,3532.8,0.0,0.0,3532.8,0.0000
National Grid PLC,national grid,211819,NATIONAL GRID,GBR,GB00BDR05C01,exact_norm,0.0,3480.4,0.0,0.0,3480.4,3480.4,1.0000
Shaanxi Yulin Energy Group Co Ltd,shaanxi yulin energy,356341,SHAANXI ENERGY INVESTMENT CO,CHN,CNE100005Z70,jaccard_0.50,3270.0,0.0,200.0,0.0,3270.0,3470.0,0.9424
China Southern Power Grid Co Ltd,china southern power grid,270721,CHINA SOUTHERN POWER GRID,CHN,CNE000001JD9,exact_norm,1413.8,1911.0,103.0,0.0,3324.8,3427.8,0.9700
Azure Power,azure power,026676,AZURE POWER GLOBAL LIMITED,MUS,,gem_subset,0.0,0.0,3346.0,0.0,0.0,3346.0,0.0000
Masdar Clean Energy,masdar clean energy,221095,CARNEGIE CLEAN ENERGY LTD,AUS,AU000000CCE7,jaccard_0.50,0.0,0.0,2298.2,1041.2,0.0,3339.4,0.0000
FirstEnergy Corp,firstenergy,008099,FIRSTENERGY CORP,USA,,exact_norm,3204.0,0.0,0.0,0.0,3204.0,3204.0,1.0000
EDP SA,edp,064910,EDP SA,PRT,PTEDP0AM0009,exact_norm,0.0,3160.9,0.0,10.5,3160.9,3171.4,0.9967
K-Electric Ltd,kelectric,202852,K-ELECTRIC LTD,PAK,PK0000501012,exact_norm,0.0,3152.8,0.0,0.0,3152.8,3152.8,1.0000
Sharjah Electricity & Water Authority,sharjah electricity water authority,298150,DUBAI ELECTRICITY AND WATER,ARE,AED001801011,jaccard_0.50,0.0,3136.0,0.0,0.0,3136.0,3136.0,1.0000
Consolidated Edison Development Inc.,consolidated edison development,003413,CONSOLIDATED EDISON INC,USA,,comp_subset,0.0,0.0,3131.2,0.0,0.0,3131.2,0.0000
China Guangdong Nuclear Solar Energy Development Co Ltd,china guangdong nuclear solar energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,3120.0,0.0,0.0,3120.0,0.0000
HK Electric Investments and HK Electric Investments Ltd,hk electric investments and hk electric investments,317115,HK ELECTRIC INVESTMENTS LTD,CYM,HK0000179108,comp_subset,1050.0,1995.0,0.0,0.0,3045.0,3045.0,1.0000
Huadian Fuxin Energy Development Co Ltd.,huadian fuxin energy development,271762,HUADIAN LIAONING ENERGY DEV,CHN,CNE0000017N9,comp_subset,0.0,0.0,1100.0,1883.3,0.0,2983.3,0.0000
Huadian Fuxin Energy Development Co Ltd.,huadian fuxin energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,1100.0,1883.3,0.0,2983.3,0.0000
Huadian Fuxin Energy Development Co Ltd.,huadian fuxin energy development,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,1100.0,1883.3,0.0,2983.3,0.0000
Yunnan Energy Investment Co Ltd,yunnan energy investment,270113,HCIG ENERGY INVESTMENT CO,CHN,CNE000000FT5,jaccard_0.50,0.0,0.0,568.0,2404.3,0.0,2972.3,0.0000
Yunnan Energy Investment Co Ltd,yunnan energy investment,356341,SHAANXI ENERGY INVESTMENT CO,CHN,CNE100005Z70,jaccard_0.50,0.0,0.0,568.0,2404.3,0.0,2972.3,0.0000
Colbun SA,colbun,200908,COLBUN SA,CHL,CLP3615W1037,exact_norm,350.0,1516.2,0.0,1055.0,1866.2,2921.2,0.6388
Haryana Power Generation Co Ltd,haryana power generation,202071,JAPAN POWER GENERA,PAK,PK0074901015,jaccard_0.50,2885.0,0.0,0.0,0.0,2885.0,2885.0,1.0000
Haryana Power Generation Co Ltd,haryana power generation,285323,QUADRA - POWER GENERATION,RUS,RU000A0JNMZ0,jaccard_0.50,2885.0,0.0,0.0,0.0,2885.0,2885.0,1.0000
Haryana Power Generation Co Ltd,haryana power generation,326582,POWER GENERATION,VNM,VN000000PGV5,jaccard_0.50,2885.0,0.0,0.0,0.0,2885.0,2885.0,1.0000
Sembcorp Industries Ltd,sembcorp industries,019774,SEMBCORP INDUSTRIES LTD,SGP,SG1R50925390,exact_norm,600.0,2175.4,0.0,0.0,2775.4,2775.4,1.0000
Old Dominion Electric Cooperative,old dominion electric cooperative,127675,OLD DOMINION ELECTRIC COOP,USA,,jaccard_0.60,424.0,2221.7,0.0,0.0,2645.7,2645.7,1.0000
Shaanxi Investment Group Co Ltd,shaanxi investment,356341,SHAANXI ENERGY INVESTMENT CO,CHN,CNE100005Z70,gem_subset,2318.3,0.0,0.0,320.0,2318.3,2638.3,0.8787
PacifiCorp,pacificorp,008290,PACIFICORP,USA,,exact_norm,0.0,0.0,0.0,2618.9,0.0,2618.9,0.0000
Xinjiang Tianfu Energy Co Ltd,xinjiang tianfu energy,272327,XINJIANG TIANFU ENERGY CO,CHN,CNE0000019W6,exact_norm,2575.0,0.0,40.0,0.0,2575.0,2615.0,0.9847
Tata Power Renewable Energy Ltd,tata power renewable energy,203894,TATA POWER CO LTD,IND,INE245A01021,comp_subset,0.0,0.0,2595.3,0.0,0.0,2595.3,0.0000
CGN Solar Energy Development Co Ltd,cgn solar energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,2595.0,0.0,0.0,2595.0,0.0000
Fortis Inc,fortis,014390,FORTIS INC,CAN,,exact_norm,964.1,1621.8,0.0,0.0,2585.9,2585.9,1.0000
China Energy Investment Group,china energy investment,270113,HCIG ENERGY INVESTMENT CO,CHN,CNE000000FT5,jaccard_0.50,0.0,0.0,345.0,2239.0,0.0,2584.0,0.0000
China Energy Investment Group,china energy investment,356341,SHAANXI ENERGY INVESTMENT CO,CHN,CNE100005Z70,jaccard_0.50,0.0,0.0,345.0,2239.0,0.0,2584.0,0.0000
National Energy Group New Energy Co Ltd,national energy new energy,217202,CONCORD NEW ENERGY GROUP,BMU,BMG2345T1099,jaccard_0.50,0.0,0.0,1071.7,1492.5,0.0,2564.1,0.0000
National Energy Group New Energy Co Ltd,national energy new energy,317221,TONKING NEW ENERGY GROUP,CYM,KYG8918S1057,jaccard_0.50,0.0,0.0,1071.7,1492.5,0.0,2564.1,0.0000
National Energy Group New Energy Co Ltd,national energy new energy,351744,SP NEW ENERGY CORPORATION,PHL,PHY8080C1028,jaccard_0.50,0.0,0.0,1071.7,1492.5,0.0,2564.1,0.0000
National Energy Group New Energy Co Ltd,national energy new energy,200478,NEW SOURCES ENERGY NV,NLD,NL0009822014,jaccard_0.50,0.0,0.0,1071.7,1492.5,0.0,2564.1,0.0000
National Energy Group New Energy Co Ltd,national energy new energy,207224,GCL NEW ENERGY HOLDINGS LTD,BMU,BMG3775G1539,jaccard_0.50,0.0,0.0,1071.7,1492.5,0.0,2564.1,0.0000
National Energy Group New Energy Co Ltd,national energy new energy,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,jaccard_0.50,0.0,0.0,1071.7,1492.5,0.0,2564.1,0.0000
National Energy Group New Energy Co Ltd,national energy new energy,326109,NEW ENERGY SOLAR,AUS,AU000000NEW2,jaccard_0.50,0.0,0.0,1071.7,1492.5,0.0,2564.1,0.0000
National Energy Group New Energy Co Ltd,national energy new energy,152430,FIRST NATIONAL ENERGY CORP,USA,,jaccard_0.50,0.0,0.0,1071.7,1492.5,0.0,2564.1,0.0000
Guangxi Guiguan Electric Power Co Ltd,guangxi guiguan electric power,251319,GUANGXI GUIGUAN ELECTRIC PWR,CHN,CNE0000011Y9,exact_norm,1462.0,0.0,893.4,202.0,1462.0,2557.4,0.5717
Hubei Energy Group New Energy Development Co Ltd,hubei energy new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,jaccard_0.50,0.0,0.0,1916.0,632.0,0.0,2548.0,0.0000
Hubei Energy Group New Energy Development Co Ltd,hubei energy new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,jaccard_0.50,0.0,0.0,1916.0,632.0,0.0,2548.0,0.0000
Hubei Energy Group New Energy Development Co Ltd,hubei energy new energy development,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.50,0.0,0.0,1916.0,632.0,0.0,2548.0,0.0000
Iren SpA,iren,244341,IREN SPA,ITA,IT0003027817,exact_norm,0.0,2523.0,0.0,0.0,2523.0,2523.0,1.0000
Fortum Oyj,fortum oyj,225597,FORTUM OYJ,FIN,FI0009007132,exact_norm,753.0,322.0,615.6,793.3,1075.0,2483.9,0.4328
Indraprastha Power Generation Co Ltd,indraprastha power generation,202071,JAPAN POWER GENERA,PAK,PK0074901015,jaccard_0.50,375.0,2100.4,0.0,0.0,2475.4,2475.4,1.0000
Indraprastha Power Generation Co Ltd,indraprastha power generation,285323,QUADRA - POWER GENERATION,RUS,RU000A0JNMZ0,jaccard_0.50,375.0,2100.4,0.0,0.0,2475.4,2475.4,1.0000
Indraprastha Power Generation Co Ltd,indraprastha power generation,326582,POWER GENERATION,VNM,VN000000PGV5,jaccard_0.50,375.0,2100.4,0.0,0.0,2475.4,2475.4,1.0000
China General Nuclear Power New Energy Holdings Co Ltd,china general nuclear power new energy,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.57,0.0,1988.0,470.0,15.0,1988.0,2473.0,0.8039
China Power Construction New Energy Group Co Ltd,china power construction new energy,260185,SICHUAN NEW ENERGY POWER CO,CHN,CNE0000014Z0,jaccard_0.67,0.0,0.0,1809.0,662.1,0.0,2471.1,0.0000
China Power Construction New Energy Group Co Ltd,china power construction new energy,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.67,0.0,0.0,1809.0,662.1,0.0,2471.1,0.0000
Jinko Power Co Ltd,jinko power,338459,JINKO POWER TECHNOLOGY CO,CHN,CNE100004025,gem_subset,0.0,0.0,2193.4,200.0,0.0,2393.4,0.0000
Innergex Renewable Energy,innergex renewable energy,360898,CITICORE RENEWABLE ENERGY CO,PHL,PH0000058844,jaccard_0.50,0.0,0.0,603.0,1766.4,0.0,2369.4,0.0000
Innergex Renewable Energy,innergex renewable energy,039049,WESTBRIDGE RENWBLE ENRG CORP,CAN,,jaccard_0.50,0.0,0.0,603.0,1766.4,0.0,2369.4,0.0000
Innergex Renewable Energy,innergex renewable energy,351868,HD RENEWABLE ENERGY CO LTD,TWN,TW0006873003,jaccard_0.50,0.0,0.0,603.0,1766.4,0.0,2369.4,0.0000
Innergex Renewable Energy,innergex renewable energy,292414,ENLIGHT RENEWABLE ENERGY,ISR,,jaccard_0.50,0.0,0.0,603.0,1766.4,0.0,2369.4,0.0000
Innergex Renewable Energy,innergex renewable energy,349595,ECONERGY RENEWABLE ENERGY,ISR,IL0011783342,jaccard_0.50,0.0,0.0,603.0,1766.4,0.0,2369.4,0.0000
Innergex Renewable Energy,innergex renewable energy,363653,SANTI RENEWABLE ENERGY CO,TWN,TW0006946007,jaccard_0.50,0.0,0.0,603.0,1766.4,0.0,2369.4,0.0000
Innergex Renewable Energy,innergex renewable energy,343320,GITA RENEWABLE ENERGY LTD,IND,INE776O01018,jaccard_0.50,0.0,0.0,603.0,1766.4,0.0,2369.4,0.0000
Sarawak Energy Bhd,sarawak energy bhd,100182,SARAWAK ENERGY BHD,MYS,MYL2356OO003,exact_norm,1080.0,1263.0,25.0,0.0,2343.0,2368.0,0.9894
CESC Ltd,cesc,201143,CESC LTD,IND,INE486A01021,exact_norm,2365.0,0.0,0.0,0.0,2365.0,2365.0,1.0000
Banpu Power PCL,banpu power pcl,322735,BANPU POWER PCL,THA,TH7462010003,exact_norm,1468.2,803.0,0.0,0.0,2271.2,2271.2,1.0000
Guangzhou Hengyun Enterprises Holdings Ltd,guangzhou hengyun enterprises,257082,GUANGZHOU HENGYUN ENT HLDGS,CHN,CNE000000DS2,exact_norm,1080.0,920.0,270.0,0.0,2000.0,2270.0,0.8811
NiSource Inc,nisource,007974,NISOURCE INC,USA,,exact_norm,1387.0,877.0,0.0,0.0,2264.0,2264.0,1.0000
ENGIE Energía Perú SA,engie energia peru,274724,ENGIE ENERGIA PERU SA,PER,PEP702101002,exact_norm,0.0,2259.0,0.0,0.0,2259.0,2259.0,1.0000
CGN New Energy Investment (Shenzhen) Co Ltd,cgn new energy investment shenzhen,251378,SHENZHEN ENERGY GROUP CO LTD,CHN,CNE000000933,comp_subset,0.0,0.0,1590.0,622.3,0.0,2212.3,0.0000
Engie Brasil Energia SA,engie brasil energia,111320,ENGIE BRASIL ENERGIA SA,BRA,BREGIEACNOR9,exact_norm,0.0,0.0,511.0,1674.6,0.0,2185.6,0.0000
EDP Renováveis,edp renovaveis,288970,EDP RENOVAVEIS SA,ESP,ES0127797019,exact_norm,0.0,0.0,926.5,1222.2,0.0,2148.7,0.0000
ERG SpA,erg,216667,ERG SPA,ITA,IT0001157020,exact_norm,0.0,99.0,229.0,1811.3,99.0,2139.3,0.0463
North-West Power Generation Co Ltd,northwest power generation,202071,JAPAN POWER GENERA,PAK,PK0074901015,jaccard_0.50,660.0,1420.5,0.0,0.0,2080.5,2080.5,1.0000
North-West Power Generation Co Ltd,northwest power generation,285323,QUADRA - POWER GENERATION,RUS,RU000A0JNMZ0,jaccard_0.50,660.0,1420.5,0.0,0.0,2080.5,2080.5,1.0000
North-West Power Generation Co Ltd,northwest power generation,326582,POWER GENERATION,VNM,VN000000PGV5,jaccard_0.50,660.0,1420.5,0.0,0.0,2080.5,2080.5,1.0000
Continuum Green Energy,continuum green energy,354082,THACHANG GREEN ENERGY PCL,THA,THA918010002,jaccard_0.50,0.0,0.0,659.0,1410.5,0.0,2069.5,0.0000
Continuum Green Energy,continuum green energy,330659,KPI GREEN ENERGY LIMITED,IND,INE542W01025,jaccard_0.50,0.0,0.0,659.0,1410.5,0.0,2069.5,0.0000
Continuum Green Energy,continuum green energy,327477,ADANI GREEN ENERGY,IND,INE364U01010,jaccard_0.50,0.0,0.0,659.0,1410.5,0.0,2069.5,0.0000
Continuum Green Energy,continuum green energy,364457,NTPC GREEN ENERGY LIMITED,IND,INE0ONG01011,jaccard_0.50,0.0,0.0,659.0,1410.5,0.0,2069.5,0.0000
Continuum Green Energy,continuum green energy,260062,SPIC GREEN ENERGY CO LTD,CHN,CNE000001CR4,jaccard_0.50,0.0,0.0,659.0,1410.5,0.0,2069.5,0.0000
Continuum Green Energy,continuum green energy,329188,GRAND GREEN ENERGY CO LTD,TWN,TW0006639008,jaccard_0.50,0.0,0.0,659.0,1410.5,0.0,2069.5,0.0000
Boralex Inc,boralex,105632,BORALEX INC,CAN,,exact_norm,0.0,0.0,32.0,2002.3,0.0,2034.3,0.0000
Apex Clean Energy,apex clean energy,221095,CARNEGIE CLEAN ENERGY LTD,AUS,AU000000CCE7,jaccard_0.50,0.0,0.0,292.5,1664.8,0.0,1957.3,0.0000
Enel Generación Chile SA,enel generacion chile,030538,ENEL GENERACION CHILE SA,CHL,CLP3710M1090,exact_norm,0.0,1956.0,0.0,0.0,1956.0,1956.0,1.0000
China Energy Investment Group New Energy Co Ltd,china energy investment new energy,347411,ZHEJIANG PROVINCIAL NEW,CHN,CNE1000051S5,jaccard_0.50,0.0,0.0,0.0,1952.2,0.0,1952.2,0.0000
China Energy Investment Group New Energy Co Ltd,china energy investment new energy,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.50,0.0,0.0,0.0,1952.2,0.0,1952.2,0.0000
GCL Energy Technology Co Ltd,gcl energy technology,332452,GCL ENERGY TECHNOLOGY CO LTD,CHN,CNE000001K08,exact_norm,0.0,1930.0,0.0,0.0,1930.0,1930.0,1.0000
Huaneng Gansu Energy Development Co Ltd,huaneng gansu energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,1620.4,296.0,0.0,1916.4,0.0000
Luneng New Energy (Group) Co Ltd,luneng new energy,217202,CONCORD NEW ENERGY GROUP,BMU,BMG2345T1099,jaccard_0.50,0.0,0.0,839.9,1068.6,0.0,1908.5,0.0000
Luneng New Energy (Group) Co Ltd,luneng new energy,317221,TONKING NEW ENERGY GROUP,CYM,KYG8918S1057,jaccard_0.50,0.0,0.0,839.9,1068.6,0.0,1908.5,0.0000
Luneng New Energy (Group) Co Ltd,luneng new energy,351744,SP NEW ENERGY CORPORATION,PHL,PHY8080C1028,jaccard_0.50,0.0,0.0,839.9,1068.6,0.0,1908.5,0.0000
Luneng New Energy (Group) Co Ltd,luneng new energy,200478,NEW SOURCES ENERGY NV,NLD,NL0009822014,jaccard_0.50,0.0,0.0,839.9,1068.6,0.0,1908.5,0.0000
Luneng New Energy (Group) Co Ltd,luneng new energy,207224,GCL NEW ENERGY HOLDINGS LTD,BMU,BMG3775G1539,jaccard_0.50,0.0,0.0,839.9,1068.6,0.0,1908.5,0.0000
Luneng New Energy (Group) Co Ltd,luneng new energy,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,jaccard_0.50,0.0,0.0,839.9,1068.6,0.0,1908.5,0.0000
Luneng New Energy (Group) Co Ltd,luneng new energy,326109,NEW ENERGY SOLAR,AUS,AU000000NEW2,jaccard_0.50,0.0,0.0,839.9,1068.6,0.0,1908.5,0.0000
Iran Power Development Co,iran power development,271031,ELEC POWER DEVELOPMENT CO,JPN,JP3551200003,jaccard_0.50,0.0,1908.0,0.0,0.0,1908.0,1908.0,1.0000
Provincial Investment Co,provincial investment,347411,ZHEJIANG PROVINCIAL NEW,CHN,CNE1000051S5,gem_subset,0.0,1898.8,0.0,0.0,1898.8,1898.8,1.0000
Okinawa Electric Power Co Inc,okinawa electric power,205365,OKINAWA ELECTRIC POWER CO,JPN,JP3194700005,exact_norm,752.0,1143.0,0.0,0.0,1895.0,1895.0,1.0000
Encavis AG,encavis,329260,ENCAVIS AG,DEU,DE0006095003,exact_norm,0.0,0.0,1391.0,497.1,0.0,1888.1,0.0000
Xinjiang Huadian Kaisheng New Energy Development Co Ltd,xinjiang huadian kaisheng new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,250.0,1600.0,0.0,1850.0,0.0000
Xinjiang Huadian Kaisheng New Energy Development Co Ltd,xinjiang huadian kaisheng new energy development,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,comp_subset,0.0,0.0,250.0,1600.0,0.0,1850.0,0.0000
Xinjiang Huadian Kaisheng New Energy Development Co Ltd,xinjiang huadian kaisheng new energy development,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,250.0,1600.0,0.0,1850.0,0.0000
National Energy Investment Group Co Ltd,national energy investment,152430,FIRST NATIONAL ENERGY CORP,USA,,jaccard_0.50,0.0,0.0,1437.0,400.0,0.0,1837.0,0.0000
National Energy Investment Group Co Ltd,national energy investment,270113,HCIG ENERGY INVESTMENT CO,CHN,CNE000000FT5,jaccard_0.50,0.0,0.0,1437.0,400.0,0.0,1837.0,0.0000
National Energy Investment Group Co Ltd,national energy investment,356341,SHAANXI ENERGY INVESTMENT CO,CHN,CNE100005Z70,jaccard_0.50,0.0,0.0,1437.0,400.0,0.0,1837.0,0.0000
Jinko Power Technology Co Ltd,jinko power technology,338459,JINKO POWER TECHNOLOGY CO,CHN,CNE100004025,exact_norm,0.0,0.0,1831.5,0.0,0.0,1831.5,0.0000
Argo Infrastructure Partners LP,argo infrastructure partners lp,179216,BROOKFIELD INFRS PTRS LP,BMU,,jaccard_0.60,0.0,1769.0,0.0,0.0,1769.0,1769.0,1.0000
Huadian New Energy Group Corp Ltd,huadian new energy,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,exact_norm,0.0,0.0,200.0,1553.5,0.0,1753.5,0.0000
Zhejiang Chint New Energy Development Co Ltd,zhejiang chint new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,1753.3,0.0,0.0,1753.3,0.0000
Zhejiang Chint New Energy Development Co Ltd,zhejiang chint new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,1753.3,0.0,0.0,1753.3,0.0000
Solaria Energía y Medio Ambiente SA,solaria energia y medio ambiente,285082,SOLARIA ENERGIA Y MEDIO AMB,ESP,ES0165386014,exact_norm,0.0,0.0,1751.8,0.0,0.0,1751.8,0.0000
Gansu Guyazhou Baofeng Wind Energy Development Co Ltd,gansu guyazhou baofeng wind energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,1750.0,0.0,1750.0,0.0000
Odisha Power Generation Corporation Ltd,odisha power generation,202071,JAPAN POWER GENERA,PAK,PK0074901015,jaccard_0.50,1740.0,0.0,0.0,0.0,1740.0,1740.0,1.0000
Odisha Power Generation Corporation Ltd,odisha power generation,285323,QUADRA - POWER GENERATION,RUS,RU000A0JNMZ0,jaccard_0.50,1740.0,0.0,0.0,0.0,1740.0,1740.0,1.0000
Odisha Power Generation Corporation Ltd,odisha power generation,326582,POWER GENERATION,VNM,VN000000PGV5,jaccard_0.50,1740.0,0.0,0.0,0.0,1740.0,1740.0,1.0000
Northland Power Inc,northland power,064625,NORTHLAND POWER INC,CAN,,exact_norm,0.0,640.8,0.0,1098.0,640.8,1738.8,0.3685
Enel Chile SA,enel chile,027141,ENEL CHILE SA,CHL,CL0002266774,exact_norm,0.0,0.0,1625.6,105.6,0.0,1731.2,0.0000
ALLETE Clean Energy,allete clean energy,221095,CARNEGIE CLEAN ENERGY LTD,AUS,AU000000CCE7,jaccard_0.50,0.0,0.0,0.0,1721.5,0.0,1721.5,0.0000
Enlight Renewable Energy,enlight renewable energy,292414,ENLIGHT RENEWABLE ENERGY,ISR,,exact_norm,0.0,0.0,489.6,1193.5,0.0,1683.1,0.0000
National Grid Renewables,national grid renewables,211819,NATIONAL GRID,GBR,GB00BDR05C01,comp_subset,0.0,0.0,1667.0,0.0,0.0,1667.0,0.0000
Manila Electric Co,manila electric,030282,MANILA ELECTRIC CO,PHL,PHY5764J1483,exact_norm,838.8,816.8,0.0,0.0,1655.6,1655.6,1.0000
Ignitis Grupe AB,ignitis grupe ab,213559,AB IGNITIS GAMYBA,LTU,LT0000128571,jaccard_0.50,0.0,1045.0,0.0,585.0,1045.0,1630.0,0.6411
Ignitis Grupe AB,ignitis grupe ab,325699,AB IGNITIS GRUPE,LTU,LT0000115768,jaccard_0.50,0.0,1045.0,0.0,585.0,1045.0,1630.0,0.6411
Juniper Green Energy,juniper green energy,354082,THACHANG GREEN ENERGY PCL,THA,THA918010002,jaccard_0.50,0.0,0.0,1620.0,0.0,0.0,1620.0,0.0000
Juniper Green Energy,juniper green energy,330659,KPI GREEN ENERGY LIMITED,IND,INE542W01025,jaccard_0.50,0.0,0.0,1620.0,0.0,0.0,1620.0,0.0000
Juniper Green Energy,juniper green energy,327477,ADANI GREEN ENERGY,IND,INE364U01010,jaccard_0.50,0.0,0.0,1620.0,0.0,0.0,1620.0,0.0000
Juniper Green Energy,juniper green energy,364457,NTPC GREEN ENERGY LIMITED,IND,INE0ONG01011,jaccard_0.50,0.0,0.0,1620.0,0.0,0.0,1620.0,0.0000
Juniper Green Energy,juniper green energy,260062,SPIC GREEN ENERGY CO LTD,CHN,CNE000001CR4,jaccard_0.50,0.0,0.0,1620.0,0.0,0.0,1620.0,0.0000
Juniper Green Energy,juniper green energy,329188,GRAND GREEN ENERGY CO LTD,TWN,TW0006639008,jaccard_0.50,0.0,0.0,1620.0,0.0,0.0,1620.0,0.0000
Clearway Energy Inc,clearway energy,018293,CLEARWAY ENERGY INC,USA,,exact_norm,0.0,1610.0,0.0,0.0,1610.0,1610.0,1.0000
Verbund AG,verbund,102797,VERBUND AG,AUT,AT0000746409,exact_norm,0.0,1106.2,197.6,297.0,1106.2,1600.8,0.6910
