parent_name,coal_mw,gas_mw,solar_mw,wind_mw,fossil_mw,clean_mw,total_mw,alpha,units
Ningbo Daxiefeng Haihuida Materials Co Ltd,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0000,1
Greenera Energy Hellas AE,0.0,0.0,3.9,0.0,0.0,3.9,3.9,0.0000,2
Citicorp North America Inc.,0.0,0.0,3.9,0.0,0.0,3.9,3.9,0.0000,3
Empresas CMPC SA,0.0,3.8,0.0,0.0,3.8,0.0,3.8,1.0000,1
Liaoning Liaoneng Sunshine Power Co Ltd,0.0,0.0,3.8,0.0,0.0,3.8,3.8,0.0000,1
Grupo Calesa,0.0,0.0,3.8,0.0,0.0,3.8,3.8,0.0000,1
Jessamine Hills Holding LLC,0.0,0.0,3.8,0.0,0.0,3.8,3.8,0.0000,2
Rensselaer 2 Solar Array LLC,0.0,0.0,3.8,0.0,0.0,3.8,3.8,0.0000,1
Yangchun Municipal Chunzhou Poverty Alleviation Asset Investment Co Ltd,0.0,0.0,3.8,0.0,0.0,3.8,3.8,0.0000,1
Shandong Tianrong Ruilin New Energy Co Ltd,0.0,0.0,3.8,0.0,0.0,3.8,3.8,0.0000,1
Noer Wind,0.0,0.0,0.0,3.8,0.0,3.8,3.8,0.0000,1
SunRay Power LLC,0.0,0.0,3.7,0.0,0.0,3.7,3.7,0.0000,1
Duarte Albuquerque Comercio e Industria LTDA (REG),0.0,0.0,3.7,0.0,0.0,3.7,3.7,0.0000,2
Vitruvio Partners LLC,0.0,0.0,3.7,0.0,0.0,3.7,3.7,0.0000,1
Harmonyvale Energy LLC,0.0,0.0,3.7,0.0,0.0,3.7,3.7,0.0000,1
Mound Solar Owner V LLC,0.0,0.0,3.7,0.0,0.0,3.7,3.7,0.0000,2
Tides Lane Solar LLC,0.0,0.0,3.7,0.0,0.0,3.7,3.7,0.0000,1
Bostonia WSMR SPV LLC,0.0,0.0,3.7,0.0,0.0,3.7,3.7,0.0000,1
Bank of Montreal,0.0,3.7,0.0,0.0,3.7,0.0,3.7,1.0000,2
Anderson South Solar Project LLC,0.0,0.0,3.6,0.0,0.0,3.6,3.6,0.0000,1
Hvidovre Vindmøllelaug IS (Community Ownership),0.0,0.0,0.0,3.6,0.0,3.6,3.6,0.0000,1
Private Individual - Janus Skak Olufsen,0.0,0.0,0.0,3.6,0.0,3.6,3.6,0.0000,1
Communinity Owners - Vindmøllelauget Ørumgaard I/S,0.0,0.0,0.0,3.6,0.0,3.6,3.6,0.0000,1
Hainan Tianya East Water Supply Co Ltd,0.0,0.0,3.6,0.0,0.0,3.6,3.6,0.0000,2
Chillamurra Solar Pty Ltd,0.0,0.0,3.6,0.0,0.0,3.6,3.6,0.0000,1
Three Nations Energy,0.0,0.0,3.6,0.0,0.0,3.6,3.6,0.0000,1
O&M Group,0.0,0.0,3.6,0.0,0.0,3.6,3.6,0.0000,1
Clear Solar Holding LLC,0.0,0.0,3.6,0.0,0.0,3.6,3.6,0.0000,1
Moral Crown Limited,0.0,0.0,0.0,3.6,0.0,3.6,3.6,0.0000,1
Ningbo Qijifeng Industrial Investment Co Ltd,0.0,0.0,0.0,3.6,0.0,3.6,3.6,0.0000,1
Bertel Jensen Co,0.0,0.0,0.0,3.6,0.0,3.6,3.6,0.0000,1
Private Investor - Ken Jensen,0.0,0.0,0.0,3.6,0.0,3.6,3.6,0.0000,1
Shangtejie Power Technology Co Ltd,0.0,0.0,3.6,0.0,0.0,3.6,3.6,0.0000,1
Solar Star LA County I LLC,0.0,0.0,3.6,0.0,0.0,3.6,3.6,0.0000,2
Baoding Yongxiang Highway Engineering Construction Co Ltd,0.0,0.0,0.0,3.6,0.0,3.6,3.6,0.0000,1
Gunvor Employee Shareplan Ltd,0.0,3.6,0.0,0.0,3.6,0.0,3.6,1.0000,1
Egyptian Ministry Of Industry (MTI),0.0,0.0,3.6,0.0,0.0,3.6,3.6,0.0000,1
Industrial Modernization Center (IMC),0.0,0.0,3.6,0.0,0.0,3.6,3.6,0.0000,1
Regional Centre for Renewable Energy and Energy Efficiency,0.0,0.0,3.6,0.0,0.0,3.6,3.6,0.0000,1
United Nations Development Program (UNDP),0.0,0.0,3.6,0.0,0.0,3.6,3.6,0.0000,1
Global Environment Facility (GEF),0.0,0.0,3.6,0.0,0.0,3.6,3.6,0.0000,1
Egypt Electric Utility and Consumer protection Regulatory Agency,0.0,0.0,3.6,0.0,0.0,3.6,3.6,0.0000,1
Jiangsu Railway Development Co Ltd,0.0,0.0,3.5,0.0,0.0,3.5,3.5,0.0000,1
Yicheng Luze Tianyuan Investment Management Co Ltd,0.0,0.0,0.0,3.5,0.0,3.5,3.5,0.0000,1
Met Fiera Solar Midhurst 2 LP,0.0,0.0,3.5,0.0,0.0,3.5,3.5,0.0000,1
Met Fiera Solar Midhurst 3 LP,0.0,0.0,3.5,0.0,0.0,3.5,3.5,0.0000,1
Aurora Waubaushene 5 LP,0.0,0.0,3.5,0.0,0.0,3.5,3.5,0.0000,1
Guangdong Province Guangye Group Co Ltd,0.0,0.0,3.5,0.0,0.0,3.5,3.5,0.0000,2
Empresa Nacional de Transmisión Eléctrica (ENATREL),0.0,0.0,3.5,0.0,0.0,3.5,3.5,0.0000,2
Gilead Farm LLC,0.0,0.0,3.5,0.0,0.0,3.5,3.5,0.0000,1
SE Solar Trust VII,0.0,0.0,3.5,0.0,0.0,3.5,3.5,0.0000,1
Lawrence Creek Solar LLC,0.0,0.0,3.5,0.0,0.0,3.5,3.5,0.0000,1
Montrose Solar LLC,0.0,0.0,3.5,0.0,0.0,3.5,3.5,0.0000,1
Novel-OYA Six LLP,0.0,0.0,3.5,0.0,0.0,3.5,3.5,0.0000,1
Fresh Air Energy XV LLC,0.0,0.0,3.5,0.0,0.0,3.5,3.5,0.0000,1
SSC Lysander LLC,0.0,0.0,3.5,0.0,0.0,3.5,3.5,0.0000,1
General Foundation,0.0,0.0,0.0,3.5,0.0,3.5,3.5,0.0000,1
Luzhou Jinshida Trading Co Ltd,3.5,0.0,0.0,0.0,3.5,0.0,3.5,1.0000,2
Huaneng Capital Service Co Ltd,0.0,0.0,1.0,2.5,0.0,3.5,3.5,0.0000,2
Dongguan Kaiyuerui Equity Investment Co Ltd,0.0,3.4,0.0,0.0,3.4,0.0,3.4,1.0000,4
Xinwen Mining Group Co Ltd Sun Village Coal Mine Trade Union Committee,3.4,0.0,0.0,0.0,3.4,0.0,3.4,1.0000,2
Fujian Shunle Investment Co Ltd,0.0,3.4,0.0,0.0,3.4,0.0,3.4,1.0000,2
Arab Mining Co,0.0,3.4,0.0,0.0,3.4,0.0,3.4,1.0000,1
Asahi Breweries Ltd,0.0,0.0,0.0,3.4,0.0,3.4,3.4,0.0000,1
AR Solar LLC,0.0,0.0,3.4,0.0,0.0,3.4,3.4,0.0000,1
Belafonte Farm LLC,0.0,0.0,3.4,0.0,0.0,3.4,3.4,0.0000,1
Sierra Southwest Cooperative,0.0,0.0,3.4,0.0,0.0,3.4,3.4,0.0000,2
Whitakers Farm LLC,0.0,0.0,3.4,0.0,0.0,3.4,3.4,0.0000,1
Emerald Hills Holdings LLC,0.0,0.0,3.4,0.0,0.0,3.4,3.4,0.0000,1
Bank of Nova Scotia,0.0,3.4,0.0,0.0,3.4,0.0,3.4,1.0000,2
Trade Union of Jiangsu Zhangjiagang Brewing,3.4,0.0,0.0,0.0,3.4,0.0,3.4,1.0000,2
Greenland Alternative Energy (GLAE),0.0,0.0,3.3,0.0,0.0,3.3,3.3,0.0000,1
Taqnia Energy,0.0,0.0,3.3,0.0,0.0,3.3,3.3,0.0000,1
Suzhou Xiangcheng Jingkai Guoyou Capital Investment Holding (Group) Co Ltd,3.3,0.0,0.0,0.0,3.3,0.0,3.3,1.0000,6
Sanlin Wanye (Shanghai) Enterprises Group Co Ltd,0.0,0.0,3.3,0.0,0.0,3.3,3.3,0.0000,1
Aeroporto de Salvador SA,0.0,0.0,3.3,0.0,0.0,3.3,3.3,0.0000,1
COOPERATIVA DE GERAÇÃO DE ENERGIA E DESENVOLVIMENTO (REG),0.0,0.0,3.3,0.0,0.0,3.3,3.3,0.0000,1
Infinity Solar,0.0,0.0,3.3,0.0,0.0,3.3,3.3,0.0000,1
Qinghai Ruiqida New Energy Technology Development Co Ltd,0.0,0.0,3.3,0.0,0.0,3.3,3.3,0.0000,1
Mowah Co,0.0,0.0,3.3,0.0,0.0,3.3,3.3,0.0000,1
Abundant Solar Power Inc.,0.0,0.0,3.3,0.0,0.0,3.3,3.3,0.0000,1
NSK Holdings Pvt Ltd,0.0,3.3,0.0,0.0,3.3,0.0,3.3,1.0000,1
HSEA PR ISLA SOLAR III LLC,0.0,0.0,3.3,0.0,0.0,3.3,3.3,0.0000,1
Principal Global Investors LLC,0.0,3.3,0.0,0.0,3.3,0.0,3.3,1.0000,2
Inversiones Adolfo Mejia Céspedes EIRL,0.0,3.3,0.0,0.0,3.3,0.0,3.3,1.0000,2
DH Energie GmbH,0.0,0.0,0.0,3.2,0.0,3.2,3.2,0.0000,1
Shanghai China Power Investment Ronghe New Energy Investment Management Center LP,0.0,0.0,0.0,3.2,0.0,3.2,3.2,0.0000,1
Seqwater,0.0,0.0,3.2,0.0,0.0,3.2,3.2,0.0000,1
Breakthru Beverage,0.0,0.0,3.2,0.0,0.0,3.2,3.2,0.0000,1
Tucci Energy Services,0.0,0.0,3.2,0.0,0.0,3.2,3.2,0.0000,1
Tell City 2 Solar Array LLC,0.0,0.0,3.2,0.0,0.0,3.2,3.2,0.0000,1
Henan BLUE SKY Group Co Ltd,0.0,0.0,0.0,3.2,0.0,3.2,3.2,0.0000,1
Lion International Asset Management (Hong Kong),3.2,0.0,0.0,0.0,3.2,0.0,3.2,1.0000,3
Ningbo Tongshang Holding Group Co Ltd,3.1,0.0,0.0,0.0,3.1,0.0,3.1,1.0000,1
ICBC Investment,3.1,0.0,0.0,0.0,3.1,0.0,3.1,1.0000,2
Inner Mongolia Xiangdao Ecological Agriculture Development Co Ltd,0.0,0.0,3.1,0.0,0.0,3.1,3.1,0.0000,1
Royal Bank of Canada,0.0,3.1,0.0,0.0,3.1,0.0,3.1,1.0000,2
Yucheng State Owned Assets Operation and Management Group Co Ltd,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0000,1
Weiyi Investment,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0000,1
Anhui Development Investment Co Ltd,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0000,1
China Aerospace Technology Group Co Ltd,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0000,1
Shanghai Yuxiao Rare Earth Co Ltd,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0000,1
China Academy of Space Technology,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0000,1
Academy of Aerospace Power Technology,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0000,1
Fuxin Yuecheng Investment Consulting Co Ltd,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0000,2
SOHO Holly Corp,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0000,1
Beijing Guohong Huaan Energy Investment Co Ltd,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0000,2
Ortega Management Ltd,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0000,1
Oceans of Energy,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Balsam Lake LP,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Sociedad Punta del Cobre SA,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
COPEC SA,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Dingxi New Energy Development Co. Ltd.,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Haining Shengbu Solar Power Co Ltd,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Guangxi Daocheng New Energy Development Co Ltd,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Alxa League Smtsun New Energy Co Ltd,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Tongliao Jinxiu Wood Industry Co Ltd,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
国家能源集团元宝山发电有限责任公司,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Hu Yishun,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Chen Jianhua,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Shanghai Jianghai Property Co Ltd,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Shaanxi Jiemao Energy Technology Co Ltd,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Lingqiu County Economic Construction Investment Co Ltd,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Qingdao University Information Industry Co Ltd,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Jingdezhen Coking Industry Group Co Ltd,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Qingyuan Xunshan Tea Garden Co Ltd,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Aeropuerto Internacional Cibao SA,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Empresa de Generación Hidroeléctrica Dominicana (EGEHID),0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Solomon Power,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,2
Anderson 5 Solar Array LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Hartz Solar LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Solar Star Arizona IV LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Solar Star California XXIX LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
SoCore 2017 ProjectCo-NM6 LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Apex Eagle Creek LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Franklin County GA S1 LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Greene County GA S1 LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Howard Lane Solar LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
GL IVC Solar LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
AU Solar 1 LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,2
Martin Creek Farm LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
GL Merced 2 LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Meriwether County GA S1 LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Moncure Farm LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Murray County GA S1 LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Fresh Air Energy XXIX LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Polk County GA S1 LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Prologis,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
RP Napa Solar 3 LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,3
Summit Solar LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
ENGIE Generation North America LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Ware County GA S1 LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
KDC Solar Master Tenant 2011 LLC,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
"Wonderful Renewable Energy, LLC.",0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0000,1
Stadtgemeinde Kindberg,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0000,1
Private Individual - Georg Kury,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0000,1
Patrick Bubna-Litic,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0000,1
TBEA Hami Energy Co Ltd,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0000,1
Hunan Honghai Industry and Trade Co Ltd,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0000,1
Services Industriels de Genève (SIG),0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0000,1
1832 Asset Management LP,0.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0000,2
Mercury Capital International Inc,2.9,0.0,0.0,0.0,2.9,0.0,2.9,1.0000,1
Soške Elektrarne Nova Gorica,0.0,0.0,2.9,0.0,0.0,2.9,2.9,0.0000,1
Bernards Solar LLC,0.0,0.0,2.9,0.0,0.0,2.9,2.9,0.0000,1
Boutillier Solar LLC,0.0,0.0,2.9,0.0,0.0,2.9,2.9,0.0000,1
City and County of Honolulu (Hawaii),0.0,0.0,2.9,0.0,0.0,2.9,2.9,0.0000,1
Beijing Jiashi Longbo Investment Management Co Ltd,0.0,0.0,0.0,2.9,0.0,2.9,2.9,0.0000,1
Prime Invesco Ltd,2.9,0.0,0.0,0.0,2.9,0.0,2.9,1.0000,1
Kodensha Co Ltd,0.0,0.0,0.0,2.9,0.0,2.9,2.9,0.0000,1
LSP-Whitewater I LLC,0.0,2.8,0.0,0.0,2.8,0.0,2.8,1.0000,1
GLC- (MA) Acushnet - High Hill LLC,0.0,0.0,2.8,0.0,0.0,2.8,2.8,0.0000,1
The Joan Turnure 2010 Irrevocable Trust,0.0,0.0,2.8,0.0,0.0,2.8,2.8,0.0000,1
Greenfield Solar Project LLC,0.0,0.0,2.8,0.0,0.0,2.8,2.8,0.0000,1
"Rotor Clip Company, Inc.",0.0,0.0,2.8,0.0,0.0,2.8,2.8,0.0000,1
Basin Creek Power Services LLC,0.0,2.8,0.0,0.0,2.8,0.0,2.8,1.0000,1
Cascades Grundstuck GmbH & Co KG,0.0,2.8,0.0,0.0,2.8,0.0,2.8,1.0000,1
Zhejiang Longyou Bofeite Energy Co Ltd,0.0,0.0,2.8,0.0,0.0,2.8,2.8,0.0000,2
BCTN,0.0,0.0,0.0,2.8,0.0,2.8,2.8,0.0000,1
Private Owner - Pennings family,0.0,0.0,0.0,2.8,0.0,2.8,2.8,0.0000,1
Barten,0.0,0.0,0.0,2.8,0.0,2.8,2.8,0.0000,1
Pingyang County Hongfa Power Investment Co Ltd,0.0,0.0,0.0,2.7,0.0,2.7,2.7,0.0000,1
Inner Mongolia Shendong Tianlong Group Co Ltd,2.7,0.0,0.0,0.0,2.7,0.0,2.7,1.0000,2
Jiangsu Fuxing Management Consulting Co Ltd,2.7,0.0,0.0,0.0,2.7,0.0,2.7,1.0000,2
Bulloch County GA S1 LLC,0.0,0.0,2.7,0.0,0.0,2.7,2.7,0.0000,1
Putnam County GA S1 LLC,0.0,0.0,2.7,0.0,0.0,2.7,2.7,0.0000,1
Taubman,0.0,0.0,2.7,0.0,0.0,2.7,2.7,0.0000,1
Hai'en New Energy (Guangzhou) Co Ltd,0.0,0.0,0.0,2.7,0.0,2.7,2.7,0.0000,1
Shanxi Yingbao Investment Co Ltd,2.6,0.0,0.0,0.0,2.6,0.0,2.6,1.0000,6
Guangdong Yingli Photovoltaic Power Development Co Ltd,0.0,0.0,2.6,0.0,0.0,2.6,2.6,0.0000,1
SC Quantum,0.0,0.0,2.6,0.0,0.0,2.6,2.6,0.0000,1
Danell Brothers Inc.,0.0,0.0,2.6,0.0,0.0,2.6,2.6,0.0000,1
Blockpower,0.0,0.0,2.6,0.0,0.0,2.6,2.6,0.0000,2
Union-Zucker Südhannover GmbH,0.0,2.6,0.0,0.0,2.6,0.0,2.6,1.0000,1
Xinjiang Huiyou Holding Group Co Ltd,0.9,1.6,0.0,0.0,2.5,0.0,2.5,1.0000,2
Liaoning Holding (Group) Co Ltd,2.5,0.0,0.0,0.0,2.5,0.0,2.5,1.0000,2
COOPERATIVA AGROPECUÁRIA E INDUSTRIAL (REG),0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
do Pecém Geração de Energia S.A. (REG),0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Zhang Shaohe,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Shanghai Jingdian New Energy Co Ltd,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Zhang Zhongyong,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Tibet Ruiding Venture Capital Management Partnership (Limited Partnership),0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,2
Wenzhou Electricity Investment Co Ltd,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Princeton Power Systems,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
MAECI Solar,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
B2Gold,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Fortitude,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Oelofse Family,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Sustainable Power Solutions (SPS),0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Islands Development Company,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Dravske Elektrarne Maribor (DEM),0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
BKV Barnett LLC,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
MCP-El Dorado Springs LLC,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Gas City Solar Array LLC,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Granville Solar LLC,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Hopkinton Industrial Park LLC,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
CleanLight Energy LLC,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Mt Hope Solar LLC,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
PCSP3 Airport LLC,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Williams Acres Solar LLC,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Riverside Power Station (Private) Limited,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
China Energy Construction Group Guangxi Electric Power Design and Research Institute Co Ltd,0.0,0.0,0.0,2.5,0.0,2.5,2.5,0.0000,1
Beijing Energy Investment Group (Hong Kong) Co Ltd,0.0,0.0,0.0,2.5,0.0,2.5,2.5,0.0000,1
Ningbo Jiangbei Xinlan Investment Management Center (LP),0.0,0.0,0.0,2.5,0.0,2.5,2.5,0.0000,1
Orofino,0.0,0.0,0.0,2.5,0.0,2.5,2.5,0.0000,1
Private Individual - Gerardo Zambrano,0.0,0.0,0.0,2.5,0.0,2.5,2.5,0.0000,1
Barraca Deambrosi SA,0.0,0.0,0.0,2.5,0.0,2.5,2.5,0.0000,1
Private Investor - Gonxalo Charbonnier,0.0,0.0,0.0,2.5,0.0,2.5,2.5,0.0000,1
Zhangjiakou Hongtan Power Enterprises Co Ltd,0.0,0.0,0.0,2.5,0.0,2.5,2.5,0.0000,4
Métis Nation of Alberta,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
Town of Smoky Lake,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0000,1
DR. JÜRGEN UND IRMGARD ULDERUP STIFTUNG,0.0,2.4,0.0,0.0,2.4,0.0,2.4,1.0000,1
Beijing Guohe Xinfeng Technology Co Ltd,0.0,0.0,0.0,2.4,0.0,2.4,2.4,0.0000,1
Changzhou Zhaolian Lvjing New Energy Co Ltd,0.0,0.0,0.0,2.4,0.0,2.4,2.4,0.0000,1
Shenzhen Xinhaitai Investment Consulting Co Ltd,2.4,0.0,0.0,0.0,2.4,0.0,2.4,1.0000,2
China Electronics Corp,2.4,0.0,0.0,0.0,2.4,0.0,2.4,1.0000,2
Weifang Financial Holding Group,2.4,0.0,0.0,0.0,2.4,0.0,2.4,1.0000,2
China Electronics Technology Group Corp,2.4,0.0,0.0,0.0,2.4,0.0,2.4,1.0000,2
Guangzhou Radio Group Co Ltd,2.4,0.0,0.0,0.0,2.4,0.0,2.4,1.0000,2
Shenzhen Weizhuo Investment Management Co Ltd,2.4,0.0,0.0,0.0,2.4,0.0,2.4,1.0000,2
Yunnan NANTIAN Electronics INFORMATION Co Ltd,2.4,0.0,0.0,0.0,2.4,0.0,2.4,1.0000,2
Qingdao Huatong Sate-owned Capital Operations (Group) Co Ltd,2.4,0.0,0.0,0.0,2.4,0.0,2.4,1.0000,2
China Electronics Information Industry Development Research Institute,2.4,0.0,0.0,0.0,2.4,0.0,2.4,1.0000,2
China Software Evaluation Center (Software and Integrated Circuit Promotion Center of the Ministry of Industry and Information Technology),2.4,0.0,0.0,0.0,2.4,0.0,2.4,1.0000,2
Nanjing Xingong Investment Group Co Ltd,2.4,0.0,0.0,0.0,2.4,0.0,2.4,1.0000,2
China Mobile Communications Group Co Ltd,2.4,0.0,0.0,0.0,2.4,0.0,2.4,1.0000,2
ZUCCHI LTDA (REG),0.0,0.0,2.4,0.0,0.0,2.4,2.4,0.0000,1
Guangxi Xijiang Venture Investment Co Ltd,0.0,0.0,2.4,0.0,0.0,2.4,2.4,0.0000,1
Zhongxin Suzhou Industrial Park Municipal Infrastructure Development Group Co Ltd,0.0,0.0,2.4,0.0,0.0,2.4,2.4,0.0000,1
Qingyuan County Songzi Collective Economic Development Co Ltd,0.0,0.0,2.4,0.0,0.0,2.4,2.4,0.0000,1
Anadia Green,0.0,0.0,2.4,0.0,0.0,2.4,2.4,0.0000,1
Continental Divide Solar I LLC,0.0,0.0,2.4,0.0,0.0,2.4,2.4,0.0000,1
EG2 Kemble Holdings LLC,0.0,0.0,2.4,0.0,0.0,2.4,2.4,0.0000,2
Pier Van Der Hoek,0.0,0.0,2.4,0.0,0.0,2.4,2.4,0.0000,1
Bao-Trans Enterprises Limited,0.0,0.0,0.0,2.4,0.0,2.4,2.4,0.0000,1
Regional Partner,0.0,0.0,0.0,2.4,0.0,2.4,2.4,0.0000,1
Hu Honua Bioenergy LLC,0.0,2.3,0.0,0.0,2.3,0.0,2.3,1.0000,1
Huaneng Capital Services Co Ltd,0.0,0.0,2.3,0.0,0.0,2.3,2.3,0.0000,1
SC Helios Energo,0.0,0.0,2.3,0.0,0.0,2.3,2.3,0.0000,1
Private Owner - Zhryvets Tetyana Mykhaylivna,0.0,0.0,2.3,0.0,0.0,2.3,2.3,0.0000,1
SC Aurum-Invest,0.0,0.0,2.3,0.0,0.0,2.3,2.3,0.0000,1
SC R-Invest,0.0,0.0,2.3,0.0,0.0,2.3,2.3,0.0000,1
Wuzhi County Investment Group Co Ltd,2.3,0.0,0.0,0.0,2.3,0.0,2.3,1.0000,2
Mount Majura Solar Holdings Pty Ltd,0.0,0.0,2.3,0.0,0.0,2.3,2.3,0.0000,1
SISTEMAS DE ENERGIA SOLAR 4 LTDA (REG),0.0,0.0,2.3,0.0,0.0,2.3,2.3,0.0000,1
Bio-Rad USA,0.0,0.0,2.3,0.0,0.0,2.3,2.3,0.0000,1
SunE Solar XV Lessor LLC,0.0,0.0,2.3,0.0,0.0,2.3,2.3,0.0000,1
KDC Solar GG LLC,0.0,0.0,2.3,0.0,0.0,2.3,2.3,0.0000,1
Crawfordsville 4 Solar Array LLC,0.0,0.0,2.3,0.0,0.0,2.3,2.3,0.0000,1
