parent_name,coal_mw,gas_mw,solar_mw,wind_mw,fossil_mw,clean_mw,total_mw,alpha,units
Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,1306.8,0.0,0.0,0.0,1306.8,0.0,1306.8,1.0000,4
Stadtwerke Köln GmbH,274.3,1032.5,0.0,0.0,1306.8,0.0,1306.8,1.0000,5
BayWa R.E. AG,0.0,0.0,574.1,731.0,0.0,1305.1,1305.1,0.0000,40
Vedanta Inc,1305.0,0.0,0.0,0.0,1305.0,0.0,1305.0,1.0000,12
Weihai Industrial Investment Group Co Ltd,1304.7,0.0,0.0,0.0,1304.7,0.0,1304.7,1.0000,17
Prime Infrastructure Capital Inc,0.0,1238.9,64.0,0.0,1238.9,64.0,1302.9,0.9509,8
Huaihe Energy (Group) Co Ltd,1300.3,0.0,0.0,0.0,1300.3,0.0,1300.3,1.0000,4
Samchully Co Ltd,991.0,309.2,0.0,0.0,1300.2,0.0,1300.2,1.0000,6
Sanhe Power Generation Co Ltd,1300.0,0.0,0.0,0.0,1300.0,0.0,1300.0,1.0000,4
Shazand Power Generation Co,0.0,1300.0,0.0,0.0,1300.0,0.0,1300.0,1.0000,4
CGN New Energy Lop Co Ltd,0.0,0.0,1300.0,0.0,0.0,1300.0,1300.0,0.0000,2
AES Clean Energy,0.0,0.0,1299.2,0.0,0.0,1299.2,1299.2,0.0000,28
National Aluminium Co Ltd,1252.0,45.2,0.0,0.0,1297.2,0.0,1297.2,1.0000,13
O2 Power,0.0,0.0,1120.0,171.0,0.0,1291.0,1291.0,0.0000,6
Sinohydro Renewable Energy Co Ltd,0.0,0.0,804.8,481.4,0.0,1286.2,1286.2,0.0000,26
Edison International Corp,0.0,1286.0,0.0,0.0,1286.0,0.0,1286.0,1.0000,7
ACME Group,0.0,0.0,1283.0,0.0,0.0,1283.0,1283.0,0.0000,22
Saudi Aramco Power Co,0.0,0.0,1277.6,0.0,0.0,1277.6,1277.6,0.0000,5
GPSC Holding (Thailand) Co Ltd,519.0,755.0,0.0,0.0,1274.0,0.0,1274.0,1.0000,9
Arroyo Energy Investment Partners LLC,0.0,1274.0,0.0,0.0,1274.0,0.0,1274.0,1.0000,6
Ministry of Energy (Romania),1273.8,0.0,0.0,0.0,1273.8,0.0,1273.8,1.0000,5
State Power Investment Group Jiangxi Electric Power Co Ltd,0.0,0.0,581.8,686.2,0.0,1268.0,1268.0,0.0000,28
Zuma Energía SA de CV,0.0,0.0,792.0,474.0,0.0,1266.0,1266.0,0.0000,12
Sonnedix,0.0,0.0,1265.6,0.0,0.0,1265.6,1265.6,0.0000,28
Punjab Thermal Power Pvt Ltd,0.0,1263.0,0.0,0.0,1263.0,0.0,1263.0,1.0000,1
Xinjiang Tianye Co Ltd,1260.0,0.0,0.0,0.0,1260.0,0.0,1260.0,1.0000,4
OQ SAOC,0.0,1258.1,0.0,0.0,1258.1,0.0,1258.1,1.0000,9
China Guangdong Nuclear New Energy Investment (Shenzhen) Co Ltd,0.0,0.0,300.0,953.0,0.0,1253.0,1253.0,0.0000,15
Cheniere Energy Partners LP,0.0,1249.2,0.0,0.0,1249.2,0.0,1249.2,1.0000,6
China Resources Power New Energy Investment Limited,0.0,0.0,30.0,1215.5,0.0,1245.5,1245.5,0.0000,26
Riverview Power LLC,0.0,1242.0,0.0,0.0,1242.0,0.0,1242.0,1.0000,2
Genesis Energy Ltd,750.0,454.0,37.8,0.0,1204.0,37.8,1241.8,0.9696,6
Government of Jordan,0.0,1241.0,0.0,0.0,1241.0,0.0,1241.0,1.0000,4
Shenzhen Gas Corp Ltd,0.0,1240.2,0.0,0.0,1240.2,0.0,1240.2,1.0000,4
Summit Power International Ltd,0.0,1239.4,0.0,0.0,1239.4,0.0,1239.4,1.0000,5
Super Energy Corporation PCL,0.0,0.0,1189.0,50.0,0.0,1239.0,1239.0,0.0000,12
Mitsubishi Heavy Industries Ltd,427.2,776.5,0.0,35.0,1203.7,35.0,1238.7,0.9717,7
AMEA Power,0.0,0.0,708.6,528.0,0.0,1236.6,1236.6,0.0000,10
174 Power Global,0.0,0.0,1236.3,0.0,0.0,1236.3,1236.3,0.0000,14
Origis Energy,0.0,0.0,1234.6,0.0,0.0,1234.6,1234.6,0.0000,15
Ontario Municipal Employees Retirement Systems,0.0,1231.4,0.0,0.0,1231.4,0.0,1231.4,1.0000,1
Tarazenergo-2005,0.0,1230.0,0.0,0.0,1230.0,0.0,1230.0,1.0000,6
Essar Energy Ltd,765.0,457.5,0.0,0.0,1222.5,0.0,1222.5,1.0000,8
CGN Wind Energy Ltd,0.0,0.0,660.0,562.5,0.0,1222.5,1222.5,0.0000,10
Cypress Creek Renewables,0.0,0.0,1221.0,0.0,0.0,1221.0,1221.0,0.0000,24
Jinneng Group Co Ltd,1034.6,185.8,0.0,0.0,1220.4,0.0,1220.4,1.0000,35
State Power Investment Group Upper Yellow River Hydropower Development Co Ltd,0.0,0.0,1215.5,0.0,0.0,1215.5,1215.5,0.0000,9
OYAK Birleşik Enerji AŞ,1210.0,0.0,0.0,0.0,1210.0,0.0,1210.0,1.0000,2
United Energy Corp,1210.0,0.0,0.0,0.0,1210.0,0.0,1210.0,1.0000,2
Reliance Infrastructure Ltd,500.0,705.0,0.0,0.0,1205.0,0.0,1205.0,1.0000,5
Inner Mongolia Huadian Tenggeli Green Energy Co Ltd,0.0,0.0,800.0,405.0,0.0,1205.0,1205.0,0.0000,2
CPFL Renováveis,0.0,0.0,0.0,1204.6,0.0,1204.6,1204.6,0.0000,41
Echoenergia,0.0,0.0,0.0,1204.2,0.0,1204.2,1204.2,0.0000,42
Coal Power Generation Company Bangladesh Ltd,1200.0,0.0,0.0,0.0,1200.0,0.0,1200.0,1.0000,2
Tianjin Yanshan Lake Power Technology Investment Partnership LP,1200.0,0.0,0.0,0.0,1200.0,0.0,1200.0,1.0000,2
Tianjin Daban Power Technology Investment Partnership LP,1200.0,0.0,0.0,0.0,1200.0,0.0,1200.0,1.0000,2
Huarun Power (Heze) Co Ltd,1200.0,0.0,0.0,0.0,1200.0,0.0,1200.0,1.0000,2
Xinjiang Energy (Group) Co Ltd,700.0,0.0,0.0,500.0,700.0,500.0,1200.0,0.5833,3
Xinjiang Bingzhun Xinhong Energy Co Ltd,1200.0,0.0,0.0,0.0,1200.0,0.0,1200.0,1.0000,2
Jindal Poly Investment & Finance Co Ltd,1200.0,0.0,0.0,0.0,1200.0,0.0,1200.0,1.0000,2
Coal & Oil Group,1200.0,0.0,0.0,0.0,1200.0,0.0,1200.0,1.0000,2
Diler Holding AŞ,1200.0,0.0,0.0,0.0,1200.0,0.0,1200.0,1.0000,2
Quang Ninh Thermal Power JSC,1200.0,0.0,0.0,0.0,1200.0,0.0,1200.0,1.0000,4
Shariket Kahraba Terga SpA,0.0,1200.0,0.0,0.0,1200.0,0.0,1200.0,1.0000,3
Kyivteploenergo,0.0,1200.0,0.0,0.0,1200.0,0.0,1200.0,1.0000,6
Huadian Jinshang (Batang) New Energy Co Ltd,0.0,0.0,1200.0,0.0,0.0,1200.0,1200.0,0.0000,1
China Power Construction New Energy Group Xinjiang Branch Co,0.0,0.0,600.0,600.0,0.0,1200.0,1200.0,0.0000,2
Engie International Holdings BV,0.0,1199.0,0.0,0.0,1199.0,0.0,1199.0,1.0000,3
Energía Aljaval,0.0,0.0,1199.0,0.0,0.0,1199.0,1199.0,0.0000,5
Yili (Elion) Clean Energy Co Ltd,0.0,0.0,1198.0,0.0,0.0,1198.0,1198.0,0.0000,3
Shikun & Binui Energy Ltd,0.0,929.5,268.0,0.0,929.5,268.0,1197.5,0.7762,13
Tampa Electric Co,0.0,0.0,1195.6,0.0,0.0,1195.6,1195.6,0.0000,21
Florida Municipal Power Agency,230.4,965.1,0.0,0.0,1195.5,0.0,1195.5,1.0000,8
Big Rivers Electric Corp,509.4,685.0,0.0,0.0,1194.4,0.0,1194.4,1.0000,4
Mainstream Renewable Power,0.0,0.0,447.5,746.5,0.0,1194.0,1194.0,0.0000,9
Pasargad Bank PLC,0.0,1189.2,0.0,0.0,1189.2,0.0,1189.2,1.0000,40
MRP Generation Holdings LLC,0.0,1188.0,0.0,0.0,1188.0,0.0,1188.0,1.0000,2
Gazprom PJSC,0.0,1183.0,0.0,0.0,1183.0,0.0,1183.0,1.0000,8
Shandong Caixin Asset Operation Co Ltd,1122.0,10.8,0.0,50.0,1132.8,50.0,1182.8,0.9577,88
WEC Energy Group,0.0,0.0,0.0,1180.8,0.0,1180.8,1180.8,0.0000,7
Quaid-e-Azam Thermal Power Pvt Ltd,0.0,1180.0,0.0,0.0,1180.0,0.0,1180.0,1.0000,1
Gujarat Industries Power Co Ltd,500.0,310.0,255.0,111.0,810.0,366.0,1176.0,0.6888,15
"Arevon Energy, Inc.",0.0,0.0,1175.4,0.0,0.0,1175.4,1175.4,0.0000,7
Wuling Power Co Ltd,0.0,0.0,707.2,468.0,0.0,1175.2,1175.2,0.0000,21
Partners Group AG,0.0,1172.2,0.0,0.0,1172.2,0.0,1172.2,1.0000,18
Rural Power Company Ltd,660.0,511.3,0.0,0.0,1171.3,0.0,1171.3,1.0000,8
Swift Current Energy,0.0,0.0,888.1,282.3,0.0,1170.4,1170.4,0.0000,5
Huaneng International Power Co Ltd,0.0,217.0,175.3,778.0,217.0,953.3,1170.3,0.1854,17
Energia Italiana SpA,0.0,1170.0,0.0,0.0,1170.0,0.0,1170.0,1.0000,4
Abu Dhabi Water and Electricity Authority,0.0,1169.6,0.0,0.0,1169.6,0.0,1169.6,1.0000,8
Harita Group,1168.9,0.0,0.0,0.0,1168.9,0.0,1168.9,1.0000,18
Central Asian Electric Power Corporation JSC,1166.0,0.0,0.0,0.0,1166.0,0.0,1166.0,1.0000,14
Terna Energy,0.0,0.0,1.0,1164.0,0.0,1165.0,1165.0,0.0000,47
Habas Industrial and Medical Gases Production Industries AŞ,0.0,1164.0,0.0,0.0,1164.0,0.0,1164.0,1.0000,3
Sepah Bank,0.0,1163.5,0.0,0.0,1163.5,0.0,1163.5,1.0000,4
Metaenergia SpA,0.0,1161.8,0.0,0.0,1161.8,0.0,1161.8,1.0000,7
Helen Oy,14.0,792.7,0.0,353.0,806.7,353.0,1159.7,0.6956,12
Lekela Power,0.0,0.0,0.0,1158.0,0.0,1158.0,1158.0,0.0000,10
SK Hynix,0.0,1155.0,0.0,0.0,1155.0,0.0,1155.0,1.0000,4
PT Sumberenergy Sakti Prima,1152.6,0.0,0.0,0.0,1152.6,0.0,1152.6,1.0000,4
Petróleos Mexicanos EPE,0.0,1151.8,0.0,0.0,1151.8,0.0,1151.8,1.0000,11
Gansu Yitao New Energy Co Ltd,0.0,0.0,1150.0,0.0,0.0,1150.0,1150.0,0.0000,4
Changji Prefecture State-Owned Asset Investment and Management Co Ltd,0.0,0.0,0.0,1150.0,0.0,1150.0,1150.0,0.0000,2
ACB (India) Ltd,1042.0,103.6,0.0,0.0,1145.6,0.0,1145.6,1.0000,10
Kazakhmys Holding LLP,1145.0,0.0,0.0,0.0,1145.0,0.0,1145.0,1.0000,16
PT Cikarang Listrindo Tbk,280.0,864.0,0.0,0.0,1144.0,0.0,1144.0,1.0000,4
Terras Energy Corp,0.0,0.0,1139.3,0.0,0.0,1139.3,1139.3,0.0000,7
Wanji Holding Group Co Ltd,1138.8,0.0,0.0,0.0,1138.8,0.0,1138.8,1.0000,4
China Chengtong Holdings Group Ltd,1136.1,0.0,0.0,0.0,1136.1,0.0,1136.1,1.0000,25
Government of Argentina,0.0,1135.9,0.0,0.0,1135.9,0.0,1135.9,1.0000,2
Guohua Energy Investment Co Ltd,0.0,0.0,315.7,819.5,0.0,1135.2,1135.2,0.0000,12
Total Eren SA,0.0,0.0,777.0,356.7,0.0,1133.7,1133.7,0.0000,25
Yanzhou Coal Mining Co Ltd,1133.3,0.0,0.0,0.0,1133.3,0.0,1133.3,1.0000,6
Municipal Electric Authority of Georgia,538.2,594.0,0.0,0.0,1132.2,0.0,1132.2,1.0000,3
Gujarat State Petroleum Corporation Ltd,0.0,1131.6,0.0,0.0,1131.6,0.0,1131.6,1.0000,4
NongHyup Financial Group Inc,700.0,431.0,0.0,0.0,1131.0,0.0,1131.0,1.0000,4
ACEN Corp,0.0,129.8,838.9,160.0,129.8,998.9,1128.7,0.1150,15
Inner Mongolia Energy Power Generation Investment Group New Energy Co Ltd,0.0,0.0,1040.0,88.4,0.0,1128.4,1128.4,0.0000,5
NorthWestern Energy Group Inc,445.6,562.0,0.0,120.0,1007.6,120.0,1127.6,0.8936,12
China Datang Group New Energy Co Ltd,0.0,0.0,300.0,825.0,0.0,1125.0,1125.0,0.0000,13
Ulsan GPS Corp,0.0,1122.0,0.0,0.0,1122.0,0.0,1122.0,1.0000,1
Zhongxinjian Power Group Co Ltd,0.0,0.0,1120.0,0.0,0.0,1120.0,1120.0,0.0000,2
Renewables Infrastructure Group LTD (TRIG),0.0,0.0,186.4,933.5,0.0,1119.9,1119.9,0.0000,24
Huaneng Turpan Windpower Co Ltd,0.0,0.0,70.0,1049.5,0.0,1119.5,1119.5,0.0000,4
MVM Zrt,884.0,123.7,108.0,0.0,1007.7,108.0,1115.7,0.9032,11
Hacı Ömer Sabancı Holding AŞ,225.0,889.7,0.0,0.0,1114.7,0.0,1114.7,1.0000,8
China Three Gorges New Energy Group Co Ltd,0.0,0.0,0.0,1113.0,0.0,1113.0,1113.0,0.0000,7
Caisse de dépôt et placement du Québec,0.0,0.0,464.0,646.8,0.0,1110.8,1110.8,0.0000,26
Trungnam Group,0.0,0.0,812.5,298.0,0.0,1110.5,1110.5,0.0000,9
Inner Mongolia State Owned Capital Operation Co Ltd,1078.0,30.0,0.0,0.0,1108.0,0.0,1108.0,1.0000,42
Sustainable Power Group LLC,0.0,0.0,745.7,362.1,0.0,1107.8,1107.8,0.0000,21
Jiangyin Xinguolian Investment Development Co Ltd,421.1,684.8,0.0,0.0,1106.0,0.0,1106.0,1.0000,14
China Guoxin Holding Corp,1102.0,0.0,0.0,0.0,1102.0,0.0,1102.0,1.0000,25
Sany Heavy Energy Co Ltd,0.0,0.0,0.0,1100.9,0.0,1100.9,1100.9,0.0000,19
Huaneng Eastern Inner Mongolia New Energy Co Ltd,0.0,0.0,100.0,1000.0,0.0,1100.0,1100.0,0.0000,2
China Energy Investment Group Qinghai Electric Power Co Ltd,0.0,0.0,1100.0,0.0,0.0,1100.0,1100.0,0.0000,3
Yellow River Upstream Hydropower Development Co Ltd,0.0,0.0,1100.0,0.0,0.0,1100.0,1100.0,0.0000,2
Huaneng Qinghai Power Generation Co Ltd,0.0,0.0,1099.0,0.0,0.0,1099.0,1099.0,0.0000,7
Trina Solar Co Ltd,0.0,0.0,1098.5,0.0,0.0,1098.5,1098.5,0.0000,11
Tejarat Bank,0.0,1095.8,0.0,0.0,1095.8,0.0,1095.8,1.0000,4
Lotus HS Holdings LLC,0.0,1094.8,0.0,0.0,1094.8,0.0,1094.8,1.0000,11
Datang Chongqing Jiangjin Gas Turbine Power Generation Co Ltd,0.0,1093.6,0.0,0.0,1093.6,0.0,1093.6,1.0000,2
Acciona Energy USA Global LLC,0.0,0.0,1090.7,0.0,0.0,1090.7,1090.7,0.0000,5
Elektroprivreda BiH dd,1090.0,0.0,0.0,0.0,1090.0,0.0,1090.0,1.0000,6
Jinghua Rigang Holding Group Co Ltd,652.1,434.7,0.0,0.0,1086.8,0.0,1086.8,1.0000,6
MAEK LLP,0.0,1085.0,0.0,0.0,1085.0,0.0,1085.0,1.0000,10
Brookfield Corp,0.0,17.8,1064.7,0.0,17.8,1064.7,1082.5,0.0165,23
Apraava Energy Pvt Ltd,0.0,0.0,0.0,1080.5,0.0,1080.5,1080.5,0.0000,18
Perbadanan Kemajuan Negeri Selangor,0.0,1080.0,0.0,0.0,1080.0,0.0,1080.0,1.0000,3
Beijing Jingneng Clean Energy  Co Ltd,0.0,0.0,1079.9,0.0,0.0,1079.9,1079.9,0.0000,19
Algonquin Power,0.0,0.0,0.0,1079.3,0.0,1079.3,1079.3,0.0000,13
Sojitz Corp,0.0,808.0,271.0,0.0,808.0,271.0,1079.0,0.7488,11
Chevron Corp,0.0,1061.1,0.0,17.0,1061.1,17.0,1078.1,0.9842,15
Enmax Corp,0.0,940.5,0.0,135.0,940.5,135.0,1075.5,0.8745,6
Companhia Paranaense de Energia,0.0,0.0,148.5,926.4,0.0,1074.9,1074.9,0.0000,37
Sunflower Electric Power Corporation Inc,348.7,726.0,0.0,0.0,1074.7,0.0,1074.7,1.0000,9
Petróleos de Venezuela SA,0.0,1074.4,0.0,0.0,1074.4,0.0,1074.4,1.0000,15
Satluj Jal Vidyut Nigam LTD (SJVN),0.0,0.0,976.0,98.0,0.0,1074.0,1074.0,0.0000,7
China General Technology (Group) Holdings Co Ltd,660.0,413.5,0.0,0.0,1073.5,0.0,1073.5,1.0000,4
SPIC Industry-Finance Holdings Co Ltd,668.3,404.9,0.0,0.0,1073.2,0.0,1073.2,1.0000,15
Zhongyu Guosen Investment Co Ltd,1070.0,0.0,0.0,0.0,1070.0,0.0,1070.0,1.0000,2
Chongqing Development Investment Co Ltd,1067.8,0.0,0.0,0.0,1067.8,0.0,1067.8,1.0000,22
PT Alamtri Resources Indonesia Tbk,1067.0,0.0,0.0,0.0,1067.0,0.0,1067.0,1.0000,7
R.K. Powergen Pvt Ltd,1065.6,0.0,0.0,0.0,1065.6,0.0,1065.6,1.0000,4
Envision Energy Co Ltd,0.0,0.0,60.0,1005.0,0.0,1065.0,1065.0,0.0000,7
MVV Energie AG,630.2,214.0,0.0,219.0,844.2,219.0,1063.2,0.7940,17
Sichuan Development Holding Co Ltd,0.0,561.4,500.0,0.0,561.4,500.0,1061.4,0.5289,2
China Resources New Energy Investment Co Ltd,0.0,0.0,474.2,586.3,0.0,1060.5,1060.5,0.0000,8
Huayuan Electric Power Co.,0.0,0.0,200.0,856.9,0.0,1056.9,1056.9,0.0000,13
China Power International Ltd,660.0,296.4,0.0,100.0,956.4,100.0,1056.4,0.9053,10
Atlas Renewable Energy,0.0,0.0,1053.3,0.0,0.0,1053.3,1053.3,0.0000,20
Datang Yunnan Power Generation Co Ltd,0.0,0.0,370.0,682.0,0.0,1052.0,1052.0,0.0000,7
"GEK TERNA Holdings, Real Estate, Construction SA",0.0,1020.5,0.0,30.0,1020.5,30.0,1050.5,0.9714,7
Gansu ENERGY Chemical Co Ltd,1050.0,0.0,0.0,0.0,1050.0,0.0,1050.0,1.0000,3
Central Asia Energy LLC,1050.0,0.0,0.0,0.0,1050.0,0.0,1050.0,1.0000,7
JSC Uzbekenergo,1050.0,0.0,0.0,0.0,1050.0,0.0,1050.0,1.0000,7
Changji Gurbantünggüt Desert Base New Energy Development CO LTD Huadian Mori Branch CO Co Ltd,0.0,0.0,250.0,800.0,0.0,1050.0,1050.0,0.0000,2
Acciaierie d'italia SpA,0.0,1044.0,0.0,0.0,1044.0,0.0,1044.0,1.0000,4
Black Hills Corp,413.9,539.2,0.0,88.0,953.1,88.0,1041.1,0.9155,13
Hinduja Group Ltd,1040.0,0.0,0.0,0.0,1040.0,0.0,1040.0,1.0000,2
Pha Lai Thermal Power JSC,1040.0,0.0,0.0,0.0,1040.0,0.0,1040.0,1.0000,6
Latvenergo AS,0.0,1039.0,0.0,0.0,1039.0,0.0,1039.0,1.0000,3
Elawan Energy SL,0.0,0.0,440.5,598.5,0.0,1039.0,1039.0,0.0000,36
Huadian International Power CO LTD Qingyuan Branch Co,0.0,920.0,118.0,0.0,920.0,118.0,1038.0,0.8863,3
Chadormalu Mining & Industrial Co,0.0,1038.0,0.0,0.0,1038.0,0.0,1038.0,1.0000,2
Corporación Nacional de Electricidad EP,0.0,1035.5,0.0,0.0,1035.5,0.0,1035.5,1.0000,11
Hecate Energy,0.0,0.0,1031.0,4.5,0.0,1035.5,1035.5,0.0000,9
Xinbi Group,1034.1,0.0,0.0,0.0,1034.1,0.0,1034.1,1.0000,11
Electricity Generation Company of Bangladesh Ltd,0.0,957.0,75.0,0.0,957.0,75.0,1032.0,0.9273,5
CECEP Solar Energy Co Ltd,0.0,0.0,1030.0,0.0,0.0,1030.0,1030.0,0.0000,6
Holding Slovenske elektrarne doo,945.0,84.0,0.0,0.0,1029.0,0.0,1029.0,1.0000,4
CLP China (Tianjin),1028.1,0.0,0.0,0.0,1028.1,0.0,1028.1,1.0000,10
Akuo Energy SAS,0.0,0.0,337.9,687.7,0.0,1025.6,1025.6,0.0000,21
Global Infrastructure Partners,0.0,0.0,572.0,450.7,0.0,1022.6,1022.6,0.0000,19
Zhongshan Xingzhong Group Co Ltd,121.2,900.6,0.0,0.0,1021.8,0.0,1021.8,1.0000,14
Guodian Power Development Shareholding Co Ltd,0.0,0.0,532.9,488.6,0.0,1021.5,1021.5,0.0000,7
Western Farmers Electric Cooperative,446.0,575.0,0.0,0.0,1021.0,0.0,1021.0,1.0000,6
PNE AG,0.0,0.0,0.0,1019.9,0.0,1019.9,1019.9,0.0000,54
Energy Trading Innovations LLC,0.0,1019.2,0.0,0.0,1019.2,0.0,1019.2,1.0000,5
Oman Energy and Water Procurement Firm (OPWP),0.0,0.0,1017.0,0.0,0.0,1017.0,1017.0,0.0000,3
Norilsk Nickel Mining and Metallurgical Company PJSC,0.0,1016.7,0.0,0.0,1016.7,0.0,1016.7,1.0000,11
Voltalia Energia do Brasil Ltda,0.0,0.0,0.0,1013.5,0.0,1013.5,1013.5,0.0000,32
Puget Sound Energy Inc,0.0,0.0,0.0,1013.1,0.0,1013.1,1013.1,0.0000,8
thyssenkrupp AG,0.0,1011.0,0.0,0.0,1011.0,0.0,1011.0,1.0000,8
ALLETE Inc,810.9,116.0,0.0,83.3,926.9,83.3,1010.2,0.9175,5
Pasargad Financial Group,0.0,1009.8,0.0,0.0,1009.8,0.0,1009.8,1.0000,5
Renantis UK Ltd,0.0,0.0,81.1,927.5,0.0,1008.6,1008.6,0.0000,33
State Grid Corporation of China,916.7,91.8,0.0,0.0,1008.5,0.0,1008.5,1.0000,31
Rio Tinto Ltd,707.3,298.4,0.0,0.0,1005.7,0.0,1005.7,1.0000,11
Wuxi Municipal Public Utilities Industry Group Co Ltd,0.0,1005.0,0.0,0.0,1005.0,0.0,1005.0,1.0000,4
Bakhtar Regional Electric Co,0.0,1000.0,0.0,0.0,1000.0,0.0,1000.0,1.0000,4
Inner Mongolia Mengneng Haohai Energy Co Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,1
State Asset (Ordos) New Energy Co Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,1
Hunan Xiangtou Holdings Co Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,1
China Energy Investment Group Ningxia Power LTD New Energy Branch Co,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,1
Ningxia Lingwu Baofeng Photovoltaic Co Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,1
Ningxia State Owned Asset Operation Group Co Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,1
Ningxia Xinghai New Energy Co Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,1
Hainan Prefecture Northwest Hydropower New Energy Co Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,2
State Energy Investment Group Qinghai Power Co Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,4
Qinghai Xihe Lude Comprehensive Energy Co Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,1
Shaanxi Huadian New Energy Power Generation Co Ltd,0.0,0.0,900.0,100.0,0.0,1000.0,1000.0,0.0000,13
Yalongjiang Valley Hydropower Development Co Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,3
Three Gorges New Energy Jimsar Power Generation Co Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,1
China Energy Construction Group Zhejiang Thermal Power Construction Co Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,3
Saurya Urja Company of Rajasthan Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,1
Brookfield Renewables India,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,2
SJVN Green Energy Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,1
CGN Energy Technology Laos Co Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,1
China Gezhouba Group Oversea Investment Co Ltd,0.0,0.0,1000.0,0.0,0.0,1000.0,1000.0,0.0000,2
China Guangdong Nuclear (Xing'an League) New Energy Co Ltd,0.0,0.0,0.0,1000.0,0.0,1000.0,1000.0,0.0000,1
China CITIC Group,0.0,0.0,0.0,1000.0,0.0,1000.0,1000.0,0.0000,1
Datang Jilin Windpower Co Ltd,0.0,0.0,0.0,1000.0,0.0,1000.0,1000.0,0.0000,2
Altay Dongjin New Energy Co Ltd,0.0,0.0,0.0,1000.0,0.0,1000.0,1000.0,0.0000,1
Huadian Ruoqiang New Energy Co Ltd,0.0,0.0,0.0,1000.0,0.0,1000.0,1000.0,0.0000,1
BJCE Australia,0.0,0.0,999.0,0.0,0.0,999.0,999.0,0.0000,7
Solvay NV,127.7,868.2,0.0,0.0,996.0,0.0,996.0,1.0000,16
Xinjiang Silk Road Kunyuan Energy Co Ltd,0.0,0.0,846.8,149.0,0.0,995.8,995.8,0.0000,34
ENGIE Energía Chile SA,355.0,639.0,0.0,0.0,994.0,0.0,994.0,1.0000,4
X-Elio,0.0,0.0,993.3,0.0,0.0,993.3,993.3,0.0000,16
Xinjiang Production and Construction Corps Electric Power Group Co Ltd,993.1,0.0,0.0,0.0,993.1,0.0,993.1,1.0000,15
Westlake Corp,0.0,991.5,0.0,0.0,991.5,0.0,991.5,1.0000,10
Social Security Investment Company (Iran) PJSC,0.0,990.0,0.0,0.0,990.0,0.0,990.0,1.0000,6
Meiya Yellowstone Power,989.8,0.0,0.0,0.0,989.8,0.0,989.8,1.0000,4
Sudanese Thermal Power Generating Company Ltd,0.0,984.0,5.6,0.0,984.0,5.6,989.6,0.9943,9
Raban Al Safina Group,0.0,987.0,0.0,0.0,987.0,0.0,987.0,1.0000,1
Huaneng Shaanxi Power Generation Co Ltd,0.0,0.0,585.0,400.0,0.0,985.0,985.0,0.0000,12
Government of India,984.9,0.0,0.0,0.0,984.9,0.0,984.9,1.0000,12
Air Liquide SA,0.0,982.0,0.0,0.0,982.0,0.0,982.0,1.0000,12
Macquarie Infrastructure and Real Assets Inc,382.5,0.0,0.0,599.0,382.5,599.0,981.5,0.3897,21
Atlantica Sustainable Infrastructure Ltd,0.0,300.0,581.0,100.0,300.0,681.0,981.0,0.3058,9
PT Barito Pacific Tbk,980.0,0.0,0.0,0.0,980.0,0.0,980.0,1.0000,2
Huaneng Yantai Power Generation Co Ltd,0.0,980.0,0.0,0.0,980.0,0.0,980.0,1.0000,2
Xiangtou International (Hengdong) Gas Power Generation Co Ltd,0.0,980.0,0.0,0.0,980.0,0.0,980.0,1.0000,2
New York Power Authority,0.0,980.0,0.0,0.0,980.0,0.0,980.0,1.0000,5
Orygen Perú SAA,0.0,978.7,0.0,0.0,978.7,0.0,978.7,1.0000,5
Kazakhstan Utility Systems LLP,978.0,0.0,0.0,0.0,978.0,0.0,978.0,1.0000,10
ABO Wind AG,0.0,0.0,0.0,977.8,0.0,977.8,977.8,0.0000,60
Xinjiang Production & Construction Corps Investment Co Ltd,976.8,0.0,0.0,0.0,976.8,0.0,976.8,1.0000,4
CGN Brasil Energia,0.0,0.0,0.0,976.8,0.0,976.8,976.8,0.0000,36
