gvkey,year,coal_mw,gas_mw,fossil_mw,clean_mw,total_mw,alpha,coal_share,n_plants
201794,2010,8399.4,13197.0,21596.4,553.7,22150.1,0.9750,0.3792,80
201794,2011,8749.4,13197.0,21946.4,641.7,22588.1,0.9716,0.3873,83
201794,2012,9549.4,13197.0,22746.4,641.7,23388.1,0.9726,0.4083,84
201794,2013,10338.8,13197.0,23535.8,641.7,24177.5,0.9735,0.4276,84
201794,2014,12578.8,13197.0,25775.8,641.7,26417.5,0.9757,0.4762,86
201794,2015,12366.2,13277.0,25643.2,641.7,26284.9,0.9756,0.4705,83
201794,2016,12366.2,13277.0,25643.2,641.7,26284.9,0.9756,0.4705,83
201794,2017,12211.2,13277.0,25488.2,641.7,26129.9,0.9754,0.4673,82
201794,2018,12211.2,13277.0,25488.2,641.7,26129.9,0.9754,0.4673,82
201794,2019,12061.2,13277.0,25338.2,641.7,25979.9,0.9753,0.4643,80
201794,2020,11401.2,13277.0,24678.2,641.7,25319.9,0.9747,0.4503,79
201794,2021,10465.2,13277.0,23742.2,641.7,24383.9,0.9737,0.4292,76
201794,2022,10465.2,13277.0,23742.2,645.7,24387.9,0.9735,0.4291,77
201794,2023,9752.6,13577.0,23329.6,1060.7,24390.3,0.9565,0.3999,77
201794,2024,9680.0,13577.0,23257.0,1160.7,24417.7,0.9525,0.3964,76
201794,2025,9680.0,14585.0,24265.0,1160.7,25425.7,0.9543,0.3807,78
201794,2026,9680.0,14585.0,24265.0,1490.7,25755.7,0.9421,0.3758,81
100251,2010,8880.0,2910.0,11790.0,1683.0,13473.0,0.8751,0.6591,32
100251,2011,8880.0,3030.0,11910.0,1683.0,13593.0,0.8762,0.6533,34
100251,2012,8880.0,3030.0,11910.0,1683.0,13593.0,0.8762,0.6533,34
100251,2013,8880.0,3030.0,11910.0,1683.0,13593.0,0.8762,0.6533,34
100251,2014,8880.0,3030.0,11910.0,1683.0,13593.0,0.8762,0.6533,34
100251,2015,8880.0,3030.0,11910.0,1736.0,13646.0,0.8728,0.6507,35
100251,2016,8880.0,3030.0,11910.0,1838.0,13748.0,0.8663,0.6459,36
100251,2017,8880.0,3030.0,11910.0,1838.0,13748.0,0.8663,0.6459,36
100251,2018,8880.0,3030.0,11910.0,1838.0,13748.0,0.8663,0.6459,36
100251,2019,8880.0,3240.0,12120.0,1838.0,13958.0,0.8683,0.6362,37
100251,2020,8880.0,3000.0,11880.0,2035.0,13915.0,0.8538,0.6382,36
100251,2021,8880.0,2880.0,11760.0,2035.0,13795.0,0.8525,0.6437,35
100251,2022,8380.0,2760.0,11140.0,2035.0,13175.0,0.8455,0.6361,33
100251,2023,6880.0,2760.0,9640.0,2035.0,11675.0,0.8257,0.5893,30
100251,2024,6880.0,2760.0,9640.0,2035.0,11675.0,0.8257,0.5893,30
100251,2025,6880.0,2760.0,9640.0,2035.0,11675.0,0.8257,0.5893,30
100251,2026,6880.0,2760.0,9640.0,2035.0,11675.0,0.8257,0.5893,30
100302,2010,17522.2,18032.3,35554.5,6256.8,41811.3,0.8504,0.4191,145
100302,2011,17522.2,18452.3,35974.5,6284.8,42259.3,0.8513,0.4146,149
100302,2012,17872.2,18592.3,36464.5,6427.8,42892.3,0.8501,0.4167,156
100302,2013,18549.6,20138.3,38687.9,6633.5,45321.3,0.8536,0.4093,171
100302,2014,19006.9,21717.8,40724.7,6786.9,47511.6,0.8572,0.4000,183
100302,2015,19006.9,22604.3,41611.2,7212.9,48824.1,0.8523,0.3893,193
100302,2016,18938.2,22604.3,41542.5,7517.1,49059.5,0.8468,0.3860,197
100302,2017,19937.5,22746.9,42684.4,7692.1,50376.4,0.8473,0.3958,206
100302,2018,20637.5,22746.9,43384.4,7966.5,51350.9,0.8449,0.4019,212
100302,2019,20637.5,22746.9,43384.4,8113.7,51498.1,0.8424,0.4007,215
100302,2020,20637.5,21257.1,41894.6,8610.2,50504.8,0.8295,0.4086,219
100302,2021,20422.5,20525.1,40947.6,9510.2,50457.8,0.8115,0.4047,220
100302,2022,21582.5,20580.5,42163.0,10173.8,52336.8,0.8056,0.4124,234
100302,2023,23252.5,20630.5,43883.0,10617.9,54500.9,0.8052,0.4266,243
100302,2024,25355.5,20791.7,46147.2,11070.4,57217.6,0.8065,0.4431,252
100302,2025,25808.5,21476.8,47285.3,11091.9,58377.1,0.8100,0.4421,260
100302,2026,26528.5,21476.8,48005.3,11091.9,59097.1,0.8123,0.4489,262
017525,2010,2880.0,2474.0,5354.0,3592.0,8946.0,0.5985,0.3219,34
017525,2011,2880.0,2474.0,5354.0,3592.0,8946.0,0.5985,0.3219,34
017525,2012,2880.0,3058.0,5938.0,3592.0,9530.0,0.6231,0.3022,36
017525,2013,2880.0,3058.0,5938.0,3592.0,9530.0,0.6231,0.3022,36
017525,2014,2880.0,3058.0,5938.0,3592.0,9530.0,0.6231,0.3022,36
017525,2015,2880.0,3058.0,5938.0,3592.0,9530.0,0.6231,0.3022,36
017525,2016,2880.0,3058.0,5938.0,3592.0,9530.0,0.6231,0.3022,36
017525,2017,2880.0,3058.0,5938.0,3592.0,9530.0,0.6231,0.3022,36
017525,2018,2880.0,3058.0,5938.0,3592.0,9530.0,0.6231,0.3022,36
017525,2019,2880.0,3058.0,5938.0,3592.0,9530.0,0.6231,0.3022,36
017525,2020,2880.0,3058.0,5938.0,3592.0,9530.0,0.6231,0.3022,36
017525,2021,2880.0,3058.0,5938.0,3592.0,9530.0,0.6231,0.3022,36
017525,2022,2880.0,3058.0,5938.0,3592.0,9530.0,0.6231,0.3022,36
017525,2023,2880.0,3058.0,5938.0,3592.0,9530.0,0.6231,0.3022,36
017525,2024,2880.0,3058.0,5938.0,3592.0,9530.0,0.6231,0.3022,36
017525,2025,2880.0,3058.0,5938.0,3592.0,9530.0,0.6231,0.3022,36
017525,2026,2880.0,3058.0,5938.0,3592.0,9530.0,0.6231,0.3022,36
135990,2010,14497.0,6528.4,21025.4,176.3,21201.8,0.9917,0.6838,78
135990,2011,14397.0,6528.4,20925.4,896.4,21821.8,0.9589,0.6598,82
135990,2012,12911.9,6528.4,19440.3,896.4,20336.7,0.9559,0.6349,74
135990,2013,12748.7,6742.1,19490.8,896.4,20387.1,0.9560,0.6253,75
135990,2014,12571.9,6742.1,19314.0,1123.3,20437.3,0.9450,0.6151,76
135990,2015,12272.7,6742.1,19014.8,1123.3,20138.1,0.9442,0.6094,75
135990,2016,10192.3,6742.1,16934.4,1123.3,18057.7,0.9378,0.5644,70
135990,2017,10192.3,6742.1,16934.4,1123.3,18057.7,0.9378,0.5644,70
135990,2018,10192.3,8422.5,18614.8,1123.3,19738.1,0.9431,0.5164,73
135990,2019,10192.3,8422.5,18614.8,1123.3,19738.1,0.9431,0.5164,73
135990,2020,10192.3,8422.5,18614.8,1123.3,19738.1,0.9431,0.5164,73
135990,2021,9565.1,8422.5,17987.6,1123.3,19110.9,0.9412,0.5005,69
135990,2022,8285.0,8422.5,16707.5,1123.3,17830.8,0.9370,0.4646,66
135990,2023,8285.0,6742.1,15027.1,1123.3,16150.4,0.9304,0.5130,63
135990,2024,8285.0,6742.1,15027.1,1123.3,16150.4,0.9304,0.5130,63
135990,2025,7840.0,6742.1,14582.1,1123.3,15705.4,0.9285,0.4992,62
135990,2026,7840.0,7186.1,15026.1,1123.3,16149.4,0.9304,0.4855,64
102797,2010,900.7,22.2,923.0,497.7,1420.7,0.6497,0.6340,17
102797,2011,746.2,22.2,768.4,497.7,1266.1,0.6069,0.5893,15
102797,2012,746.2,860.2,1606.4,597.7,2204.1,0.7288,0.3385,18
102797,2013,746.2,860.2,1606.4,697.7,2304.1,0.6972,0.3238,19
102797,2014,746.2,860.2,1606.4,733.7,2340.1,0.6865,0.3189,21
102797,2015,296.2,860.2,1156.4,754.7,1911.1,0.6051,0.1550,21
102797,2016,287.6,860.2,1147.8,754.7,1902.5,0.6033,0.1512,20
102797,2017,287.6,860.2,1147.8,754.7,1902.5,0.6033,0.1512,20
102797,2018,287.6,860.2,1147.8,754.7,1902.5,0.6033,0.1512,20
102797,2019,287.6,860.2,1147.8,754.7,1902.5,0.6033,0.1512,20
102797,2020,41.6,1106.2,1147.8,754.7,1902.5,0.6033,0.0219,20
102797,2021,41.6,1106.2,1147.8,754.7,1902.5,0.6033,0.0219,20
102797,2022,41.6,1106.2,1147.8,902.3,2050.1,0.5599,0.0203,21
102797,2023,41.6,1106.2,1147.8,902.3,2050.1,0.5599,0.0203,21
102797,2024,41.6,1106.2,1147.8,952.3,2100.1,0.5466,0.0198,22
102797,2025,41.6,1106.2,1147.8,952.3,2100.1,0.5466,0.0198,22
102797,2026,41.6,1106.2,1147.8,952.3,2100.1,0.5466,0.0198,22
103133,2010,352.0,643.0,995.0,0.0,995.0,1.0000,0.3538,4
103133,2011,352.0,693.0,1045.0,0.0,1045.0,1.0000,0.3368,5
103133,2012,352.0,693.0,1045.0,0.0,1045.0,1.0000,0.3368,5
103133,2013,739.1,693.0,1432.1,0.0,1432.1,1.0000,0.5161,6
103133,2014,739.1,693.0,1432.1,0.0,1432.1,1.0000,0.5161,6
103133,2015,739.1,693.0,1432.1,0.0,1432.1,1.0000,0.5161,6
103133,2016,739.1,693.0,1432.1,0.0,1432.1,1.0000,0.5161,6
103133,2017,739.1,693.0,1432.1,0.0,1432.1,1.0000,0.5161,6
103133,2018,739.1,693.0,1432.1,0.0,1432.1,1.0000,0.5161,6
103133,2019,387.1,693.0,1080.1,0.0,1080.1,1.0000,0.3584,5
103133,2020,387.1,933.0,1320.1,0.0,1320.1,1.0000,0.2932,6
103133,2021,387.1,933.0,1320.1,0.0,1320.1,1.0000,0.2932,6
103133,2022,387.1,933.0,1320.1,0.0,1320.1,1.0000,0.2932,6
103133,2023,387.1,933.0,1320.1,54.0,1374.1,0.9607,0.2817,8
103133,2024,387.1,933.0,1320.1,66.5,1386.6,0.9520,0.2792,9
103133,2025,387.1,933.0,1320.1,66.5,1386.6,0.9520,0.2792,9
103133,2026,387.1,933.0,1320.1,66.5,1386.6,0.9520,0.2792,9
202071,2010,17084.0,8996.4,26080.4,280.3,26360.7,0.9894,0.6481,78
202071,2011,16789.0,9333.1,26122.1,280.3,26402.4,0.9894,0.6359,78
202071,2012,17469.0,10083.1,27552.1,280.3,27832.4,0.9899,0.6276,84
202071,2013,14445.0,10083.1,24528.1,280.3,24808.4,0.9887,0.5823,78
202071,2014,14125.0,12439.1,26564.1,300.3,26864.4,0.9888,0.5258,81
202071,2015,14125.0,12439.1,26564.1,300.3,26864.4,0.9888,0.5258,81
202071,2016,13685.0,12664.1,26349.1,300.3,26649.4,0.9887,0.5135,78
202071,2017,13625.0,13074.1,26699.1,300.3,26999.4,0.9889,0.5046,77
202071,2018,13625.0,13593.9,27218.9,377.3,27596.2,0.9863,0.4937,81
202071,2019,14810.0,13704.4,28514.4,392.0,28906.4,0.9864,0.5123,83
202071,2020,15260.0,14570.8,29830.8,502.0,30332.8,0.9835,0.5031,86
202071,2021,15260.0,14570.8,29830.8,745.0,30575.8,0.9756,0.4991,87
202071,2022,15260.0,14564.8,29824.8,745.0,30569.8,0.9756,0.4992,87
202071,2023,15260.0,14564.8,29824.8,856.0,30680.8,0.9721,0.4974,88
202071,2024,15260.0,14564.8,29824.8,1452.2,31277.0,0.9536,0.4879,92
202071,2025,15260.0,14564.8,29824.8,1912.2,31737.0,0.9397,0.4808,94
202071,2026,15260.0,14564.8,29824.8,1912.2,31737.0,0.9397,0.4808,94
326582,2010,17084.0,14508.4,31592.4,280.3,31872.7,0.9912,0.5360,89
326582,2011,16789.0,14961.1,31750.1,280.3,32030.4,0.9912,0.5242,91
326582,2012,17469.0,15711.1,33180.1,280.3,33460.4,0.9916,0.5221,97
326582,2013,14445.0,15711.1,30156.1,280.3,30436.4,0.9908,0.4746,91
326582,2014,15369.0,18067.1,33436.1,300.3,33736.4,0.9911,0.4556,96
326582,2015,15369.0,18067.1,33436.1,300.3,33736.4,0.9911,0.4556,96
326582,2016,14929.0,18292.1,33221.1,300.3,33521.4,0.9910,0.4454,93
326582,2017,14869.0,18702.1,33571.1,300.3,33871.4,0.9911,0.4390,92
326582,2018,14869.0,19221.9,34090.9,377.3,34468.2,0.9891,0.4314,96
326582,2019,16054.0,19332.4,35386.4,435.0,35821.4,0.9879,0.4482,99
326582,2020,16504.0,20198.8,36702.8,545.0,37247.8,0.9854,0.4431,102
326582,2021,16504.0,20198.8,36702.8,788.0,37490.8,0.9790,0.4402,103
326582,2022,16504.0,20192.8,36696.8,788.0,37484.8,0.9790,0.4403,103
326582,2023,16504.0,20192.8,36696.8,899.0,37595.8,0.9761,0.4390,104
326582,2024,16504.0,20192.8,36696.8,1495.2,38192.0,0.9609,0.4321,108
326582,2025,16504.0,20192.8,36696.8,1955.2,38652.0,0.9494,0.4270,110
326582,2026,16504.0,20192.8,36696.8,1955.2,38652.0,0.9494,0.4270,110
285323,2010,17084.0,8996.4,26080.4,280.3,26360.7,0.9894,0.6481,78
285323,2011,16789.0,9333.1,26122.1,280.3,26402.4,0.9894,0.6359,78
285323,2012,17469.0,10083.1,27552.1,280.3,27832.4,0.9899,0.6276,84
285323,2013,14445.0,10083.1,24528.1,280.3,24808.4,0.9887,0.5823,78
285323,2014,14125.0,12439.1,26564.1,300.3,26864.4,0.9888,0.5258,81
285323,2015,14125.0,12439.1,26564.1,300.3,26864.4,0.9888,0.5258,81
285323,2016,13685.0,12664.1,26349.1,300.3,26649.4,0.9887,0.5135,78
285323,2017,13625.0,13074.1,26699.1,300.3,26999.4,0.9889,0.5046,77
285323,2018,13625.0,13593.9,27218.9,377.3,27596.2,0.9863,0.4937,81
285323,2019,14810.0,13704.4,28514.4,392.0,28906.4,0.9864,0.5123,83
285323,2020,15260.0,14570.8,29830.8,502.0,30332.8,0.9835,0.5031,86
285323,2021,15260.0,14570.8,29830.8,745.0,30575.8,0.9756,0.4991,87
285323,2022,15260.0,14564.8,29824.8,745.0,30569.8,0.9756,0.4992,87
285323,2023,15260.0,14564.8,29824.8,856.0,30680.8,0.9721,0.4974,88
285323,2024,15260.0,14564.8,29824.8,1452.2,31277.0,0.9536,0.4879,92
285323,2025,15260.0,14564.8,29824.8,1912.2,31737.0,0.9397,0.4808,94
285323,2026,15260.0,14564.8,29824.8,1912.2,31737.0,0.9397,0.4808,94
030874,2010,44195.6,18265.0,62460.6,10707.6,73168.2,0.8537,0.6040,242
030874,2011,44524.6,18685.0,63209.6,10707.6,73917.2,0.8551,0.6024,246
030874,2012,45056.1,19573.4,64629.5,10901.6,75531.1,0.8557,0.5965,260
030874,2013,45733.5,20547.1,66280.6,11131.3,77411.9,0.8562,0.5908,273
030874,2014,47930.8,24791.1,72721.9,11304.7,84026.6,0.8655,0.5704,294
030874,2015,47930.8,25774.5,73705.3,11786.7,85492.0,0.8621,0.5606,307
030874,2016,52670.1,25923.9,78594.0,12154.9,90748.9,0.8661,0.5804,321
030874,2017,57718.1,26207.0,83925.1,12364.9,96290.0,0.8716,0.5994,334
030874,2018,58618.1,26673.0,85291.1,12671.4,97962.4,0.8707,0.5984,347
030874,2019,58688.1,27930.6,86618.7,12918.6,99537.2,0.8702,0.5896,358
030874,2020,57488.1,28226.8,85714.9,13604.8,99319.6,0.8630,0.5788,368
030874,2021,57274.3,28694.8,85969.1,14788.7,100757.7,0.8532,0.5684,374
030874,2022,58895.9,30087.2,88983.1,15426.3,104409.3,0.8523,0.5641,393
030874,2023,61121.6,30783.2,91904.8,15925.2,107830.0,0.8523,0.5668,406
030874,2024,63074.6,31574.4,94649.0,16398.7,111047.7,0.8523,0.5680,416
030874,2025,63527.6,32519.9,96047.5,16470.2,112517.6,0.8536,0.5646,428
030874,2026,64247.6,36813.9,101061.5,17370.2,118431.6,0.8533,0.5425,442
019774,2010,2123.4,2099.4,4222.8,1064.3,5287.1,0.7987,0.4016,18
019774,2011,2123.4,2099.4,4222.8,1064.3,5287.1,0.7987,0.4016,18
019774,2012,2123.4,2099.4,4222.8,1064.3,5287.1,0.7987,0.4016,18
019774,2013,2123.4,2099.4,4222.8,1064.3,5287.1,0.7987,0.4016,18
019774,2014,2123.4,2503.4,4626.8,1064.3,5691.1,0.8130,0.3731,19
019774,2015,2123.4,2503.4,4626.8,1064.3,5691.1,0.8130,0.3731,19
019774,2016,2123.4,2503.4,4626.8,1064.3,5691.1,0.8130,0.3731,19
019774,2017,2123.4,2503.4,4626.8,1064.3,5691.1,0.8130,0.3731,19
019774,2018,2123.4,2728.4,4851.8,1064.3,5916.1,0.8201,0.3589,20
019774,2019,2123.4,3142.4,5265.8,1064.3,6330.1,0.8319,0.3354,21
019774,2020,2123.4,3142.4,5265.8,1064.3,6330.1,0.8319,0.3354,21
019774,2021,2123.4,3142.4,5265.8,1064.3,6330.1,0.8319,0.3354,21
019774,2022,2123.4,3142.4,5265.8,1064.3,6330.1,0.8319,0.3354,21
019774,2023,2473.4,3142.4,5615.8,1064.3,6680.1,0.8407,0.3703,22
019774,2024,2473.4,3142.4,5615.8,1064.3,6680.1,0.8407,0.3703,22
019774,2025,2473.4,4142.4,6615.8,1064.3,7680.1,0.8614,0.3221,24
019774,2026,3073.4,4742.3,7815.8,1064.3,8880.1,0.8801,0.3461,27
268325,2010,77258.3,6050.0,83308.3,5151.0,88459.3,0.9418,0.8734,218
268325,2011,80078.3,6050.0,86128.3,5151.0,91279.3,0.9436,0.8773,224
268325,2012,83898.3,6050.0,89948.3,5151.0,95099.3,0.9458,0.8822,233
268325,2013,85770.8,6050.0,91820.8,5151.0,96971.8,0.9469,0.8845,238
268325,2014,86803.3,6050.0,92853.3,5201.0,98054.3,0.9470,0.8853,242
268325,2015,88408.3,6185.0,94593.3,5201.0,99794.3,0.9479,0.8859,247
268325,2016,90353.3,6286.0,96639.3,5451.0,102090.3,0.9466,0.8850,253
268325,2017,93305.1,6286.0,99591.1,5961.0,105552.1,0.9435,0.8840,253
268325,2018,95653.5,6286.0,101939.5,5961.0,107900.5,0.9448,0.8865,253
268325,2019,99528.5,6286.0,105814.5,5961.0,111775.5,0.9467,0.8904,260
268325,2020,100988.5,6286.0,107274.5,5961.0,113235.5,0.9474,0.8918,262
268325,2021,104403.5,6286.0,110689.5,6211.0,116900.5,0.9469,0.8931,263
268325,2022,106178.5,6286.0,112464.5,8149.0,120613.5,0.9324,0.8803,281
268325,2023,108298.5,6286.0,114584.5,8172.0,122756.5,0.9334,0.8822,285
268325,2024,110088.5,6286.0,116374.5,8877.0,125251.5,0.9291,0.8789,293
268325,2025,112983.9,6286.0,119269.9,8877.0,128146.9,0.9307,0.8817,298
268325,2026,114167.9,6286.0,120453.9,10831.0,131284.9,0.9175,0.8696,304
220942,2010,7056.1,22509.4,29565.5,7539.7,37105.2,0.7968,0.1902,290
220942,2011,7056.1,23977.3,31033.5,7627.0,38660.5,0.8027,0.1825,307
220942,2012,6796.1,24478.6,31274.7,7842.0,39116.7,0.7995,0.1737,316
220942,2013,6531.1,25522.0,32053.1,7918.4,39971.5,0.8019,0.1634,321
220942,2014,6395.1,25724.0,32119.1,7963.5,40082.6,0.8013,0.1595,325
220942,2015,5763.1,26187.3,31950.5,8299.0,40249.5,0.7938,0.1432,339
220942,2016,4726.1,26441.9,31168.1,8430.3,39598.4,0.7871,0.1194,345
220942,2017,4956.1,26781.3,31737.5,8938.4,40675.9,0.7803,0.1218,370
220942,2018,5223.6,26826.3,32050.0,9412.0,41462.0,0.7730,0.1260,386
220942,2019,5223.6,26970.3,32194.0,10229.6,42423.6,0.7589,0.1231,398
220942,2020,5223.6,27578.3,32802.0,10841.5,43643.4,0.7516,0.1197,407
220942,2021,5032.0,27422.7,32454.7,11791.6,44246.3,0.7335,0.1137,413
220942,2022,5032.0,27037.7,32069.7,13243.1,45312.8,0.7077,0.1111,437
220942,2023,5032.0,26910.2,31942.2,14664.1,46606.3,0.6854,0.1080,446
220942,2024,5032.0,26870.2,31902.2,15692.7,47594.9,0.6703,0.1057,467
220942,2025,5032.0,27745.2,32777.2,16436.2,49213.4,0.6660,0.1022,478
220942,2026,5032.0,27745.2,32777.2,17638.4,50415.6,0.6501,0.0998,490
287670,2010,4200.0,12175.5,16375.5,0.0,16375.5,1.0000,0.2565,33
287670,2011,4200.0,12175.5,16375.5,0.0,16375.5,1.0000,0.2565,33
287670,2012,4200.0,12175.5,16375.5,0.0,16375.5,1.0000,0.2565,33
287670,2013,4925.0,12231.9,17156.9,0.0,17156.9,1.0000,0.2871,36
287670,2014,4925.0,12231.9,17156.9,0.0,17156.9,1.0000,0.2871,36
287670,2015,4925.0,12231.9,17156.9,0.0,17156.9,1.0000,0.2871,36
287670,2016,4925.0,12750.9,17675.9,0.0,17675.9,1.0000,0.2786,37
287670,2017,4925.0,12750.9,17675.9,0.0,17675.9,1.0000,0.2786,37
287670,2018,4925.0,12750.9,17675.9,0.0,17675.9,1.0000,0.2786,37
287670,2019,4925.0,12750.9,17675.9,0.0,17675.9,1.0000,0.2786,37
287670,2020,4925.0,14343.9,19268.9,0.0,19268.9,1.0000,0.2556,38
287670,2021,4925.0,14343.9,19268.9,0.0,19268.9,1.0000,0.2556,38
287670,2022,4925.0,15621.0,20546.0,0.0,20546.0,1.0000,0.2397,41
287670,2023,4925.0,15621.0,20546.0,0.0,20546.0,1.0000,0.2397,41
287670,2024,4925.0,15621.0,20546.0,0.0,20546.0,1.0000,0.2397,41
287670,2025,4925.0,15891.0,20816.0,0.0,20816.0,1.0000,0.2366,42
287670,2026,4925.0,16251.0,21176.0,0.0,21176.0,1.0000,0.2326,43
111320,2010,72.0,0.0,72.0,15406.5,15478.5,0.0047,0.0047,25
111320,2011,72.0,0.0,72.0,15406.5,15478.5,0.0047,0.0047,25
111320,2012,72.0,0.0,72.0,15406.5,15478.5,0.0047,0.0047,25
111320,2013,72.0,0.0,72.0,15515.9,15587.9,0.0046,0.0046,28
111320,2014,72.0,0.0,72.0,15575.9,15647.9,0.0046,0.0046,30
111320,2015,72.0,0.0,72.0,15725.9,15797.9,0.0046,0.0046,35
111320,2016,0.0,0.0,0.0,15907.7,15907.7,0.0000,0.0000,41
111320,2017,0.0,0.0,0.0,16183.1,16183.1,0.0000,0.0000,53
111320,2018,0.0,0.0,0.0,16713.8,16713.8,0.0000,0.0000,71
111320,2019,0.0,0.0,0.0,17198.3,17198.3,0.0000,0.0000,92
111320,2020,0.0,0.0,0.0,17198.3,17198.3,0.0000,0.0000,92
111320,2021,0.0,0.0,0.0,17642.3,17642.3,0.0000,0.0000,105
111320,2022,0.0,0.0,0.0,17642.3,17642.3,0.0000,0.0000,105
111320,2023,0.0,0.0,0.0,18441.9,18441.9,0.0000,0.0000,129
111320,2024,0.0,0.0,0.0,18441.9,18441.9,0.0000,0.0000,129
111320,2025,0.0,0.0,0.0,18482.4,18482.4,0.0000,0.0000,130
111320,2026,0.0,0.0,0.0,18482.4,18482.4,0.0000,0.0000,130
356341,2010,112203.2,21.6,112224.8,17571.6,129796.4,0.8646,0.8645,433
356341,2011,116678.6,21.6,116700.2,17571.6,134271.8,0.8691,0.8690,441
356341,2012,120903.0,21.6,120924.6,17571.6,138496.2,0.8731,0.8730,451
356341,2013,122142.4,21.6,122164.0,17595.6,139759.6,0.8741,0.8739,450
356341,2014,123280.6,21.6,123302.2,17727.2,141029.4,0.8743,0.8741,456
356341,2015,126160.6,21.6,126182.2,18137.2,144319.4,0.8743,0.8742,466
356341,2016,128534.6,21.6,128556.2,18400.0,146956.2,0.8748,0.8746,474
356341,2017,128823.6,21.6,128845.2,18520.0,147365.2,0.8743,0.8742,477
356341,2018,131347.0,21.6,131368.6,18752.2,150120.8,0.8751,0.8749,485
356341,2019,137919.5,21.6,137941.1,18900.2,156841.3,0.8795,0.8794,501
356341,2020,141478.5,21.6,141500.1,19218.2,160718.3,0.8804,0.8803,517
356341,2021,141698.3,21.6,141719.9,20165.2,161885.1,0.8754,0.8753,535
356341,2022,143260.1,21.6,143281.7,20844.2,164125.9,0.8730,0.8729,546
356341,2023,146725.7,21.6,146747.3,23297.4,170044.7,0.8630,0.8629,568
356341,2024,148937.5,21.6,148959.1,25699.8,174658.8,0.8529,0.8527,598
356341,2025,153223.6,864.6,154088.2,28884.1,182972.3,0.8421,0.8374,629
356341,2026,156661.7,1707.6,158369.3,28884.1,187253.4,0.8457,0.8366,640
270113,2010,94924.9,21.6,94946.5,16131.6,111078.1,0.8548,0.8546,361
270113,2011,98938.2,21.6,98959.8,16131.6,115091.4,0.8598,0.8596,367
270113,2012,103162.6,21.6,103184.2,16131.6,119315.8,0.8648,0.8646,377
270113,2013,104402.0,21.6,104423.6,16155.6,120579.2,0.8660,0.8658,376
270113,2014,105540.3,21.6,105561.9,16287.2,121849.1,0.8663,0.8662,382
270113,2015,108420.3,21.6,108441.9,16577.2,125019.1,0.8674,0.8672,389
270113,2016,110894.3,21.6,110915.9,16705.0,127620.9,0.8691,0.8689,397
270113,2017,111183.2,21.6,111204.8,16725.0,127929.8,0.8693,0.8691,398
270113,2018,111238.7,21.6,111260.3,16757.2,128017.5,0.8691,0.8689,398
270113,2019,113671.0,21.6,113692.6,16805.2,130497.8,0.8712,0.8711,403
270113,2020,117195.0,21.6,117216.6,16839.2,134055.8,0.8744,0.8742,412
270113,2021,117195.0,21.6,117216.6,17462.2,134678.8,0.8703,0.8702,421
270113,2022,118537.0,21.6,118558.6,18041.2,136599.8,0.8679,0.8678,430
270113,2023,120717.0,21.6,120738.6,20089.4,140828.0,0.8573,0.8572,444
270113,2024,121608.8,21.6,121630.4,22151.8,143782.1,0.8459,0.8458,468
270113,2025,125592.3,864.6,126456.9,23386.1,149843.0,0.8439,0.8382,489
270113,2026,128370.4,1707.6,130078.0,23386.1,153464.1,0.8476,0.8365,498
100953,2010,21877.8,9056.0,30933.8,22575.7,53509.5,0.5781,0.4089,207
100953,2011,21131.8,10828.0,31959.8,22619.7,54579.5,0.5856,0.3872,208
100953,2012,21299.8,14855.0,36154.8,22670.5,58825.3,0.6146,0.3621,205
100953,2013,20727.8,16823.2,37551.0,22715.5,60266.5,0.6231,0.3439,208
100953,2014,21344.6,16843.2,38187.8,22767.3,60955.1,0.6265,0.3502,212
100953,2015,21221.9,16843.2,38065.1,23740.0,61805.0,0.6159,0.3434,215
100953,2016,20916.9,16843.2,37760.1,23864.9,61624.9,0.6127,0.3394,216
100953,2017,20916.9,16843.2,37760.1,24333.9,62093.9,0.6081,0.3369,220
100953,2018,20916.9,16843.2,37760.1,24479.5,62239.6,0.6067,0.3361,222
100953,2019,21351.4,17238.2,38589.6,24640.3,63229.9,0.6103,0.3377,225
100953,2020,19306.4,17204.2,36510.6,24748.3,61258.9,0.5960,0.3152,222
100953,2021,16206.6,17204.2,33410.8,25178.3,58589.1,0.5703,0.2766,218
100953,2022,15766.6,17122.2,32888.8,26242.1,59130.9,0.5562,0.2666,226
100953,2023,15166.6,17496.2,32662.8,26501.7,59164.5,0.5521,0.2563,249
100953,2024,12931.6,17516.2,30447.8,26673.7,57121.5,0.5330,0.2264,249
100953,2025,12931.6,17516.2,30447.8,27308.4,57756.2,0.5272,0.2239,257
100953,2026,12931.6,17538.7,30470.3,27378.4,57848.7,0.5267,0.2235,259
014391,2010,3034.4,2206.4,5240.8,6223.0,11463.8,0.4572,0.2647,45
014391,2011,3529.4,2206.4,5735.8,6243.0,11978.8,0.4788,0.2946,47
014391,2012,3529.4,2206.4,5735.8,6243.0,11978.8,0.4788,0.2946,47
014391,2013,3529.4,2206.4,5735.8,6311.0,12046.8,0.4761,0.2930,48
014391,2014,3529.4,2206.4,5735.8,6362.8,12098.6,0.4741,0.2917,49
014391,2015,3529.4,2206.4,5735.8,6362.8,12098.6,0.4741,0.2917,49
014391,2016,3529.4,2206.4,5735.8,6362.8,12098.6,0.4741,0.2917,49
