gvkey,fyear,conm,fic,sic,at,sale,ppent,capx,ceq,dltt,dlc,oibdp,xint,oancf,alpha,lambda,rho,kappa,delta,source
145273,2010,NORTHERN STATES POWER CO /MN,USA,4931,11181.66,4234.316,7822.22,1171.061,3496.169,3337.893,0.019,999.36,201.431,874.296,,0.2985,0.0894,4.3404,1.0000,compustat_na_utilities.csv
145273,2011,NORTHERN STATES POWER CO /MN,USA,4931,12555.211,4398.521,8982.834,991.667,3724.776,2888.897,541.0,1073.96,208.003,1049.331,,0.2732,0.0855,5.0448,0.8423,compustat_na_utilities.csv
145273,2012,NORTHERN STATES POWER CO /MN,USA,4931,13401.258,4337.339,9546.968,1135.294,4036.369,3488.638,221.002,1057.718,201.158,714.974,,0.2768,0.0789,3.5543,0.9404,compustat_na_utilities.csv
145273,2013,NORTHERN STATES POWER CO /MN,USA,4931,14694.895,4679.61,10589.522,1508.888,4480.794,3888.73,165.002,1124.19,191.889,1068.881,,0.2759,0.0765,5.5703,0.9593,compustat_na_utilities.csv
145273,2014,NORTHERN STATES POWER CO /MN,USA,4931,15987.316,4988.525,11661.62,1218.152,4703.173,3938.669,392.013,1178.433,199.667,1112.097,,0.2709,0.0737,5.5698,0.9095,compustat_na_utilities.csv
145273,2015,NORTHERN STATES POWER CO /MN,USA,4931,17037.332,4756.806,12807.338,1828.059,5167.065,4534.111,223.011,1309.914,208.763,1319.847,,0.2792,0.0769,6.3222,0.9531,compustat_na_utilities.csv
145273,2016,NORTHERN STATES POWER CO /MN,USA,4931,17822.28,4900.287,13300.793,1176.805,5355.569,4843.155,85.01,1495.133,226.547,1305.0,,0.2765,0.0839,5.7604,0.9828,compustat_na_utilities.csv
145273,2017,NORTHERN STATES POWER CO /MN,USA,4931,17925.891,5102.027,13033.612,987.169,5475.57,4933.011,105.007,1568.607,228.401,1272.699,,0.2810,0.0875,5.5722,0.9792,compustat_na_utilities.csv
145273,2018,NORTHERN STATES POWER CO /MN,USA,4931,18469.9,5121.9,13541.7,1149.7,5573.1,4937.2,150.0,1458.1,226.8,1482.2,,0.2754,0.0789,6.5353,0.9705,compustat_na_utilities.csv
145273,2019,NORTHERN STATES POWER CO /MN,USA,4931,19916.4,5111.8,14807.8,1416.9,6081.8,5747.0,409.9,1578.2,233.3,1168.9,,0.3091,0.0792,5.0103,0.9334,compustat_na_utilities.csv
145273,2020,NORTHERN STATES POWER CO /MN,USA,4931,21060.0,5101.0,15796.0,1901.0,6769.0,6347.0,264.0,1621.0,249.0,1192.0,,0.3139,0.0770,4.7871,0.9601,compustat_na_utilities.csv
145273,2021,NORTHERN STATES POWER CO /MN,USA,4931,22809.0,5756.0,16838.0,1866.0,7573.0,6800.0,390.0,1708.0,271.0,1122.0,,0.3152,0.0749,4.1402,0.9458,compustat_na_utilities.csv
145273,2022,NORTHERN STATES POWER CO /MN,USA,4931,23658.0,6684.0,17802.0,1901.0,7836.0,6798.0,705.0,1834.0,291.0,1871.0,,0.3171,0.0775,6.4296,0.9060,compustat_na_utilities.csv
145273,2023,NORTHERN STATES POWER CO /MN,USA,4931,25001.0,6043.0,19196.0,2282.0,8207.0,7702.0,256.0,1879.0,325.0,2301.0,,0.3183,0.0752,7.0800,0.9678,compustat_na_utilities.csv
145273,2024,NORTHERN STATES POWER CO /MN,USA,4931,27485.0,5767.0,21253.0,2803.0,9272.0,8090.0,542.0,1816.0,363.0,1918.0,,0.3141,0.0661,5.2837,0.9372,compustat_na_utilities.csv
145347,2010,PECO ENERGY CO,USA,4931,8985.0,5519.0,5620.0,545.0,2883.0,2156.0,750.0,1721.0,204.0,1150.0,,0.3234,0.1915,5.6373,0.7419,compustat_na_utilities.csv
145347,2011,PECO ENERGY CO,USA,4931,9156.0,3720.0,5874.0,481.0,2938.0,1781.0,662.0,857.0,147.0,818.0,,0.2668,0.0936,5.5646,0.7290,compustat_na_utilities.csv
145347,2012,PECO ENERGY CO,USA,4931,9353.0,3186.0,6078.0,422.0,2982.0,1831.0,510.0,857.0,125.0,878.0,,0.2503,0.0916,7.0240,0.7821,compustat_na_utilities.csv
145347,2013,PECO ENERGY CO,USA,4931,9617.0,3100.0,6384.0,537.0,3065.0,2131.0,250.0,900.0,117.0,747.0,,0.2476,0.0936,6.3846,0.8950,compustat_na_utilities.csv
145347,2014,PECO ENERGY CO,USA,4931,9943.0,3094.0,6801.0,661.0,3121.0,2430.0,0.0,809.0,115.0,712.0,,0.2444,0.0814,6.1913,1.0000,compustat_na_utilities.csv
145347,2015,PECO ENERGY CO,USA,4931,10367.0,3032.0,7141.0,601.0,3236.0,2464.0,300.0,892.0,116.0,770.0,,0.2666,0.0860,6.6379,0.8915,compustat_na_utilities.csv
145347,2016,PECO ENERGY CO,USA,4931,10831.0,2994.0,7565.0,686.0,3415.0,2764.0,0.0,976.0,126.0,829.0,,0.2552,0.0901,6.5794,1.0000,compustat_na_utilities.csv
145347,2017,PECO ENERGY CO,USA,4931,10170.0,2870.0,8053.0,732.0,3577.0,2587.0,500.0,946.0,129.0,755.0,,0.3035,0.0930,5.8527,0.8380,compustat_na_utilities.csv
145347,2018,PECO ENERGY CO,USA,4931,10642.0,3038.0,8610.0,849.0,3820.0,3268.0,0.0,890.0,134.0,739.0,,0.3071,0.0836,5.5149,1.0000,compustat_na_utilities.csv
145347,2019,PECO ENERGY CO,USA,4931,11469.0,3100.0,9294.0,939.0,4178.0,3590.0,0.0,1048.0,140.0,751.0,,0.3130,0.0914,5.3643,1.0000,compustat_na_utilities.csv
145347,2020,PECO ENERGY CO,USA,4931,12531.0,3058.0,10182.0,1147.0,4533.0,3638.0,340.0,906.0,153.0,777.0,,0.3175,0.0723,5.0784,0.9145,compustat_na_utilities.csv
145347,2021,PECO ENERGY CO,USA,4931,13824.0,3198.0,11118.0,1240.0,5112.0,4032.0,350.0,1009.0,169.0,773.0,,0.3170,0.0730,4.5740,0.9201,compustat_na_utilities.csv
145347,2022,PECO ENERGY CO,USA,4931,14502.0,3903.0,12126.0,1349.0,5563.0,4747.0,289.0,1178.0,188.0,841.0,,0.3473,0.0812,4.4734,0.9426,compustat_na_utilities.csv
145347,2023,PECO ENERGY CO,USA,4931,15595.0,3894.0,13129.0,1426.0,6069.0,5318.0,165.0,1145.0,216.0,1019.0,,0.3516,0.0734,4.7176,0.9699,compustat_na_utilities.csv
145347,2024,PECO ENERGY CO,USA,4931,17123.0,3973.0,14392.0,1553.0,6815.0,5538.0,542.0,1158.0,248.0,754.0,,0.3551,0.0676,3.0403,0.9109,compustat_na_utilities.csv
145347,2025,PECO ENERGY CO,USA,4931,19362.0,4684.0,15923.0,1867.0,7660.0,6581.0,0.0,1516.0,278.0,1403.0,,0.3399,0.0783,5.0468,1.0000,compustat_na_utilities.csv
145348,2010,PPL ELECTRIC UTILITIES CORP,USA,4911,5253.0,2455.0,3585.0,401.0,1694.0,1472.0,0.0,420.0,99.0,212.0,,0.2802,0.0800,2.1414,1.0000,compustat_na_utilities.csv
145348,2011,PPL ELECTRIC UTILITIES CORP,USA,4911,5705.0,1892.0,3857.0,481.0,1875.0,1718.0,0.0,494.0,98.0,420.0,,0.3011,0.0866,4.2857,1.0000,compustat_na_utilities.csv
145348,2012,PPL ELECTRIC UTILITIES CORP,USA,4911,6118.0,1763.0,4342.0,624.0,2062.0,1967.0,0.0,454.0,99.0,389.0,,0.3215,0.0742,3.9293,1.0000,compustat_na_utilities.csv
145348,2013,PPL ELECTRIC UTILITIES CORP,USA,4911,6846.0,1870.0,5062.0,903.0,2349.0,2305.0,30.0,597.0,108.0,523.0,,0.3411,0.0872,4.8426,0.9872,compustat_na_utilities.csv
145348,2014,PPL ELECTRIC UTILITIES CORP,USA,4911,7785.0,2044.0,5810.0,931.0,2717.0,2502.0,100.0,723.0,122.0,613.0,,0.3342,0.0929,5.0246,0.9616,compustat_na_utilities.csv
145348,2015,PPL ELECTRIC UTILITIES CORP,USA,4911,8511.0,2124.0,6691.0,1097.0,3119.0,2828.0,0.0,752.0,130.0,602.0,,0.3323,0.0884,4.6308,1.0000,compustat_na_utilities.csv
145348,2016,PPL ELECTRIC UTILITIES CORP,USA,4911,9426.0,2156.0,7581.0,1125.0,3391.0,2607.0,519.0,917.0,129.0,872.0,,0.3316,0.0973,6.7597,0.8340,compustat_na_utilities.csv
145348,2017,PPL ELECTRIC UTILITIES CORP,USA,4911,10082.0,2195.0,8515.0,1244.0,3992.0,3298.0,0.0,1010.0,142.0,880.0,,0.3271,0.1002,6.1972,1.0000,compustat_na_utilities.csv
145348,2018,PPL ELECTRIC UTILITIES CORP,USA,4911,11243.0,2277.0,9367.0,1192.0,4461.0,3694.0,0.0,1046.0,159.0,978.0,,0.3286,0.0930,6.1509,1.0000,compustat_na_utilities.csv
145348,2019,PPL ELECTRIC UTILITIES CORP,USA,4911,11901.0,2358.0,10108.0,1114.0,4832.0,3985.0,0.0,1131.0,170.0,913.0,,0.3348,0.0950,5.3706,1.0000,compustat_na_utilities.csv
145348,2020,PPL ELECTRIC UTILITIES CORP,USA,4911,12324.0,2331.0,10809.0,1145.0,5124.0,3836.0,400.0,1220.0,173.0,884.0,,0.3437,0.0990,5.1098,0.9056,compustat_na_utilities.csv
145348,2021,PPL ELECTRIC UTILITIES CORP,USA,4911,13302.0,2402.0,11277.0,898.0,5736.0,4010.0,474.0,1159.0,162.0,969.0,,0.3371,0.0871,5.9815,0.8943,compustat_na_utilities.csv
145348,2022,PPL ELECTRIC UTILITIES CORP,USA,4911,13565.0,3030.0,11843.0,886.0,5751.0,4146.0,485.0,1228.0,171.0,757.0,,0.3414,0.0905,4.4269,0.8953,compustat_na_utilities.csv
145348,2023,PPL ELECTRIC UTILITIES CORP,USA,4911,14294.0,3008.0,12433.0,956.0,5903.0,4567.0,509.0,1268.0,223.0,912.0,,0.3551,0.0887,4.0897,0.8997,compustat_na_utilities.csv
145348,2024,PPL ELECTRIC UTILITIES CORP,USA,4911,15475.0,2876.0,13315.0,1229.0,6730.0,5214.0,0.0,1319.0,246.0,1042.0,,0.3369,0.0852,4.2358,1.0000,compustat_na_utilities.csv
146020,2010,VECTREN UTILITY HOLDINGS INC,USA,4931,3924.5,1563.7,2955.4,229.1,1315.4,1024.8,327.0,465.2,81.4,277.8,,0.3445,0.1185,3.4128,0.7581,compustat_na_utilities.csv
146020,2011,VECTREN UTILITY HOLDINGS INC,USA,4931,3974.5,1457.0,3032.6,235.3,1346.6,1208.2,142.8,474.1,80.3,334.3,,0.3399,0.1193,4.1631,0.8943,compustat_na_utilities.csv
146020,2012,VECTREN UTILITY HOLDINGS INC,USA,4931,4046.8,1333.6,3119.6,247.6,1390.0,1103.4,221.7,476.8,71.5,373.4,,0.3274,0.1178,5.2224,0.8327,compustat_na_utilities.csv
146020,2013,VECTREN UTILITY HOLDINGS INC,USA,4931,4140.8,1429.6,3224.3,262.5,1432.8,1257.1,28.6,478.0,65.0,399.9,,0.3105,0.1154,6.1523,0.9778,compustat_na_utilities.csv
146020,2014,VECTREN UTILITY HOLDINGS INC,USA,4931,4428.1,1569.7,3439.0,351.0,1478.5,1162.3,251.4,484.5,66.6,337.5,,0.3193,0.1094,5.0676,0.8222,compustat_na_utilities.csv
146020,2015,VECTREN UTILITY HOLDINGS INC,USA,4931,4601.3,1394.5,3674.9,399.2,1535.2,1387.8,27.5,505.4,66.3,492.9,,0.3076,0.1098,7.4344,0.9806,compustat_na_utilities.csv
146020,2016,VECTREN UTILITY HOLDINGS INC,USA,4931,5040.9,1377.8,3982.9,496.6,1624.0,1331.0,243.5,535.6,69.7,397.4,,0.3123,0.1063,5.7016,0.8453,compustat_na_utilities.csv
146020,2017,VECTREN UTILITY HOLDINGS INC,USA,4931,5497.8,1382.6,4276.7,554.2,1722.8,1479.5,279.5,513.0,72.6,446.8,,0.3199,0.0933,6.1543,0.8411,compustat_na_utilities.csv
146411,2010,CENTRAL MAINE POWER CO,USA,4911,2437.729,562.753,1421.028,272.884,963.604,459.862,27.767,190.281,32.677,224.878,1.0000,0.2000,0.0781,6.8818,0.9431,compustat_na_utilities.csv
146411,2011,CENTRAL MAINE POWER CO,USA,4911,2979.846,606.904,1871.165,449.586,1122.257,554.526,79.859,237.108,37.18,189.877,1.0000,0.2129,0.0796,5.1070,0.8741,compustat_na_utilities.csv
146411,2012,CENTRAL MAINE POWER CO,USA,4911,3406.261,627.961,2301.901,572.536,1227.018,740.982,243.237,249.491,47.146,216.122,1.0000,0.2889,0.0732,4.5841,0.7529,compustat_na_utilities.csv
146411,2013,CENTRAL MAINE POWER CO,USA,4911,3758.025,701.384,2635.479,341.502,1463.127,943.528,22.426,306.611,54.279,274.482,1.0000,0.2570,0.0816,5.0569,0.9768,compustat_na_utilities.csv
146411,2014,CENTRAL MAINE POWER CO,USA,4911,4049.915,737.339,2845.086,403.717,1523.249,939.844,120.223,321.689,52.328,290.571,1.0000,0.2618,0.0794,5.5529,0.8866,compustat_na_utilities.csv
146411,2015,CENTRAL MAINE POWER CO,USA,4911,4194.195,819.716,3002.17,280.224,1638.842,1043.512,41.312,337.646,54.751,254.791,1.0000,0.2586,0.0805,4.6536,0.9619,compustat_na_utilities.csv
146411,2016,CENTRAL MAINE POWER CO,USA,4911,4247.212,833.938,3096.335,220.257,1725.545,1042.31,5.154,367.957,52.985,300.24,1.0000,0.2466,0.0866,5.6665,0.9951,compustat_na_utilities.csv
146411,2017,CENTRAL MAINE POWER CO,USA,4911,4387.956,822.11,3248.532,263.465,1834.756,1040.859,1.886,374.04,51.673,306.044,1.0000,0.2376,0.0852,5.9227,0.9982,compustat_na_utilities.csv
146411,2018,CENTRAL MAINE POWER CO,USA,4911,4468.444,847.797,3362.975,247.616,1890.895,949.032,151.972,353.323,53.188,222.343,1.0000,0.2464,0.0791,4.1803,0.8620,compustat_na_utilities.csv
146411,2019,CENTRAL MAINE POWER CO,USA,4911,4699.135,819.057,3601.787,315.0,1984.018,1202.231,2.861,332.77,51.433,245.256,1.0000,0.2564,0.0708,4.7685,0.9976,compustat_na_utilities.csv
146411,2020,CENTRAL MAINE POWER CO,USA,4911,5036.373,888.225,3817.374,347.858,2101.992,1101.157,223.936,351.204,46.148,215.688,1.0000,0.2631,0.0697,4.6738,0.8310,compustat_na_utilities.csv
146411,2021,CENTRAL MAINE POWER CO,USA,4911,5158.505,978.399,3843.836,236.79,2153.479,1175.81,126.885,385.996,46.347,330.865,1.0000,0.2525,0.0748,7.1389,0.9026,compustat_na_utilities.csv
146411,2022,CENTRAL MAINE POWER CO,USA,4911,5358.868,1051.204,4004.74,297.127,2157.343,1300.645,47.084,360.557,47.76,377.275,1.0000,0.2515,0.0673,7.8994,0.9651,compustat_na_utilities.csv
146411,2023,CENTRAL MAINE POWER CO,USA,4911,5919.274,1127.381,4213.575,366.634,2375.765,1425.008,55.53,366.354,66.121,153.663,1.0000,0.2501,0.0619,2.3240,0.9625,compustat_na_utilities.csv
146411,2024,CENTRAL MAINE POWER CO,USA,4911,6352.51,1274.872,4485.639,410.922,2678.313,1521.641,172.882,384.145,70.443,-14.525,1.0000,0.2667,0.0605,-0.2062,0.8980,compustat_na_utilities.csv
146774,2010,ROCHESTER GAS & ELECTRC CORP,USA,4931,2641.037,982.526,1741.21,85.181,680.989,657.451,61.0,211.369,65.724,201.291,0.0000,0.2720,0.0800,3.0627,0.9151,compustat_na_utilities.csv
146774,2011,ROCHESTER GAS & ELECTRC CORP,USA,4931,2691.976,950.39,1851.086,159.529,645.541,757.004,0.0,201.652,65.283,226.971,0.0000,0.2812,0.0749,3.4767,1.0000,compustat_na_utilities.csv
146774,2012,ROCHESTER GAS & ELECTRC CORP,USA,4931,2846.268,885.96,2015.267,223.627,732.399,757.057,0.0,214.421,61.575,232.627,0.0000,0.2660,0.0753,3.7779,1.0000,compustat_na_utilities.csv
146774,2013,ROCHESTER GAS & ELECTRC CORP,USA,4931,2905.76,975.137,2152.141,191.025,734.762,707.11,55.08,279.801,68.016,215.069,0.0000,0.2623,0.0963,3.1620,0.9277,compustat_na_utilities.csv
146774,2014,ROCHESTER GAS & ELECTRC CORP,USA,4931,3102.353,882.668,2275.32,196.147,709.582,701.312,169.737,233.892,67.915,179.096,0.0000,0.2808,0.0754,2.6371,0.8051,compustat_na_utilities.csv
146774,2015,ROCHESTER GAS & ELECTRC CORP,USA,4931,3145.093,927.069,2379.515,191.075,751.27,665.066,109.59,215.077,78.665,266.261,0.0000,0.2463,0.0684,3.3847,0.8585,compustat_na_utilities.csv
146774,2016,ROCHESTER GAS & ELECTRC CORP,USA,4931,3413.481,1040.58,2579.113,253.261,785.994,664.424,250.48,382.556,55.529,152.689,0.0000,0.2680,0.1121,2.7497,0.7262,compustat_na_utilities.csv
146774,2017,ROCHESTER GAS & ELECTRC CORP,USA,4931,3675.011,850.679,2807.106,301.811,947.628,958.911,1.434,261.833,62.642,218.342,0.0000,0.2613,0.0712,3.4856,0.9985,compustat_na_utilities.csv
146774,2018,ROCHESTER GAS & ELECTRC CORP,USA,4931,3871.167,923.768,3014.947,278.65,1006.152,898.652,150.532,284.84,71.322,288.728,0.0000,0.2710,0.0736,4.0482,0.8565,compustat_na_utilities.csv
146774,2019,ROCHESTER GAS & ELECTRC CORP,USA,4931,4060.726,893.042,3321.472,374.472,1104.425,1059.84,36.302,281.984,70.784,215.987,0.0000,0.2699,0.0694,3.0514,0.9669,compustat_na_utilities.csv
146774,2020,ROCHESTER GAS & ELECTRC CORP,USA,4931,4384.181,871.943,3652.839,364.143,1219.89,1167.133,127.572,269.723,46.186,214.968,0.0000,0.2953,0.0615,4.6544,0.9015,compustat_na_utilities.csv
146774,2021,ROCHESTER GAS & ELECTRC CORP,USA,4931,4663.515,957.789,3941.972,435.551,1276.224,1412.193,57.717,260.44,43.898,273.155,0.0000,0.3152,0.0558,6.2225,0.9607,compustat_na_utilities.csv
146774,2022,ROCHESTER GAS & ELECTRC CORP,USA,4931,5017.644,1180.485,4195.536,352.922,1503.351,1529.853,82.255,305.547,42.641,73.428,0.0000,0.3213,0.0609,1.7220,0.9490,compustat_na_utilities.csv
146774,2023,ROCHESTER GAS & ELECTRC CORP,USA,4931,5359.87,1221.747,4448.377,421.114,1775.431,1757.692,40.602,369.704,54.207,85.298,0.0000,0.3355,0.0690,1.5736,0.9774,compustat_na_utilities.csv
146774,2024,ROCHESTER GAS & ELECTRC CORP,USA,4931,5739.574,1248.659,4711.368,384.248,1971.315,1785.39,154.512,368.057,67.056,227.328,0.0000,0.3380,0.0641,3.3901,0.9204,compustat_na_utilities.csv
152430,2010,FIRST NATIONAL ENERGY CORP,USA,4911,0.015,0.0,0.0,0.0,-0.538,0.0,0.54,-0.075,0.0,-0.32,0.0337,36.0000,-5.0000,,0.0000,compustat_na_utilities.csv
152430,2011,FIRST NATIONAL ENERGY CORP,USA,4911,0.005,0.0,0.0,0.0,-0.598,0.0,0.54,-0.06,0.0,-0.01,0.0337,108.0000,-12.0000,,0.0000,compustat_na_utilities.csv
152430,2012,FIRST NATIONAL ENERGY CORP,USA,4911,0.003,0.0,0.0,0.0,-0.646,0.0,0.601,-0.048,0.0,-0.023,0.0337,200.3333,-16.0000,,0.0000,compustat_na_utilities.csv
152430,2013,FIRST NATIONAL ENERGY CORP,USA,4911,0.001,0.0,0.0,0.0,-0.661,0.0,0.618,-0.015,0.0,-0.019,0.0337,618.0000,-15.0000,,0.0000,compustat_na_utilities.csv
152430,2014,FIRST NATIONAL ENERGY CORP,USA,4911,0.002,0.0,0.0,0.0,-0.673,0.0,0.616,-0.012,0.0,0.003,0.0337,308.0000,-6.0000,,0.0000,compustat_na_utilities.csv
152430,2015,FIRST NATIONAL ENERGY CORP,USA,4911,0.002,0.0,0.0,0.0,-0.696,0.0,0.65,-0.023,0.0,-0.034,0.0337,325.0000,-11.5000,,0.0000,compustat_na_utilities.csv
152430,2016,FIRST NATIONAL ENERGY CORP,USA,4911,0.001,0.0,0.0,0.0,-0.708,0.0,0.665,-0.012,0.0,-0.016,0.0337,665.0000,-12.0000,,0.0000,compustat_na_utilities.csv
152430,2017,FIRST NATIONAL ENERGY CORP,USA,4911,0.001,0.0,0.0,0.0,-0.725,0.0,0.69,-0.177,0.0,-0.06,0.0337,690.0000,-177.0000,,0.0000,compustat_na_utilities.csv
154135,2010,KEYERA CORP,CAN,4931,1972.004,1942.468,1467.534,120.881,785.042,432.313,213.696,224.763,36.131,153.734,,0.3276,0.1140,4.2549,0.6692,compustat_na_utilities.csv
154135,2011,KEYERA CORP,CAN,4931,2233.559,2569.158,1628.338,170.78,668.218,734.883,0.0,231.079,36.433,178.215,,0.3290,0.1035,4.8916,1.0000,compustat_na_utilities.csv
154135,2012,KEYERA CORP,CAN,4931,2678.338,2942.277,1991.932,209.809,890.818,754.666,63.583,297.276,41.82,237.979,,0.3055,0.1110,5.6906,0.9223,compustat_na_utilities.csv
154135,2013,KEYERA CORP,CAN,4931,3051.065,3277.207,2187.825,371.39,923.709,1077.14,0.0,364.485,48.246,385.094,,0.3530,0.1195,7.9819,1.0000,compustat_na_utilities.csv
154135,2014,KEYERA CORP,CAN,4931,3850.826,3623.701,3099.129,1008.183,1318.181,1242.133,47.402,508.549,62.973,460.594,,0.3349,0.1321,7.3142,0.9632,compustat_na_utilities.csv
154135,2015,KEYERA CORP,CAN,4931,4296.569,2521.08,3610.427,730.902,1398.27,1526.486,104.2,659.584,74.888,648.155,,0.3795,0.1535,8.6550,0.9361,compustat_na_utilities.csv
154135,2016,KEYERA CORP,CAN,4931,4956.961,2508.973,4200.484,757.417,1841.508,1726.442,60.0,573.376,76.239,412.926,,0.3604,0.1157,5.4162,0.9664,compustat_na_utilities.csv
154135,2017,KEYERA CORP,CAN,4931,5874.128,3413.363,4792.398,760.114,2479.28,1848.085,1.474,622.341,88.471,513.697,,0.3149,0.1059,5.8064,0.9992,compustat_na_utilities.csv
154135,2018,KEYERA CORP,CAN,4931,6782.698,4465.211,5749.35,1320.521,2729.723,2197.261,136.954,877.263,95.27,604.329,,0.3441,0.1293,6.3433,0.9413,compustat_na_utilities.csv
154135,2019,KEYERA CORP,CAN,4931,7514.188,3616.922,6607.284,1091.801,3053.851,2848.455,174.01,898.507,138.396,887.935,,0.4022,0.1196,6.4159,0.9424,compustat_na_utilities.csv
154135,2020,KEYERA CORP,CAN,4931,7562.586,3012.51,6665.463,660.33,2761.208,3396.543,36.082,866.605,158.798,688.173,,0.4539,0.1146,4.3336,0.9895,compustat_na_utilities.csv
154135,2021,KEYERA CORP,CAN,4931,8130.306,4984.906,6809.033,516.633,2657.634,3606.23,91.545,937.574,173.834,583.839,,0.4548,0.1153,3.3586,0.9752,compustat_na_utilities.csv
154135,2022,KEYERA CORP,CAN,4931,8568.188,7060.223,7230.881,895.929,2818.716,3843.915,60.032,1059.654,194.868,925.327,,0.4556,0.1237,4.7485,0.9846,compustat_na_utilities.csv
154135,2023,KEYERA CORP,CAN,4931,8780.011,7053.126,7494.2,702.687,2779.474,4059.679,226.841,1281.535,219.001,975.486,,0.4882,0.1460,4.4543,0.9471,compustat_na_utilities.csv
154135,2024,KEYERA CORP,CAN,4931,8755.861,7138.441,7440.212,252.325,2831.401,3530.208,370.324,1217.009,207.366,1265.788,,0.4455,0.1390,6.1041,0.9051,compustat_na_utilities.csv
154135,2025,KEYERA CORP,CAN,4931,13052.947,6854.019,7572.777,282.524,2764.646,6026.93,269.374,1208.703,232.802,774.539,,0.4824,0.0926,3.3270,0.9572,compustat_na_utilities.csv
154353,2010,AMERENENERGY GENERATING CO,USA,4911,2611.0,1126.0,2248.0,95.0,998.0,924.0,0.0,160.0,78.0,280.0,,0.3539,0.0613,3.5897,1.0000,compustat_na_utilities.csv
154353,2011,AMERENENERGY GENERATING CO,USA,4911,2572.0,1066.0,2231.0,141.0,1018.0,824.0,0.0,235.0,63.0,215.0,,0.3204,0.0914,3.4127,1.0000,compustat_na_utilities.csv
154353,2012,AMERENENERGY GENERATING CO,USA,4911,2532.0,808.0,2235.0,175.0,1020.0,824.0,0.0,68.0,52.0,139.0,,0.3254,0.0269,2.6731,1.0000,compustat_na_utilities.csv
154353,2013,AMERENENERGY GENERATING CO,USA,4911,2264.0,804.0,1873.0,55.0,756.0,824.0,0.0,-133.0,42.0,51.0,,0.3640,-0.0587,1.2143,1.0000,compustat_na_utilities.csv
154353,2014,AMERENENERGY GENERATING CO,USA,4911,2221.0,648.0,1871.0,48.0,690.0,824.0,0.0,43.0,40.0,-16.0,,0.3710,0.0194,-0.4000,1.0000,compustat_na_utilities.csv
154353,2015,AMERENENERGY GENERATING CO,USA,4911,1230.0,534.0,937.0,58.0,136.0,824.0,0.0,39.0,39.0,-7.0,,0.6699,0.0317,-0.1795,1.0000,compustat_na_utilities.csv
155277,2010,POTOMAC ELECTRIC POWER CO,USA,4911,4828.0,2288.0,3576.0,359.0,1428.0,1626.0,8.0,418.0,102.0,359.0,0.7932,0.3384,0.0866,3.5196,0.9951,compustat_na_utilities.csv
155277,2011,POTOMAC ELECTRIC POWER CO,USA,4911,5043.0,2078.0,3874.0,521.0,1502.0,1618.0,82.0,383.0,102.0,357.0,0.7932,0.3371,0.0759,3.5000,0.9518,compustat_na_utilities.csv
155277,2012,POTOMAC ELECTRIC POWER CO,USA,4911,5638.0,1948.0,4145.0,592.0,1643.0,1571.0,439.0,452.0,105.0,223.0,0.7932,0.3565,0.0802,2.1238,0.7816,compustat_na_utilities.csv
155277,2013,POTOMAC ELECTRIC POWER CO,USA,4911,6171.0,2026.0,4538.0,576.0,1922.0,1784.0,335.0,517.0,115.0,330.0,0.7932,0.3434,0.0838,2.8696,0.8419,compustat_na_utilities.csv
155277,2014,POTOMAC ELECTRIC POWER CO,USA,4911,6613.0,2101.0,4948.0,567.0,2087.0,2174.0,126.0,577.0,120.0,386.0,0.7932,0.3478,0.0873,3.2167,0.9452,compustat_na_utilities.csv
155277,2015,POTOMAC ELECTRIC POWER CO,USA,4911,6985.0,2189.0,5292.0,544.0,2240.0,2340.0,75.0,616.0,129.0,373.0,0.7932,0.3457,0.0882,2.8915,0.9689,compustat_na_utilities.csv
155277,2016,POTOMAC ELECTRIC POWER CO,USA,4911,7335.0,2186.0,5571.0,586.0,2300.0,2333.0,39.0,491.0,137.0,651.0,0.7932,0.3234,0.0669,4.7518,0.9836,compustat_na_utilities.csv
155277,2017,POTOMAC ELECTRIC POWER CO,USA,4911,7832.0,2158.0,6001.0,628.0,2533.0,2521.0,45.0,713.0,132.0,407.0,0.7932,0.3276,0.0910,3.0833,0.9825,compustat_na_utilities.csv
155277,2018,POTOMAC ELECTRIC POWER CO,USA,4911,8299.0,2239.0,6460.0,656.0,2740.0,2704.0,55.0,705.0,140.0,474.0,0.7932,0.3324,0.0849,3.3857,0.9801,compustat_na_utilities.csv
155277,2019,POTOMAC ELECTRIC POWER CO,USA,4911,8661.0,2260.0,6965.0,626.0,2907.0,2913.0,90.0,735.0,147.0,512.0,0.7932,0.3467,0.0849,3.4830,0.9700,compustat_na_utilities.csv
155277,2020,POTOMAC ELECTRIC POWER CO,USA,4911,9264.0,2149.0,7505.0,773.0,3203.0,3208.0,44.0,727.0,152.0,501.0,0.7932,0.3510,0.0785,3.2961,0.9865,compustat_na_utilities.csv
155277,2021,POTOMAC ELECTRIC POWER CO,USA,4911,9903.0,2274.0,8153.0,843.0,3475.0,3172.0,494.0,806.0,159.0,462.0,0.7932,0.3702,0.0814,2.9057,0.8652,compustat_na_utilities.csv
155277,2022,POTOMAC ELECTRIC POWER CO,USA,4911,10657.0,2531.0,8830.0,874.0,3782.0,3781.0,309.0,808.0,171.0,471.0,0.7932,0.3838,0.0758,2.7544,0.9244,compustat_na_utilities.csv
