gvkey_i,gvkey_j,w_ij
001828,259541,0.000792
001828,260021,0.001857
001828,260062,0.001857
001828,260071,0.001857
001828,260185,0.001857
001828,268325,0.001015
001828,268844,0.001857
001828,269005,0.004644
001828,269269,0.002649
001828,269532,0.002888
001828,270113,0.001857
001828,270379,0.001857
001828,270383,0.000792
001828,270503,0.000792
001828,270655,0.001857
001828,270698,0.001857
001828,270721,0.000792
001828,271031,0.001857
001828,271168,0.001857
001828,271174,0.001857
001828,271486,0.000792
001828,271762,0.000792
001828,271952,0.001857
001828,272031,0.001857
001828,272146,0.001857
001828,272184,0.000792
001828,272200,0.001857
001828,272290,0.000792
001828,272327,0.001857
001828,272468,0.000134
001828,272651,0.001857
001828,274166,0.004644
001828,274222,0.004655
001828,274724,0.000792
001828,274890,0.004644
001828,275034,0.004644
001828,275247,0.000792
001828,277963,0.004644
001828,278508,0.001857
001828,278760,0.004644
001828,278784,0.004644
001828,279336,0.000792
001828,281492,0.004644
001828,281712,0.000843
001828,282044,0.005435
001828,282813,0.004644
001828,285082,0.001857
001828,285323,0.001857
001828,285367,0.001269
001828,285686,0.004713
001828,285711,0.004700
001828,286048,0.001857
001828,287670,0.004644
001828,287673,0.002808
001828,287783,0.006345
001828,287982,0.001857
001828,288128,0.001857
001828,288970,0.000792
001828,289434,0.004651
001828,290445,0.000138
001828,291049,0.001549
001828,291420,0.001857
001828,292414,0.001857
001828,293530,0.001126
001828,293879,0.004644
001828,294966,0.001159
001828,295626,0.000792
001828,298150,0.004644
001828,302945,0.004644
001828,303634,0.001857
001828,310791,0.000792
001828,312080,0.001857
001828,312580,0.004644
001828,315414,0.000792
001828,315416,0.001857
001828,315641,0.001857
001828,317115,0.004644
001828,317221,0.000792
001828,317460,0.001857
001828,319717,0.002306
001828,319800,0.001857
001828,321497,0.004644
001828,321632,0.004644
001828,321729,0.000792
001828,322685,0.000792
001828,323569,0.004644
001828,324126,0.004644
001828,324676,0.001857
001828,325699,0.005435
001828,326073,0.001857
001828,326097,0.002649
001828,326109,0.001857
001828,326159,0.000792
001828,326162,0.001857
001828,326395,0.004578
001828,326558,0.001857
001828,326582,0.001857
001828,326989,0.001857
001828,327080,0.001857
001828,327477,0.001857
001828,327598,0.001857
001828,328809,0.002649
001828,329188,0.001857
001828,329260,0.002649
001828,329994,0.001857
001828,330018,0.001857
001828,330174,0.000792
001828,330559,0.001857
001828,330659,0.001857
001828,330813,0.001857
001828,331125,0.001857
001828,332301,0.001857
001828,332310,0.000792
001828,332452,0.001857
001828,332463,0.004644
001828,333300,0.001857
001828,333753,0.001857
001828,333819,0.001857
001828,333995,0.001857
001828,335480,0.001857
001828,335504,0.001857
001828,338093,0.000792
001828,338459,0.001857
001828,338892,0.000792
001828,339028,0.001857
001828,339091,0.004644
001828,339169,0.000792
001828,340032,0.000792
001828,342150,0.002649
001828,343320,0.001857
001828,345688,0.001857
001828,346000,0.000792
001828,346263,0.001857
001828,346289,0.001857
001828,346354,0.001857
001828,346624,0.001857
001828,346972,0.000792
001828,347266,0.001857
001828,347335,0.001857
001828,347411,0.001857
001828,347460,0.001857
001828,347484,0.000792
001828,347683,0.001857
001828,347739,0.002649
001828,349471,0.001857
001828,349548,0.000792
001828,349595,0.001857
001828,349618,0.004644
001828,349884,0.000792
001828,349919,0.000792
001828,350431,0.000792
001828,350660,0.006658
001828,351362,0.001857
001828,351744,0.000792
001828,351868,0.001857
001828,352078,0.001857
001828,353306,0.001857
001828,353985,0.001857
001828,354041,0.001857
001828,354081,0.006276
001828,354082,0.001857
001828,354786,0.004644
001828,355383,0.001857
001828,356341,0.001857
001828,356860,0.001857
001828,358792,0.000792
001828,360898,0.001857
001828,361625,0.000792
001828,362999,0.001857
001828,363653,0.001857
001828,364328,0.001857
001828,364457,0.001857
001828,365775,0.001857
001828,367697,0.000792
001828,368841,0.001857
001995,001075,0.007999
001995,001828,0.006316
001995,003210,0.000009
001995,003413,0.007732
001995,003439,0.009535
001995,003897,0.004888
001995,004029,0.006098
001995,004093,0.005151
001995,004331,0.000009
001995,004517,0.000009
001995,005385,0.000009
001995,005526,0.009897
001995,005742,0.004777
001995,005870,0.007413
001995,006338,0.003908
001995,006867,0.000009
001995,006932,0.005527
001995,007365,0.009897
001995,007366,0.008714
001995,007437,0.001146
001995,007970,0.002304
001995,007974,0.003837
001995,007977,0.005120
001995,008001,0.004946
001995,008113,0.007141
001995,008199,0.000009
001995,008264,0.009897
001995,008290,0.000009
001995,008455,0.003719
001995,008539,0.006068
001995,008809,0.000009
001995,009691,0.000009
001995,009846,0.009897
001995,009850,0.007180
001995,010447,0.006539
001995,010801,0.009897
001995,010860,0.004726
001995,011304,0.006816
001995,011550,0.000009
001995,011554,0.003975
001995,012428,0.005751
001995,013948,0.005389
001995,014390,0.006213
001995,014391,0.005375
001995,014433,0.009897
001995,014580,0.000009
001995,015321,0.008220
001995,016590,0.009897
001995,017525,0.004787
001995,018293,0.009897
001995,019774,0.007764
001995,020739,0.000009
001995,025792,0.007551
