gvkey_i,gvkey_j,w_reg
008455,155277,0.010101
008455,144646,0.010101
008455,004241,0.010101
008455,008806,0.010101
008455,001745,0.010101
008455,007970,0.010101
008455,010327,0.010101
008455,114789,0.010101
008455,005742,0.010101
008455,014580,0.010101
008455,003439,0.010101
008455,135990,0.010101
008455,005870,0.010101
008455,008199,0.010101
008539,006932,0.010101
008539,007366,0.010101
008539,004798,0.010101
008539,156676,0.010101
008539,011188,0.010101
008539,003392,0.010101
008539,006867,0.010101
008539,011550,0.010101
008539,144580,0.010101
008539,004799,0.010101
008539,008099,0.010101
008539,001440,0.010101
008539,008810,0.010101
008539,007437,0.010101
008539,004517,0.010101
008539,008290,0.010101
008539,157373,0.010101
008539,012428,0.010101
008539,003413,0.010101
008539,011554,0.010101
008539,025588,0.010101
008539,004093,0.010101
008539,007365,0.010101
008539,007974,0.010101
008539,005135,0.010101
008539,066624,0.010101
008539,009828,0.010101
008539,007824,0.010101
008539,115687,0.010101
008539,010447,0.010101
008539,005525,0.010101
008539,006397,0.010101
008539,001995,0.010101
008539,009850,0.010101
008539,156818,0.010101
008539,010507,0.010101
008539,023465,0.010101
008539,146411,0.010101
008539,005526,0.010101
008539,013948,0.010101
008539,180942,0.010101
008539,163429,0.010101
008539,008113,0.010101
008539,043737,0.010101
008539,005385,0.010101
008539,020739,0.010101
008539,026658,0.010101
008539,009846,0.010101
008539,156820,0.010101
008539,008809,0.010101
008539,160913,0.010101
008539,001742,0.010101
008539,003210,0.010101
008539,003897,0.010101
008539,013353,0.010101
008539,009691,0.010101
008539,010801,0.010101
008539,008001,0.010101
008539,001075,0.010101
008539,012555,0.010101
008539,008455,0.010101
008539,065298,0.010101
008539,116304,0.010101
008539,152430,0.010101
008539,004029,0.010101
008539,009902,0.010101
008539,011304,0.010101
008539,156656,0.010101
008539,146774,0.010101
008539,065095,0.010101
008539,012612,0.010101
008539,005914,0.010101
008539,163669,0.010101
008539,008264,0.010101
008539,065092,0.010101
008539,185429,0.010101
008539,012749,0.010101
008539,156819,0.010101
008539,007977,0.010101
008539,018293,0.010101
008539,040614,0.010101
008539,006338,0.010101
008539,004331,0.010101
008539,010860,0.010101
008539,127675,0.010101
008539,155277,0.010101
008539,144646,0.010101
008539,004241,0.010101
008539,008806,0.010101
008539,001745,0.010101
008539,007970,0.010101
008539,010327,0.010101
008539,114789,0.010101
008539,005742,0.010101
008539,014580,0.010101
008539,003439,0.010101
008539,135990,0.010101
008539,005870,0.010101
008539,008199,0.010101
008806,006932,0.010101
008806,007366,0.010101
008806,004798,0.010101
008806,156676,0.010101
008806,011188,0.010101
008806,003392,0.010101
008806,006867,0.010101
008806,011550,0.010101
008806,144580,0.010101
008806,004799,0.010101
008806,008099,0.010101
008806,001440,0.010101
008806,008810,0.010101
008806,007437,0.010101
008806,004517,0.010101
008806,008290,0.010101
008806,157373,0.010101
008806,012428,0.010101
008806,003413,0.010101
008806,011554,0.010101
008806,025588,0.010101
008806,004093,0.010101
008806,007365,0.010101
008806,007974,0.010101
008806,005135,0.010101
008806,066624,0.010101
008806,009828,0.010101
008806,007824,0.010101
008806,115687,0.010101
008806,010447,0.010101
008806,005525,0.010101
008806,006397,0.010101
008806,001995,0.010101
008806,009850,0.010101
008806,156818,0.010101
008806,010507,0.010101
008806,023465,0.010101
008806,146411,0.010101
008806,005526,0.010101
008806,013948,0.010101
008806,180942,0.010101
008806,163429,0.010101
008806,008113,0.010101
008806,043737,0.010101
008806,005385,0.010101
008806,020739,0.010101
008806,026658,0.010101
008806,009846,0.010101
008806,156820,0.010101
008806,008809,0.010101
008806,160913,0.010101
008806,001742,0.010101
008806,003210,0.010101
008806,003897,0.010101
008806,008539,0.010101
008806,013353,0.010101
008806,009691,0.010101
008806,010801,0.010101
008806,008001,0.010101
008806,001075,0.010101
008806,012555,0.010101
008806,008455,0.010101
008806,065298,0.010101
008806,116304,0.010101
008806,152430,0.010101
008806,004029,0.010101
008806,009902,0.010101
008806,011304,0.010101
008806,156656,0.010101
008806,146774,0.010101
008806,065095,0.010101
008806,012612,0.010101
008806,005914,0.010101
008806,163669,0.010101
008806,008264,0.010101
008806,065092,0.010101
008806,185429,0.010101
008806,012749,0.010101
008806,156819,0.010101
008806,007977,0.010101
008806,018293,0.010101
008806,040614,0.010101
008806,006338,0.010101
008806,004331,0.010101
008806,010860,0.010101
008806,127675,0.010101
008806,155277,0.010101
008806,144646,0.010101
008806,004241,0.010101
008806,001745,0.010101
008806,007970,0.010101
008806,010327,0.010101
008806,114789,0.010101
008806,005742,0.010101
008806,014580,0.010101
008806,003439,0.010101
008806,135990,0.010101
008806,005870,0.010101
008806,008199,0.010101
008809,006932,0.010101
008809,007366,0.010101
008809,004798,0.010101
008809,156676,0.010101
008809,011188,0.010101
008809,003392,0.010101
008809,006867,0.010101
008809,011550,0.010101
008809,144580,0.010101
008809,004799,0.010101
008809,008099,0.010101
008809,001440,0.010101
008809,008810,0.010101
008809,007437,0.010101
008809,004517,0.010101
008809,008290,0.010101
008809,157373,0.010101
008809,012428,0.010101
008809,003413,0.010101
008809,011554,0.010101
008809,025588,0.010101
008809,004093,0.010101
008809,007365,0.010101
008809,007974,0.010101
008809,005135,0.010101
008809,066624,0.010101
008809,009828,0.010101
008809,007824,0.010101
008809,115687,0.010101
008809,010447,0.010101
008809,005525,0.010101
008809,006397,0.010101
008809,001995,0.010101
008809,009850,0.010101
008809,156818,0.010101
008809,010507,0.010101
008809,023465,0.010101
008809,146411,0.010101
008809,005526,0.010101
008809,013948,0.010101
008809,180942,0.010101
008809,163429,0.010101
008809,008113,0.010101
008809,043737,0.010101
008809,005385,0.010101
008809,020739,0.010101
008809,026658,0.010101
008809,009846,0.010101
008809,156820,0.010101
008809,160913,0.010101
008809,001742,0.010101
008809,003210,0.010101
008809,003897,0.010101
008809,008539,0.010101
008809,013353,0.010101
008809,009691,0.010101
008809,010801,0.010101
008809,008001,0.010101
008809,001075,0.010101
008809,012555,0.010101
008809,008455,0.010101
008809,065298,0.010101
008809,116304,0.010101
008809,152430,0.010101
008809,004029,0.010101
008809,009902,0.010101
008809,011304,0.010101
008809,156656,0.010101
008809,146774,0.010101
008809,065095,0.010101
008809,012612,0.010101
008809,005914,0.010101
008809,163669,0.010101
008809,008264,0.010101
008809,065092,0.010101
008809,185429,0.010101
008809,012749,0.010101
008809,156819,0.010101
008809,007977,0.010101
008809,018293,0.010101
008809,040614,0.010101
008809,006338,0.010101
008809,004331,0.010101
008809,010860,0.010101
008809,127675,0.010101
008809,155277,0.010101
008809,144646,0.010101
008809,004241,0.010101
008809,008806,0.010101
008809,001745,0.010101
008809,007970,0.010101
008809,010327,0.010101
008809,114789,0.010101
008809,005742,0.010101
008809,014580,0.010101
008809,003439,0.010101
008809,135990,0.010101
008809,005870,0.010101
008809,008199,0.010101
008810,006932,0.010101
008810,007366,0.010101
008810,004798,0.010101
008810,156676,0.010101
008810,011188,0.010101
008810,003392,0.010101
008810,006867,0.010101
008810,011550,0.010101
008810,144580,0.010101
008810,004799,0.010101
008810,008099,0.010101
008810,001440,0.010101
008810,007437,0.010101
008810,004517,0.010101
008810,008290,0.010101
008810,157373,0.010101
008810,012428,0.010101
008810,003413,0.010101
008810,011554,0.010101
008810,025588,0.010101
008810,004093,0.010101
008810,007365,0.010101
008810,007974,0.010101
008810,005135,0.010101
008810,066624,0.010101
008810,009828,0.010101
008810,007824,0.010101
008810,115687,0.010101
008810,010447,0.010101
008810,005525,0.010101
008810,006397,0.010101
008810,001995,0.010101
008810,009850,0.010101
008810,156818,0.010101
008810,010507,0.010101
008810,023465,0.010101
008810,146411,0.010101
008810,005526,0.010101
008810,013948,0.010101
008810,180942,0.010101
008810,163429,0.010101
008810,008113,0.010101
008810,043737,0.010101
008810,005385,0.010101
008810,020739,0.010101
008810,026658,0.010101
008810,009846,0.010101
008810,156820,0.010101
008810,008809,0.010101
008810,160913,0.010101
008810,001742,0.010101
008810,003210,0.010101
008810,003897,0.010101
008810,008539,0.010101
008810,013353,0.010101
008810,009691,0.010101
008810,010801,0.010101
008810,008001,0.010101
008810,001075,0.010101
008810,012555,0.010101
008810,008455,0.010101
008810,065298,0.010101
008810,116304,0.010101
008810,152430,0.010101
008810,004029,0.010101
008810,009902,0.010101
008810,011304,0.010101
008810,156656,0.010101
008810,146774,0.010101
008810,065095,0.010101
008810,012612,0.010101
008810,005914,0.010101
008810,163669,0.010101
008810,008264,0.010101
008810,065092,0.010101
008810,185429,0.010101
008810,012749,0.010101
008810,156819,0.010101
008810,007977,0.010101
008810,018293,0.010101
008810,040614,0.010101
008810,006338,0.010101
008810,004331,0.010101
008810,010860,0.010101
008810,127675,0.010101
008810,155277,0.010101
008810,144646,0.010101
008810,004241,0.010101
008810,008806,0.010101
008810,001745,0.010101
008810,007970,0.010101
008810,010327,0.010101
008810,114789,0.010101
008810,005742,0.010101
008810,014580,0.010101
008810,003439,0.010101
008810,135990,0.010101
008810,005870,0.010101
008810,008199,0.010101
009691,006932,0.010101
009691,007366,0.010101
009691,004798,0.010101
009691,156676,0.010101
009691,011188,0.010101
009691,003392,0.010101
009691,006867,0.010101
009691,011550,0.010101
009691,144580,0.010101
009691,004799,0.010101
009691,008099,0.010101
009691,001440,0.010101
009691,008810,0.010101
009691,007437,0.010101
009691,004517,0.010101
009691,008290,0.010101
009691,157373,0.010101
009691,012428,0.010101
009691,003413,0.010101
009691,011554,0.010101
009691,025588,0.010101
009691,004093,0.010101
009691,007365,0.010101
009691,007974,0.010101
009691,005135,0.010101
009691,066624,0.010101
009691,009828,0.010101
009691,007824,0.010101
009691,115687,0.010101
009691,010447,0.010101
009691,005525,0.010101
009691,006397,0.010101
009691,001995,0.010101
009691,009850,0.010101
009691,156818,0.010101
009691,010507,0.010101
009691,023465,0.010101
009691,146411,0.010101
009691,005526,0.010101
009691,013948,0.010101
009691,180942,0.010101
009691,163429,0.010101
009691,008113,0.010101
009691,043737,0.010101
009691,005385,0.010101
009691,020739,0.010101
009691,026658,0.010101
009691,009846,0.010101
009691,156820,0.010101
009691,008809,0.010101
009691,160913,0.010101
009691,001742,0.010101
009691,003210,0.010101
009691,003897,0.010101
009691,008539,0.010101
009691,013353,0.010101
009691,010801,0.010101
009691,008001,0.010101
009691,001075,0.010101
009691,012555,0.010101
009691,008455,0.010101
009691,065298,0.010101
009691,116304,0.010101
009691,152430,0.010101
009691,004029,0.010101
009691,009902,0.010101
009691,011304,0.010101
009691,156656,0.010101
009691,146774,0.010101
009691,065095,0.010101
009691,012612,0.010101
009691,005914,0.010101
009691,163669,0.010101
009691,008264,0.010101
009691,065092,0.010101
009691,185429,0.010101
009691,012749,0.010101
009691,156819,0.010101
009691,007977,0.010101
009691,018293,0.010101
009691,040614,0.010101
009691,006338,0.010101
009691,004331,0.010101
009691,010860,0.010101
009691,127675,0.010101
009691,155277,0.010101
009691,144646,0.010101
009691,004241,0.010101
009691,008806,0.010101
009691,001745,0.010101
009691,007970,0.010101
009691,010327,0.010101
009691,114789,0.010101
009691,005742,0.010101
009691,014580,0.010101
009691,003439,0.010101
009691,135990,0.010101
009691,005870,0.010101
009691,008199,0.010101
009828,006932,0.010101
009828,007366,0.010101
009828,004798,0.010101
009828,156676,0.010101
009828,011188,0.010101
009828,003392,0.010101
009828,006867,0.010101
009828,011550,0.010101
009828,144580,0.010101
009828,004799,0.010101
009828,008099,0.010101
009828,001440,0.010101
009828,008810,0.010101
009828,007437,0.010101
009828,004517,0.010101
009828,008290,0.010101
009828,157373,0.010101
009828,012428,0.010101
009828,003413,0.010101
009828,011554,0.010101
009828,025588,0.010101
009828,004093,0.010101
009828,007365,0.010101
009828,007974,0.010101
009828,005135,0.010101
009828,066624,0.010101
009828,007824,0.010101
009828,115687,0.010101
009828,010447,0.010101
009828,005525,0.010101
009828,006397,0.010101
009828,001995,0.010101
009828,009850,0.010101
009828,156818,0.010101
009828,010507,0.010101
009828,023465,0.010101
009828,146411,0.010101
009828,005526,0.010101
009828,013948,0.010101
009828,180942,0.010101
009828,163429,0.010101
009828,008113,0.010101
009828,043737,0.010101
009828,005385,0.010101
009828,020739,0.010101
009828,026658,0.010101
009828,009846,0.010101
009828,156820,0.010101
009828,008809,0.010101
009828,160913,0.010101
009828,001742,0.010101
009828,003210,0.010101
009828,003897,0.010101
009828,008539,0.010101
009828,013353,0.010101
009828,009691,0.010101
009828,010801,0.010101
009828,008001,0.010101
009828,001075,0.010101
009828,012555,0.010101
009828,008455,0.010101
009828,065298,0.010101
009828,116304,0.010101
009828,152430,0.010101
009828,004029,0.010101
009828,009902,0.010101
009828,011304,0.010101
009828,156656,0.010101
009828,146774,0.010101
009828,065095,0.010101
009828,012612,0.010101
009828,005914,0.010101
009828,163669,0.010101
009828,008264,0.010101
009828,065092,0.010101
009828,185429,0.010101
009828,012749,0.010101
009828,156819,0.010101
009828,007977,0.010101
009828,018293,0.010101
009828,040614,0.010101
009828,006338,0.010101
009828,004331,0.010101
009828,010860,0.010101
009828,127675,0.010101
009828,155277,0.010101
009828,144646,0.010101
009828,004241,0.010101
009828,008806,0.010101
009828,001745,0.010101
009828,007970,0.010101
009828,010327,0.010101
009828,114789,0.010101
009828,005742,0.010101
009828,014580,0.010101
009828,003439,0.010101
009828,135990,0.010101
009828,005870,0.010101
009828,008199,0.010101
009846,006932,0.010101
009846,007366,0.010101
009846,004798,0.010101
009846,156676,0.010101
009846,011188,0.010101
009846,003392,0.010101
009846,006867,0.010101
009846,011550,0.010101
009846,144580,0.010101
009846,004799,0.010101
009846,008099,0.010101
009846,001440,0.010101
009846,008810,0.010101
009846,007437,0.010101
009846,004517,0.010101
009846,008290,0.010101
009846,157373,0.010101
009846,012428,0.010101
009846,003413,0.010101
009846,011554,0.010101
009846,025588,0.010101
009846,004093,0.010101
009846,007365,0.010101
009846,007974,0.010101
009846,005135,0.010101
009846,066624,0.010101
009846,009828,0.010101
009846,007824,0.010101
009846,115687,0.010101
009846,010447,0.010101
009846,005525,0.010101
009846,006397,0.010101
009846,001995,0.010101
009846,009850,0.010101
009846,156818,0.010101
009846,010507,0.010101
009846,023465,0.010101
009846,146411,0.010101
009846,005526,0.010101
009846,013948,0.010101
009846,180942,0.010101
009846,163429,0.010101
009846,008113,0.010101
009846,043737,0.010101
009846,005385,0.010101
009846,020739,0.010101
009846,026658,0.010101
009846,156820,0.010101
009846,008809,0.010101
009846,160913,0.010101
009846,001742,0.010101
009846,003210,0.010101
009846,003897,0.010101
009846,008539,0.010101
009846,013353,0.010101
009846,009691,0.010101
009846,010801,0.010101
009846,008001,0.010101
009846,001075,0.010101
009846,012555,0.010101
009846,008455,0.010101
009846,065298,0.010101
009846,116304,0.010101
009846,152430,0.010101
009846,004029,0.010101
009846,009902,0.010101
009846,011304,0.010101
009846,156656,0.010101
009846,146774,0.010101
009846,065095,0.010101
009846,012612,0.010101
009846,005914,0.010101
009846,163669,0.010101
009846,008264,0.010101
009846,065092,0.010101
009846,185429,0.010101
009846,012749,0.010101
009846,156819,0.010101
009846,007977,0.010101
009846,018293,0.010101
009846,040614,0.010101
009846,006338,0.010101
009846,004331,0.010101
009846,010860,0.010101
009846,127675,0.010101
009846,155277,0.010101
009846,144646,0.010101
009846,004241,0.010101
009846,008806,0.010101
009846,001745,0.010101
009846,007970,0.010101
009846,010327,0.010101
009846,114789,0.010101
009846,005742,0.010101
009846,014580,0.010101
009846,003439,0.010101
009846,135990,0.010101
009846,005870,0.010101
009846,008199,0.010101
009850,006932,0.010101
009850,007366,0.010101
009850,004798,0.010101
009850,156676,0.010101
009850,011188,0.010101
009850,003392,0.010101
009850,006867,0.010101
009850,011550,0.010101
009850,144580,0.010101
009850,004799,0.010101
009850,008099,0.010101
009850,001440,0.010101
009850,008810,0.010101
009850,007437,0.010101
009850,004517,0.010101
009850,008290,0.010101
009850,157373,0.010101
009850,012428,0.010101
009850,003413,0.010101
009850,011554,0.010101
009850,025588,0.010101
009850,004093,0.010101
009850,007365,0.010101
009850,007974,0.010101
009850,005135,0.010101
009850,066624,0.010101
009850,009828,0.010101
009850,007824,0.010101
009850,115687,0.010101
009850,010447,0.010101
009850,005525,0.010101
009850,006397,0.010101
009850,001995,0.010101
009850,156818,0.010101
009850,010507,0.010101
009850,023465,0.010101
009850,146411,0.010101
009850,005526,0.010101
009850,013948,0.010101
009850,180942,0.010101
009850,163429,0.010101
009850,008113,0.010101
009850,043737,0.010101
009850,005385,0.010101
009850,020739,0.010101
009850,026658,0.010101
009850,009846,0.010101
009850,156820,0.010101
009850,008809,0.010101
009850,160913,0.010101
009850,001742,0.010101
009850,003210,0.010101
009850,003897,0.010101
009850,008539,0.010101
009850,013353,0.010101
009850,009691,0.010101
009850,010801,0.010101
009850,008001,0.010101
009850,001075,0.010101
009850,012555,0.010101
009850,008455,0.010101
009850,065298,0.010101
009850,116304,0.010101
009850,152430,0.010101
009850,004029,0.010101
009850,009902,0.010101
009850,011304,0.010101
009850,156656,0.010101
009850,146774,0.010101
009850,065095,0.010101
009850,012612,0.010101
009850,005914,0.010101
009850,163669,0.010101
009850,008264,0.010101
009850,065092,0.010101
009850,185429,0.010101
009850,012749,0.010101
009850,156819,0.010101
009850,007977,0.010101
009850,018293,0.010101
009850,040614,0.010101
009850,006338,0.010101
009850,004331,0.010101
009850,010860,0.010101
009850,127675,0.010101
009850,155277,0.010101
009850,144646,0.010101
009850,004241,0.010101
009850,008806,0.010101
009850,001745,0.010101
009850,007970,0.010101
009850,010327,0.010101
009850,114789,0.010101
009850,005742,0.010101
009850,014580,0.010101
009850,003439,0.010101
009850,135990,0.010101
009850,005870,0.010101
009850,008199,0.010101
009902,006932,0.010101
009902,007366,0.010101
009902,004798,0.010101
009902,156676,0.010101
009902,011188,0.010101
009902,003392,0.010101
009902,006867,0.010101
009902,011550,0.010101
009902,144580,0.010101
009902,004799,0.010101
009902,008099,0.010101
009902,001440,0.010101
009902,008810,0.010101
009902,007437,0.010101
009902,004517,0.010101
009902,008290,0.010101
009902,157373,0.010101
009902,012428,0.010101
009902,003413,0.010101
009902,011554,0.010101
009902,025588,0.010101
009902,004093,0.010101
009902,007365,0.010101
009902,007974,0.010101
009902,005135,0.010101
009902,066624,0.010101
009902,009828,0.010101
009902,007824,0.010101
009902,115687,0.010101
009902,010447,0.010101
009902,005525,0.010101
009902,006397,0.010101
009902,001995,0.010101
009902,009850,0.010101
009902,156818,0.010101
009902,010507,0.010101
009902,023465,0.010101
009902,146411,0.010101
009902,005526,0.010101
009902,013948,0.010101
009902,180942,0.010101
009902,163429,0.010101
009902,008113,0.010101
009902,043737,0.010101
009902,005385,0.010101
009902,020739,0.010101
009902,026658,0.010101
009902,009846,0.010101
009902,156820,0.010101
009902,008809,0.010101
009902,160913,0.010101
009902,001742,0.010101
009902,003210,0.010101
009902,003897,0.010101
009902,008539,0.010101
009902,013353,0.010101
009902,009691,0.010101
009902,010801,0.010101
009902,008001,0.010101
009902,001075,0.010101
009902,012555,0.010101
009902,008455,0.010101
009902,065298,0.010101
009902,116304,0.010101
009902,152430,0.010101
009902,004029,0.010101
009902,011304,0.010101
009902,156656,0.010101
009902,146774,0.010101
009902,065095,0.010101
009902,012612,0.010101
009902,005914,0.010101
009902,163669,0.010101
009902,008264,0.010101
009902,065092,0.010101
009902,185429,0.010101
009902,012749,0.010101
009902,156819,0.010101
009902,007977,0.010101
009902,018293,0.010101
009902,040614,0.010101
009902,006338,0.010101
009902,004331,0.010101
009902,010860,0.010101
009902,127675,0.010101
009902,155277,0.010101
009902,144646,0.010101
009902,004241,0.010101
009902,008806,0.010101
009902,001745,0.010101
009902,007970,0.010101
009902,010327,0.010101
009902,114789,0.010101
009902,005742,0.010101
009902,014580,0.010101
009902,003439,0.010101
009902,135990,0.010101
009902,005870,0.010101
009902,008199,0.010101
010327,006932,0.010101
010327,007366,0.010101
010327,004798,0.010101
010327,156676,0.010101
010327,011188,0.010101
010327,003392,0.010101
010327,006867,0.010101
010327,011550,0.010101
010327,144580,0.010101
010327,004799,0.010101
010327,008099,0.010101
010327,001440,0.010101
010327,008810,0.010101
010327,007437,0.010101
010327,004517,0.010101
010327,008290,0.010101
010327,157373,0.010101
010327,012428,0.010101
010327,003413,0.010101
010327,011554,0.010101
010327,025588,0.010101
010327,004093,0.010101
010327,007365,0.010101
010327,007974,0.010101
010327,005135,0.010101
010327,066624,0.010101
010327,009828,0.010101
010327,007824,0.010101
010327,115687,0.010101
010327,010447,0.010101
010327,005525,0.010101
010327,006397,0.010101
010327,001995,0.010101
010327,009850,0.010101
010327,156818,0.010101
010327,010507,0.010101
010327,023465,0.010101
010327,146411,0.010101
010327,005526,0.010101
010327,013948,0.010101
010327,180942,0.010101
010327,163429,0.010101
010327,008113,0.010101
010327,043737,0.010101
010327,005385,0.010101
010327,020739,0.010101
010327,026658,0.010101
010327,009846,0.010101
010327,156820,0.010101
010327,008809,0.010101
010327,160913,0.010101
010327,001742,0.010101
010327,003210,0.010101
010327,003897,0.010101
010327,008539,0.010101
010327,013353,0.010101
010327,009691,0.010101
010327,010801,0.010101
010327,008001,0.010101
010327,001075,0.010101
010327,012555,0.010101
010327,008455,0.010101
010327,065298,0.010101
010327,116304,0.010101
010327,152430,0.010101
010327,004029,0.010101
010327,009902,0.010101
010327,011304,0.010101
010327,156656,0.010101
010327,146774,0.010101
010327,065095,0.010101
010327,012612,0.010101
010327,005914,0.010101
010327,163669,0.010101
010327,008264,0.010101
010327,065092,0.010101
010327,185429,0.010101
010327,012749,0.010101
010327,156819,0.010101
010327,007977,0.010101
010327,018293,0.010101
010327,040614,0.010101
010327,006338,0.010101
010327,004331,0.010101
010327,010860,0.010101
010327,127675,0.010101
010327,155277,0.010101
010327,144646,0.010101
010327,004241,0.010101
010327,008806,0.010101
010327,001745,0.010101
010327,007970,0.010101
010327,114789,0.010101
010327,005742,0.010101
010327,014580,0.010101
010327,003439,0.010101
010327,135990,0.010101
010327,005870,0.010101
010327,008199,0.010101
010447,006932,0.010101
010447,007366,0.010101
010447,004798,0.010101
010447,156676,0.010101
010447,011188,0.010101
010447,003392,0.010101
010447,006867,0.010101
010447,011550,0.010101
010447,144580,0.010101
010447,004799,0.010101
010447,008099,0.010101
010447,001440,0.010101
010447,008810,0.010101
010447,007437,0.010101
010447,004517,0.010101
010447,008290,0.010101
010447,157373,0.010101
010447,012428,0.010101
010447,003413,0.010101
010447,011554,0.010101
010447,025588,0.010101
010447,004093,0.010101
010447,007365,0.010101
010447,007974,0.010101
010447,005135,0.010101
010447,066624,0.010101
010447,009828,0.010101
010447,007824,0.010101
010447,115687,0.010101
010447,005525,0.010101
010447,006397,0.010101
010447,001995,0.010101
010447,009850,0.010101
010447,156818,0.010101
010447,010507,0.010101
010447,023465,0.010101
010447,146411,0.010101
010447,005526,0.010101
010447,013948,0.010101
010447,180942,0.010101
010447,163429,0.010101
010447,008113,0.010101
010447,043737,0.010101
010447,005385,0.010101
010447,020739,0.010101
010447,026658,0.010101
010447,009846,0.010101
010447,156820,0.010101
010447,008809,0.010101
010447,160913,0.010101
010447,001742,0.010101
010447,003210,0.010101
010447,003897,0.010101
010447,008539,0.010101
010447,013353,0.010101
010447,009691,0.010101
010447,010801,0.010101
010447,008001,0.010101
010447,001075,0.010101
010447,012555,0.010101
010447,008455,0.010101
010447,065298,0.010101
010447,116304,0.010101
010447,152430,0.010101
010447,004029,0.010101
010447,009902,0.010101
010447,011304,0.010101
010447,156656,0.010101
010447,146774,0.010101
010447,065095,0.010101
010447,012612,0.010101
010447,005914,0.010101
010447,163669,0.010101
010447,008264,0.010101
010447,065092,0.010101
010447,185429,0.010101
010447,012749,0.010101
010447,156819,0.010101
010447,007977,0.010101
010447,018293,0.010101
010447,040614,0.010101
010447,006338,0.010101
010447,004331,0.010101
010447,010860,0.010101
010447,127675,0.010101
010447,155277,0.010101
010447,144646,0.010101
010447,004241,0.010101
010447,008806,0.010101
010447,001745,0.010101
010447,007970,0.010101
010447,010327,0.010101
010447,114789,0.010101
010447,005742,0.010101
010447,014580,0.010101
010447,003439,0.010101
010447,135990,0.010101
010447,005870,0.010101
010447,008199,0.010101
010507,006932,0.010101
010507,007366,0.010101
010507,004798,0.010101
010507,156676,0.010101
010507,011188,0.010101
010507,003392,0.010101
010507,006867,0.010101
010507,011550,0.010101
010507,144580,0.010101
010507,004799,0.010101
010507,008099,0.010101
010507,001440,0.010101
010507,008810,0.010101
010507,007437,0.010101
010507,004517,0.010101
010507,008290,0.010101
010507,157373,0.010101
010507,012428,0.010101
010507,003413,0.010101
010507,011554,0.010101
010507,025588,0.010101
010507,004093,0.010101
010507,007365,0.010101
010507,007974,0.010101
010507,005135,0.010101
010507,066624,0.010101
010507,009828,0.010101
010507,007824,0.010101
010507,115687,0.010101
010507,010447,0.010101
010507,005525,0.010101
010507,006397,0.010101
010507,001995,0.010101
010507,009850,0.010101
010507,156818,0.010101
010507,023465,0.010101
010507,146411,0.010101
010507,005526,0.010101
010507,013948,0.010101
010507,180942,0.010101
010507,163429,0.010101
010507,008113,0.010101
010507,043737,0.010101
010507,005385,0.010101
010507,020739,0.010101
010507,026658,0.010101
010507,009846,0.010101
010507,156820,0.010101
010507,008809,0.010101
010507,160913,0.010101
010507,001742,0.010101
010507,003210,0.010101
010507,003897,0.010101
010507,008539,0.010101
010507,013353,0.010101
010507,009691,0.010101
010507,010801,0.010101
010507,008001,0.010101
010507,001075,0.010101
010507,012555,0.010101
010507,008455,0.010101
010507,065298,0.010101
010507,116304,0.010101
010507,152430,0.010101
010507,004029,0.010101
010507,009902,0.010101
010507,011304,0.010101
010507,156656,0.010101
010507,146774,0.010101
010507,065095,0.010101
010507,012612,0.010101
010507,005914,0.010101
010507,163669,0.010101
010507,008264,0.010101
010507,065092,0.010101
010507,185429,0.010101
010507,012749,0.010101
010507,156819,0.010101
010507,007977,0.010101
010507,018293,0.010101
010507,040614,0.010101
010507,006338,0.010101
010507,004331,0.010101
010507,010860,0.010101
010507,127675,0.010101
010507,155277,0.010101
010507,144646,0.010101
010507,004241,0.010101
010507,008806,0.010101
010507,001745,0.010101
010507,007970,0.010101
010507,010327,0.010101
010507,114789,0.010101
010507,005742,0.010101
010507,014580,0.010101
010507,003439,0.010101
010507,135990,0.010101
010507,005870,0.010101
010507,008199,0.010101
010801,006932,0.010101
010801,007366,0.010101
010801,004798,0.010101
010801,156676,0.010101
010801,011188,0.010101
010801,003392,0.010101
010801,006867,0.010101
010801,011550,0.010101
010801,144580,0.010101
010801,004799,0.010101
010801,008099,0.010101
010801,001440,0.010101
010801,008810,0.010101
010801,007437,0.010101
010801,004517,0.010101
010801,008290,0.010101
010801,157373,0.010101
010801,012428,0.010101
010801,003413,0.010101
010801,011554,0.010101
010801,025588,0.010101
010801,004093,0.010101
010801,007365,0.010101
010801,007974,0.010101
010801,005135,0.010101
010801,066624,0.010101
010801,009828,0.010101
010801,007824,0.010101
010801,115687,0.010101
010801,010447,0.010101
010801,005525,0.010101
010801,006397,0.010101
010801,001995,0.010101
010801,009850,0.010101
010801,156818,0.010101
010801,010507,0.010101
010801,023465,0.010101
010801,146411,0.010101
010801,005526,0.010101
010801,013948,0.010101
010801,180942,0.010101
010801,163429,0.010101
010801,008113,0.010101
010801,043737,0.010101
010801,005385,0.010101
010801,020739,0.010101
010801,026658,0.010101
010801,009846,0.010101
010801,156820,0.010101
010801,008809,0.010101
010801,160913,0.010101
010801,001742,0.010101
010801,003210,0.010101
010801,003897,0.010101
010801,008539,0.010101
010801,013353,0.010101
010801,009691,0.010101
010801,008001,0.010101
010801,001075,0.010101
010801,012555,0.010101
010801,008455,0.010101
010801,065298,0.010101
010801,116304,0.010101
010801,152430,0.010101
010801,004029,0.010101
010801,009902,0.010101
010801,011304,0.010101
010801,156656,0.010101
010801,146774,0.010101
