gvkey_i,gvkey_j,w_reg
001742,001075,0.010101
001742,012555,0.010101
001742,008455,0.010101
001742,065298,0.010101
001742,116304,0.010101
001742,152430,0.010101
001742,004029,0.010101
001742,009902,0.010101
001742,011304,0.010101
001742,156656,0.010101
001742,146774,0.010101
001742,065095,0.010101
001742,012612,0.010101
001742,005914,0.010101
001742,163669,0.010101
001742,008264,0.010101
001742,065092,0.010101
001742,185429,0.010101
001742,012749,0.010101
001742,156819,0.010101
001742,007977,0.010101
001742,018293,0.010101
001742,040614,0.010101
001742,006338,0.010101
001742,004331,0.010101
001742,010860,0.010101
001742,127675,0.010101
001742,155277,0.010101
001742,144646,0.010101
001742,004241,0.010101
001742,008806,0.010101
001742,001745,0.010101
001742,007970,0.010101
001742,010327,0.010101
001742,114789,0.010101
001742,005742,0.010101
001742,014580,0.010101
001742,003439,0.010101
001742,135990,0.010101
001742,005870,0.010101
001742,008199,0.010101
001745,006932,0.010101
001745,007366,0.010101
001745,004798,0.010101
001745,156676,0.010101
001745,011188,0.010101
001745,003392,0.010101
001745,006867,0.010101
001745,011550,0.010101
001745,144580,0.010101
001745,004799,0.010101
001745,008099,0.010101
001745,001440,0.010101
001745,008810,0.010101
001745,007437,0.010101
001745,004517,0.010101
001745,008290,0.010101
001745,157373,0.010101
001745,012428,0.010101
001745,003413,0.010101
001745,011554,0.010101
001745,025588,0.010101
001745,004093,0.010101
001745,007365,0.010101
001745,007974,0.010101
001745,005135,0.010101
001745,066624,0.010101
001745,009828,0.010101
001745,007824,0.010101
001745,115687,0.010101
001745,010447,0.010101
001745,005525,0.010101
001745,006397,0.010101
001745,001995,0.010101
001745,009850,0.010101
001745,156818,0.010101
001745,010507,0.010101
001745,023465,0.010101
001745,146411,0.010101
001745,005526,0.010101
001745,013948,0.010101
001745,180942,0.010101
001745,163429,0.010101
001745,008113,0.010101
001745,043737,0.010101
001745,005385,0.010101
001745,020739,0.010101
001745,026658,0.010101
001745,009846,0.010101
001745,156820,0.010101
001745,008809,0.010101
001745,160913,0.010101
001745,001742,0.010101
001745,003210,0.010101
001745,003897,0.010101
001745,008539,0.010101
001745,013353,0.010101
001745,009691,0.010101
001745,010801,0.010101
001745,008001,0.010101
001745,001075,0.010101
001745,012555,0.010101
001745,008455,0.010101
001745,065298,0.010101
001745,116304,0.010101
001745,152430,0.010101
001745,004029,0.010101
001745,009902,0.010101
001745,011304,0.010101
001745,156656,0.010101
001745,146774,0.010101
001745,065095,0.010101
001745,012612,0.010101
001745,005914,0.010101
001745,163669,0.010101
001745,008264,0.010101
001745,065092,0.010101
001745,185429,0.010101
001745,012749,0.010101
001745,156819,0.010101
001745,007977,0.010101
001745,018293,0.010101
001745,040614,0.010101
001745,006338,0.010101
001745,004331,0.010101
001745,010860,0.010101
001745,127675,0.010101
001745,155277,0.010101
001745,144646,0.010101
001745,004241,0.010101
001745,008806,0.010101
001745,007970,0.010101
001745,010327,0.010101
001745,114789,0.010101
001745,005742,0.010101
001745,014580,0.010101
001745,003439,0.010101
001745,135990,0.010101
001745,005870,0.010101
001745,008199,0.010101
001995,006932,0.010101
001995,007366,0.010101
001995,004798,0.010101
001995,156676,0.010101
001995,011188,0.010101
001995,003392,0.010101
001995,006867,0.010101
001995,011550,0.010101
001995,144580,0.010101
001995,004799,0.010101
001995,008099,0.010101
001995,001440,0.010101
001995,008810,0.010101
001995,007437,0.010101
001995,004517,0.010101
001995,008290,0.010101
001995,157373,0.010101
001995,012428,0.010101
001995,003413,0.010101
001995,011554,0.010101
001995,025588,0.010101
001995,004093,0.010101
001995,007365,0.010101
001995,007974,0.010101
001995,005135,0.010101
001995,066624,0.010101
001995,009828,0.010101
001995,007824,0.010101
001995,115687,0.010101
001995,010447,0.010101
001995,005525,0.010101
001995,006397,0.010101
001995,009850,0.010101
001995,156818,0.010101
001995,010507,0.010101
001995,023465,0.010101
001995,146411,0.010101
001995,005526,0.010101
001995,013948,0.010101
001995,180942,0.010101
001995,163429,0.010101
001995,008113,0.010101
001995,043737,0.010101
001995,005385,0.010101
001995,020739,0.010101
001995,026658,0.010101
001995,009846,0.010101
001995,156820,0.010101
001995,008809,0.010101
001995,160913,0.010101
001995,001742,0.010101
001995,003210,0.010101
001995,003897,0.010101
001995,008539,0.010101
001995,013353,0.010101
001995,009691,0.010101
001995,010801,0.010101
001995,008001,0.010101
001995,001075,0.010101
001995,012555,0.010101
001995,008455,0.010101
001995,065298,0.010101
001995,116304,0.010101
001995,152430,0.010101
001995,004029,0.010101
001995,009902,0.010101
001995,011304,0.010101
001995,156656,0.010101
001995,146774,0.010101
001995,065095,0.010101
001995,012612,0.010101
001995,005914,0.010101
001995,163669,0.010101
001995,008264,0.010101
001995,065092,0.010101
001995,185429,0.010101
001995,012749,0.010101
001995,156819,0.010101
001995,007977,0.010101
001995,018293,0.010101
001995,040614,0.010101
001995,006338,0.010101
001995,004331,0.010101
001995,010860,0.010101
001995,127675,0.010101
001995,155277,0.010101
001995,144646,0.010101
001995,004241,0.010101
001995,008806,0.010101
001995,001745,0.010101
001995,007970,0.010101
001995,010327,0.010101
001995,114789,0.010101
001995,005742,0.010101
001995,014580,0.010101
001995,003439,0.010101
001995,135990,0.010101
001995,005870,0.010101
001995,008199,0.010101
003210,006932,0.010101
003210,007366,0.010101
003210,004798,0.010101
003210,156676,0.010101
003210,011188,0.010101
003210,003392,0.010101
003210,006867,0.010101
003210,011550,0.010101
003210,144580,0.010101
003210,004799,0.010101
003210,008099,0.010101
003210,001440,0.010101
003210,008810,0.010101
003210,007437,0.010101
003210,004517,0.010101
003210,008290,0.010101
003210,157373,0.010101
003210,012428,0.010101
003210,003413,0.010101
003210,011554,0.010101
003210,025588,0.010101
003210,004093,0.010101
003210,007365,0.010101
003210,007974,0.010101
003210,005135,0.010101
003210,066624,0.010101
003210,009828,0.010101
003210,007824,0.010101
003210,115687,0.010101
003210,010447,0.010101
003210,005525,0.010101
003210,006397,0.010101
003210,001995,0.010101
003210,009850,0.010101
003210,156818,0.010101
003210,010507,0.010101
003210,023465,0.010101
003210,146411,0.010101
003210,005526,0.010101
003210,013948,0.010101
003210,180942,0.010101
003210,163429,0.010101
003210,008113,0.010101
003210,043737,0.010101
003210,005385,0.010101
003210,020739,0.010101
003210,026658,0.010101
003210,009846,0.010101
003210,156820,0.010101
003210,008809,0.010101
003210,160913,0.010101
003210,001742,0.010101
003210,003897,0.010101
003210,008539,0.010101
003210,013353,0.010101
003210,009691,0.010101
003210,010801,0.010101
003210,008001,0.010101
003210,001075,0.010101
003210,012555,0.010101
003210,008455,0.010101
003210,065298,0.010101
003210,116304,0.010101
003210,152430,0.010101
003210,004029,0.010101
003210,009902,0.010101
003210,011304,0.010101
003210,156656,0.010101
003210,146774,0.010101
003210,065095,0.010101
003210,012612,0.010101
003210,005914,0.010101
003210,163669,0.010101
003210,008264,0.010101
003210,065092,0.010101
003210,185429,0.010101
003210,012749,0.010101
003210,156819,0.010101
003210,007977,0.010101
003210,018293,0.010101
003210,040614,0.010101
003210,006338,0.010101
003210,004331,0.010101
003210,010860,0.010101
003210,127675,0.010101
003210,155277,0.010101
003210,144646,0.010101
003210,004241,0.010101
003210,008806,0.010101
003210,001745,0.010101
003210,007970,0.010101
003210,010327,0.010101
003210,114789,0.010101
003210,005742,0.010101
003210,014580,0.010101
003210,003439,0.010101
003210,135990,0.010101
003210,005870,0.010101
003210,008199,0.010101
003392,006932,0.010101
003392,007366,0.010101
003392,004798,0.010101
003392,156676,0.010101
003392,011188,0.010101
003392,006867,0.010101
003392,011550,0.010101
003392,144580,0.010101
003392,004799,0.010101
003392,008099,0.010101
003392,001440,0.010101
003392,008810,0.010101
003392,007437,0.010101
003392,004517,0.010101
003392,008290,0.010101
003392,157373,0.010101
003392,012428,0.010101
003392,003413,0.010101
003392,011554,0.010101
003392,025588,0.010101
003392,004093,0.010101
003392,007365,0.010101
003392,007974,0.010101
003392,005135,0.010101
003392,066624,0.010101
003392,009828,0.010101
003392,007824,0.010101
003392,115687,0.010101
003392,010447,0.010101
003392,005525,0.010101
003392,006397,0.010101
003392,001995,0.010101
003392,009850,0.010101
003392,156818,0.010101
003392,010507,0.010101
003392,023465,0.010101
003392,146411,0.010101
003392,005526,0.010101
003392,013948,0.010101
003392,180942,0.010101
003392,163429,0.010101
003392,008113,0.010101
003392,043737,0.010101
003392,005385,0.010101
003392,020739,0.010101
003392,026658,0.010101
003392,009846,0.010101
003392,156820,0.010101
003392,008809,0.010101
003392,160913,0.010101
003392,001742,0.010101
003392,003210,0.010101
003392,003897,0.010101
003392,008539,0.010101
003392,013353,0.010101
003392,009691,0.010101
003392,010801,0.010101
003392,008001,0.010101
003392,001075,0.010101
003392,012555,0.010101
003392,008455,0.010101
003392,065298,0.010101
003392,116304,0.010101
003392,152430,0.010101
003392,004029,0.010101
003392,009902,0.010101
003392,011304,0.010101
003392,156656,0.010101
003392,146774,0.010101
003392,065095,0.010101
003392,012612,0.010101
003392,005914,0.010101
003392,163669,0.010101
003392,008264,0.010101
003392,065092,0.010101
003392,185429,0.010101
003392,012749,0.010101
003392,156819,0.010101
003392,007977,0.010101
003392,018293,0.010101
003392,040614,0.010101
003392,006338,0.010101
003392,004331,0.010101
003392,010860,0.010101
003392,127675,0.010101
003392,155277,0.010101
